ticker,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,trailingPE,currentPrice,fiftyTwoWeekLow,fiftyTwoWeekHigh,Total Assets,Current Liabilities,EBIT,Operating Income,ttm_latest,percento52weekhigh,percento52weeklow
0392.HK,2024-09-01,Conglomerates,Industrials,92240904192.0,27.72,0.05552,6.710875,25.3,22.05,31.3,225385888482.32373,68594249718.91488,10926201721.28488,3260605581.595802,2023-12-31,-23.72,12.85
0393.HK,2024-09-01,Consulting Services,Industrials,522702016.0,0.724,0.05628,35.0,1.05,0.8,1.07,3052595000.0,655847000.0,54360000.0,59112000.0,2023-12-31,-1.9,23.81
0398.HK,2024-09-01,Luxury Goods,Consumer Cyclical,990012032.0,1.869,0.06884,6.5686274,3.35,3.21,4.31,2387475000.0,428950000.0,410137000.0,363509000.0,2024-03-31,-28.66,4.18
0400.HK,2024-09-01,Electronics & Computer Distribution,Technology,3294217728.0,0.361,0.02477,6.3529415,1.08,0.81,1.37,10196290000.0,5024443000.0,468090000.0,432257000.0,2023-12-31,-26.85,25.0
0406.HK,2024-09-01,Engineering & Construction,Industrials,1895950976.0,2.067,0.008590001,7.466666,1.12,0.91,1.59,5726115000.0,3763332000.0,142421000.0,151293000.0,2024-03-31,-41.96,18.75
0408.HK,2024-09-01,Specialty Chemicals,Basic Materials,1576840192.0,0.87,0.03255,8.277778,1.49,1.4,1.77,6419027000.0,1967212000.0,150958000.0,28388000.0,2023-12-31,-18.79,6.04
0411.HK,2024-09-01,Packaged Foods,Consumer Defensive,246659008.0,6.974,0.033970002,10.958904,8.0,6.72,9.5,3424978000.0,622024000.0,90779000.0,49220000.0,2023-06-30,-18.75,16.0
0425.HK,2024-09-01,Auto Parts,Consumer Cyclical,19487930368.0,5.237,0.09531,6.292929,12.46,9.6,23.95,37547306000.0,14117393000.0,2830974000.0,2312947000.0,2023-12-31,-92.22,22.95
0434.HK,2024-09-01,Electronic Gaming & Multimedia,Communication Services,907676416.0,0.143,0.83637,2.642857,1.48,0.49,2.88,1928672000.0,320178000.0,127637000.0,124788000.0,2023-12-31,-94.59,66.89
0450.HK,2024-09-01,Specialty Business Services,Industrials,346738624.0,0.932,0.0211,20.8,1.04,1.0,1.23,3811213000.0,558118000.0,176274000.0,18470000.0,2023-12-31,-18.27,3.85
0458.HK,2024-09-01,Apparel Manufacturing,Consumer Cyclical,779238528.0,0.673,0.039049998,3.8644068,2.28,1.75,3.0,3116678000.0,1107123000.0,311592000.0,358000000.0,2023-12-31,-31.58,23.25
0468.HK,2024-09-01,Packaging & Containers,Consumer Cyclical,2776652544.0,0.616,0.063990004,11.761906,2.47,1.49,2.58,4028368000.0,1042256000.0,331740000.0,315225000.0,2023-12-31,-4.45,39.68
0483.HK,2024-09-01,Apparel Retail,Consumer Cyclical,50199100.0,0.258,0.00629,Infinity,0.245,0.24,0.59,231794000.0,46591000.0,5527000.0,12195000.0,2024-03-31,-140.82,2.04
0486.HK,2024-09-01,Aluminum,Basic Materials,42557730816.0,0.094,0.03569,10.863637,2.39,2.17,3.07,21464000000.0,3719000000.0,584000000.0,242000000.0,2023-12-31,-28.45,9.21
0496.HK,2024-09-01,Real Estate—Development,Real Estate,907850112.0,0.271,0.0656,5.2,0.26,0.214,0.34,5982778000.0,1701279000.0,153337000.0,103705000.0,2023-12-31,-30.77,17.69
0500.HK,2024-09-01,Integrated Freight & Logistics,Industrials,819532992.0,0.059,0.00061,9.85,0.197,0.139,0.43,1056457000.0,519906000.0,79907000.0,20581000.0,2023-12-31,-118.27,29.44
0505.HK,2024-09-01,Copper,Basic Materials,1511214208.0,0.652,0.02964,4.347826,1.0,0.92,1.16,4639567000.0,2481153000.0,255630000.0,239565000.0,2023-12-31,-16.0,8.0
0506.HK,2024-09-01,Beverages—Non-Alcoholic,Consumer Defensive,7664439296.0,1.312,0.039219998,8.290322,2.57,2.51,3.09,16225607000.0,5959581000.0,1848961000.0,1736085000.0,2023-12-31,-20.23,2.33
0508.HK,2024-09-01,Credit Services,Financial Services,1242476672.0,0.168,0.04637,10.4,0.52,0.12,0.83,2644228000.0,1447262000.0,119647000.0,122990000.0,2024-03-31,-59.62,76.92
0512.HK,2024-09-01,Drug Manufacturers—Specialty & Generic,Healthcare,16983543808.0,0.922,0.2275,6.391304,4.41,3.17,5.31,22515326000.0,5731437000.0,2549342000.0,2823293000.0,2023-12-31,-20.41,28.12
0517.HK,2024-09-01,Marine Shipping,Industrials,1022834304.0,3.953,0.18589,10.0,4.4,2.7,4.53,9205229000.0,938598000.0,663236000.0,134540000.0,2023-12-31,-2.95,38.64
0521.HK,2024-09-01,Other Industrial Metals & Mining,Basic Materials,5298902016.0,0.304,0.00059999997,Infinity,0.088,0.06,0.168,25438229000.0,16717618000.0,609450000.0,394057000.0,2023-12-31,-90.91,31.82
0525.HK,2024-09-01,Railroads,Industrials,15720350720.0,0.363,0.04836,10.650001,2.13,1.36,2.5,37234946966.0,8022240767.0,1497544062.0,1508876783.0,2023-12-31,-17.37,36.15
0528.HK,2024-09-01,Textile Manufacturing,Consumer Cyclical,1266093440.0,0.772,0.0669,4.16129,1.29,1.02,1.45,3283176000.0,1626352000.0,257991000.0,265014000.0,2023-12-31,-12.4,20.93
0529.HK,2024-09-01,Electronics & Computer Distribution,Technology,2935271168.0,3.82,0.011820001,6.25,2.0,1.5,2.1,8601309000.0,3531171000.0,318292000.0,245791000.0,2023-12-31,-5.0,25.0
0536.HK,2024-09-01,Software—Application,Technology,263996016.0,0.56,0.37748,7.1538463,0.93,0.8,0.99,545581000.0,164477000.0,79085000.0,79085000.0,2023-12-31,-6.45,13.98
0544.HK,2024-09-01,Specialty Business Services,Industrials,175550592.0,0.223,0.01901,5.25,0.105,0.105,0.2,252538000.0,195735000.0,25363000.0,5604000.0,2023-12-31,-90.48,0.0
0546.HK,2024-09-01,Specialty Chemicals,Basic Materials,12603502592.0,3.951,0.095249996,3.850877,4.39,3.82,6.44,32560887000.0,14044560000.0,4015298000.0,3491442000.0,2023-12-31,-46.7,12.98
0548.HK,2024-09-01,Infrastructure Operations,Industrials,48970186752.0,1.341,0.24327,6.72,6.72,5.96,8.1,67507469090.77,19826478679.58,3203488112.8,2813935334.95,2023-12-31,-20.54,11.31
0552.HK,2024-09-01,Telecom Services,Communication Services,6484307456.0,3.564,0.024519999,6.8793106,3.99,2.92,4.63,121789750000.0,76245045000.0,4223216000.0,2608418000.0,2023-12-31,-16.04,26.82
0558.HK,2024-09-01,Specialty Industrial Machinery,Industrials,5026749440.0,1.741,0.08293,7.2000003,2.52,2.34,8.54,10905823000.0,4155585000.0,670960000.0,574574000.0,2024-03-31,-238.89,7.14
0560.HK,2024-09-01,Marine Shipping,Industrials,602762880.0,0.86,0.04532,6.636364,0.73,0.68,0.87,4546346000.0,778223000.0,177707000.0,103827000.0,2023-12-31,-19.18,6.85
0563.HK,2024-09-01,Real Estate—Development,Real Estate,21875478528.0,1.122,0.06194,3.0416667,0.365,0.31,0.53,59016220000.0,20957780000.0,2543030000.0,2735297000.0,2023-12-31,-45.21,15.07
0564.HK,2024-09-01,Farm & Heavy Construction Machinery,Industrials,13384737792.0,7.185,0.09588,3.9523811,9.13,6.74,14.32,49174398206.69,18924625202.57,4456964008.46,4203005544.56,2023-12-31,-56.85,26.18
0570.HK,2024-09-01,Drug Manufacturers—Specialty & Generic,Healthcare,24989216768.0,0.918,0.05333,21.199999,4.24,2.8,4.38,37068348000.0,9332600000.0,1423578000.0,1359252000.0,2023-12-31,-3.3,33.96
0573.HK,2024-09-01,Restaurants,Consumer Cyclical,702191488.0,0.286,0.01622,12.75,0.51,0.5,0.87,2188819000.0,576658000.0,144543000.0,89142000.0,2023-12-31,-70.59,1.96
0576.HK,2024-09-01,Infrastructure Operations,Industrials,69263441920.0,9.82,0.31289,4.836539,5.03,4.72,6.25,207766775000.0,103306335000.0,9955667000.0,7072834000.0,2023-12-31,-24.25,6.16
0579.HK,2024-09-01,Utilities—Regulated Electric,Utilities,52154490880.0,0.866,0.15365,4.609756,1.89,1.42,2.21,93594441000.0,22211211000.0,5387197000.0,5479367000.0,2023-12-31,-16.93,24.87
0580.HK,2024-09-01,Electronic Components,Technology,1496396288.0,0.289,0.05704,18.8,0.94,0.89,1.66,2837453000.0,691655000.0,58014000.0,23850000.0,2023-12-31,-76.6,5.32
0583.HK,2024-09-01,Real Estate Services,Real Estate,5587015680.0,0.123,0.23169,1.6388887,0.295,0.198,0.355,9480251000.0,5451782000.0,572125000.0,68788000.0,2023-12-31,-20.34,32.88
0586.HK,2024-09-01,Pollution & Treatment Controls,Industrials,36559998976.0,2.077,0.27137,5.3893805,6.09,5.19,8.49,80460379000.0,6447685000.0,3600016000.0,1809074000.0,2023-12-31,-39.41,14.78
0587.HK,2024-09-01,Waste Management,Industrials,6376885760.0,0.17,0.08529,8.875,0.71,0.66,2.07,9412268000.0,2676326000.0,453770000.0,459224000.0,2023-12-31,-191.55,7.04
0590.HK,2024-09-01,Luxury Goods,Consumer Cyclical,8499320320.0,3.403,0.11531,4.8039865,14.46,14.0,23.10762,16854064000.0,3516809000.0,2144600000.0,2003068000.0,2024-03-31,-59.8,3.18
0596.HK,2024-09-01,Software—Application,Technology,2950022656.0,0.472,0.03095,11.36,2.84,1.6,4.48,6324419000.0,3915078000.0,285031000.0,325371000.0,2023-12-31,-57.75,43.66
0598.HK,2024-09-01,Integrated Freight & Logistics,Industrials,30682175488.0,1.49,0.039300002,5.933333,3.56,2.49,4.76,75886622231.81,28037451190.23,6029808629.35,3318858137.27,2023-12-31,-33.71,30.06
0599.HK,2024-09-01,Home Improvement Retail,Consumer Cyclical,121878872.0,0.122,0.01858,15.6,0.156,0.135,0.199,711095000.0,176902000.0,16401000.0,18760000.0,2024-03-31,-27.56,13.46
0608.HK,2024-09-01,Apparel Manufacturing,Consumer Cyclical,1200345984.0,3.874,0.032679997,4.216216,1.56,1.28,1.6,6349958000.0,2103395000.0,222951000.0,171357000.0,2023-12-31,-2.56,17.95
0609.HK,2024-09-01,Chemicals,Basic Materials,453376352.0,0.806,0.0456,10.272727,1.13,1.0,1.65,2921818000.0,317815000.0,298280000.0,278039000.0,2023-12-31,-46.02,11.5
0611.HK,2024-09-01,Engineering & Construction,Industrials,7043023360.0,0.539,0.07169,5.0833335,0.305,0.26,0.355,11437221000.0,3971881000.0,360602000.0,307332000.0,2023-12-31,-16.39,14.75
0629.HK,2024-09-01,Specialty Business Services,Industrials,431132448.0,0.009,0.21499,10.650001,0.213,0.078,0.36,734219000.0,246220000.0,45439000.0,45034000.0,2023-12-31,-69.01,63.38
0631.HK,2024-09-01,Farm & Heavy Construction Machinery,Industrials,17746272256.0,2.076,0.087139994,8.843138,4.51,3.8,13.08,34963011000.0,16172605000.0,2418861000.0,2349713000.0,2023-12-31,-190.02,15.74
0635.HK,2024-09-01,Leisure,Consumer Cyclical,659892992.0,0.603,-0.17928,55.000004,0.55,0.5,0.65,6777605000.0,650665000.0,187380000.0,324718000.0,2023-12-31,-18.18,9.09
0636.HK,2024-09-01,Integrated Freight & Logistics,Industrials,20291026944.0,3.226,0.02553,10.447761,7.0,6.3,9.62,42120915000.0,14654800000.0,2483396000.0,2191466000.0,2023-12-31,-37.43,10.0
0639.HK,2024-09-01,Coking Coal,Basic Materials,5886346752.0,1.897,0.30201998,6.868421,2.61,2.3,3.64,22491544000.0,2522589000.0,3221838000.0,3136046000.0,2023-12-31,-39.46,11.88
0640.HK,2024-09-01,Specialty Chemicals,Basic Materials,109842776.0,0.64,0.1247,5.1428576,0.72,0.58,0.8,744995000.0,224203000.0,83956000.0,74315000.0,2023-09-30,-11.11,19.44
0656.HK,2024-09-01,Conglomerates,Industrials,182405218304.0,19.922,0.0037200002,21.31579,4.05,3.84,5.22,808387589000.0,295988179000.0,19945918000.0,2444481000.0,2023-12-31,-28.89,5.19
0658.HK,2024-09-01,Specialty Industrial Machinery,Industrials,10078258176.0,4.191,-0.02795,17.5,1.05,0.66,2.58,41700395000.0,21603663000.0,1491268000.0,1579728000.0,2023-12-31,-145.71,37.14
0659.HK,2024-09-01,Engineering & Construction,Industrials,30209144832.0,8.402,0.06098,12.224138,7.09,6.28,9.43,161974300000.0,70644400000.0,4273900000.0,800200000.0,2023-06-30,-33.0,11.42
0661.HK,2024-09-01,Copper,Basic Materials,17283522560.0,0.055,-0.00126,Infinity,0.054,0.046,0.095,26112955000.0,12726581000.0,842544000.0,778652000.0,2023-12-31,-75.93,14.81
0667.HK,2024-09-01,Education & Training Services,Consumer Defensive,3443814656.0,1.501,0.08488,13.941175,2.37,2.01,3.66,9291133000.0,2333374000.0,507310000.0,358961000.0,2023-12-31,-54.43,15.19
0668.HK,2024-09-01,Credit Services,Financial Services,281688544.0,0.119,0.21004999,19.6,0.196,0.066,0.43,1002571000.0,59290000.0,38639000.0,31840000.0,2023-12-31,-119.39,66.33
0669.HK,2024-09-01,Tools & Accessories,Industrials,193851572224.0,0.783,0.074200004,23.512304,105.1,67.35,116.1,12401983000.0,4783469000.0,1179672000.0,1134689000.0,2023-12-31,-10.47,35.92
0672.HK,2024-09-01,Real Estate—Development,Real Estate,10605917184.0,0.12,0.01754,1.5857143,0.111,0.085,0.19,48569768000.0,28732847000.0,580275000.0,599323000.0,2023-12-31,-71.17,23.42
0677.HK,2024-09-01,Food Distribution,Consumer Defensive,796712704.0,0.225,0.05156,7.0,0.42,0.4,0.7,2081220000.0,401026000.0,182154000.0,100584000.0,2024-03-31,-66.67,4.76
0683.HK,2024-09-01,Real Estate—Development,Real Estate,86303694848.0,8.264,0.18113,9.324841,14.64,11.92,16.96,208432382000.0,25845852000.0,7683513000.0,4193072000.0,2023-12-31,-15.85,18.58
0688.HK,2024-09-01,Real Estate—Development,Real Estate,314401456128.0,9.158,0.111999996,5.526786,12.38,10.1,18.34,923604091000.0,285700517000.0,42152782000.0,34276904000.0,2023-12-31,-48.14,18.42
0690.HK,2024-09-01,Biotechnology,Healthcare,297443872.0,0.023,0.14622,6.6,0.066,0.041,0.109,409992000.0,114790000.0,76683000.0,68107000.0,2023-12-31,-65.15,37.88
0696.HK,2024-09-01,Information Technology Services,Technology,17973039104.0,4.238,0.20287001,16.423729,9.69,7.35,15.18,27500129430.98,6193493525.98,1627331062.78,1603985929.65,2023-12-31,-56.66,24.15
0697.HK,2024-09-01,Infrastructure Operations,Industrials,8250583040.0,0.588,0.33601,26.400002,1.32,1.21,1.9,13522517000.0,1333175000.0,572140000.0,50718000.0,2023-12-31,-43.94,8.33
0700.HK,2024-09-01,Internet Content & Information,Communication Services,3600284385280.0,39.817,0.24225001,0.08606453,382.0,260.2,401.0,1577246000000.0,352157000000.0,173209000000.0,165658000000.0,2023-12-31,-4.97,31.88
0703.HK,2024-09-01,Restaurants,Consumer Cyclical,580282048.0,0.04,0.051230002,3.7250001,0.149,0.134,0.295,1003720000.0,234011000.0,74216000.0,57196000.0,2023-12-31,-97.99,10.07
0709.HK,2024-09-01,Apparel Retail,Consumer Cyclical,2856889088.0,0.464,0.07225,10.058824,1.71,1.46,3.08,3856000000.0,1096000000.0,548000000.0,464000000.0,2023-12-31,-80.12,14.62
0710.HK,2024-09-01,Electronic Components,Technology,474120704.0,4.929,0.0381,8.303572,4.65,4.02,8.74,10033870000.0,5022791000.0,565252000.0,479146000.0,2023-12-31,-87.96,13.55
0711.HK,2024-09-01,Engineering & Construction,Industrials,2761726976.0,0.738,0.00821,11.25,0.45,0.435,0.53,8964908000.0,5413758000.0,275756000.0,171523000.0,2024-03-31,-17.78,3.33
0716.HK,2024-09-01,Packaging & Containers,Consumer Cyclical,1516629120.0,0.112,0.06162,7.777777,0.7,0.47,1.03,756467000.0,122542000.0,27895000.0,13762000.0,2023-12-31,-47.14,32.86
0719.HK,2024-09-01,Drug Manufacturers—Specialty & Generic,Healthcare,4299850240.0,1.448,0.060300004,6.846154,5.34,4.8,6.51,8286166330.9,2486000478.39,573834310.78,612193441.86,2023-12-31,-21.91,10.11
0722.HK,2024-09-01,Medical Care Facilities,Healthcare,212687024.0,0.433,0.04557,10.875,0.435,0.43,0.74,1121254000.0,271111000.0,70040000.0,129358000.0,2023-06-30,-70.11,1.15
0725.HK,2024-09-01,Electrical Equipment & Parts,Industrials,36096632.0,0.305,0.05525,4.409091,0.485,0.4,0.87,454852000.0,39099000.0,18301000.0,26775000.0,2023-12-31,-79.38,17.53
0728.HK,2024-09-01,Telecom Services,Communication Services,399700983808.0,1.101,0.062319998,12.5,4.75,3.32,5.0,835814000000.0,303436000000.0,41749000000.0,37128000000.0,2023-12-31,-5.26,30.11
0730.HK,2024-09-01,Credit Services,Financial Services,426159232.0,0.108,0.13457,12.5,0.125,0.11,0.167,1914701000.0,129465000.0,55248000.0,60943000.0,2023-12-31,-33.6,12.0
0732.HK,2024-09-01,Electronic Components,Technology,8568825856.0,0.396,0.01592,10.444444,0.94,0.59,1.13,24505634000.0,12929914000.0,638828000.0,604027000.0,2023-12-31,-20.21,37.23
0737.HK,2024-09-01,Infrastructure Operations,Industrials,12162097152.0,0.318,0.62977004,9.285715,1.95,1.26,1.98,12413183000.0,2332830000.0,942195000.0,228533000.0,2023-12-31,-1.54,35.38
0746.HK,2024-09-01,Chemicals,Basic Materials,3258748928.0,0.253,0.13257,5.5384617,3.6,2.67,4.14,7028967000.0,1171816000.0,533180000.0,539225000.0,2023-12-31,-15.0,25.83
0751.HK,2024-09-01,Consumer Electronics,Technology,21814247424.0,3.686,0.01725,5.538462,2.88,2.36,3.45,67161000000.0,35428000000.0,2845000000.0,2652000000.0,2023-12-31,-19.79,18.06
0752.HK,2024-09-01,Advertising Agencies,Communication Services,1203534208.0,1.207,0.055159997,6.7307696,1.75,1.32,1.9,5060507000.0,2336406000.0,341362000.0,258477000.0,2023-10-31,-8.57,24.57
0754.HK,2024-09-01,Real Estate—Development,Real Estate,89003606016.0,4.377,0.08522,134.0,2.68,2.6,5.263636,288694135000.0,120838785000.0,7227896000.0,5300680000.0,2023-12-31,-96.4,2.99
0762.HK,2024-09-01,Telecom Services,Communication Services,170878681088.0,2.597,0.05323,9.249999,6.66,4.45,7.76,661051000000.0,263652000000.0,24926000000.0,25409000000.0,2023-12-31,-16.52,33.18
0763.HK,2024-09-01,Communication Equipment,Technology,62168150016.0,15.467,0.07606,7.1454544,15.72,13.32,25.7,200958318000.0,83030414000.0,13344707000.0,10978063000.0,2023-12-31,-63.49,15.27
0772.HK,2024-09-01,Internet Content & Information,Communication Services,18241198080.0,6.921,0.117740005,24.7,24.7,20.55,33.5,23188455000.0,3603134000.0,921055000.0,604690000.0,2023-12-31,-35.63,16.8
0777.HK,2024-09-01,Electronic Gaming & Multimedia,Communication Services,5216520192.0,5.124,0.06695,11.212766,10.54,10.02,16.4,10382000000.0,3436000000.0,903000000.0,1035000000.0,2023-12-31,-55.6,4.93
0780.HK,2024-09-01,Travel Services,Consumer Cyclical,27619061760.0,4.474,0.113400005,18.43038,14.56,12.38,22.55,31716609000.0,11887094000.0,1997109000.0,1849059000.0,2023-12-31,-54.88,14.97
0784.HK,2024-09-01,Engineering & Construction,Industrials,35885000.0,0.042,0.00338,Infinity,0.048,0.044,0.134,140921000.0,58734000.0,2413000.0,1075000.0,2024-03-31,-179.17,8.33
0788.HK,2024-09-01,Telecom Services,Communication Services,248386977792.0,0.031,0.106879994,16.0,0.96,0.71,1.05,326007000000.0,63934000000.0,15659000000.0,16395000000.0,2023-12-31,-9.38,26.04
0798.HK,2024-09-01,Real Estate Services,Real Estate,9778237440.0,0.27,0.09884,4.166667,0.25,0.237,0.47,23471968000.0,8931590000.0,1294965000.0,1118345000.0,2023-12-31,-88.0,5.2
0799.HK,2024-09-01,Electronic Gaming & Multimedia,Communication Services,1810232960.0,1.712,0.13881999,4.9090905,3.24,2.43,4.12,3697437000.0,931142000.0,100877000.0,15474000.0,2023-12-31,-27.16,25.0
0800.HK,2024-09-01,Conglomerates,Industrials,272018400.0,0.262,0.25621,36.000004,0.36,0.108,0.36,1693612000.0,49808000.0,29489000.0,29489000.0,2023-12-31,0.0,70.0
0807.HK,2024-09-01,Utilities—Regulated Water,Utilities,25977821184.0,1.111,0.0797,3.7826087,0.87,0.86,1.25,42607940000.0,10258345000.0,2226675000.0,2115802000.0,2023-12-31,-43.68,1.15
0811.HK,2024-09-01,Publishing,Communication Services,4449394688.0,6.57,0.12534,7.029412,9.56,5.8,10.16,21787563374.32,7874175852.28,1581047517.89,1528690366.51,2023-12-31,-6.28,39.33
0815.HK,2024-09-01,Other Precious Metals & Mining,Basic Materials,1236480640.0,0.269,0.00262,28.0,0.28,0.092,0.49,2023049000.0,779309000.0,4168000.0,7200000.0,2023-12-31,-75.0,67.14
0816.HK,2024-09-01,Real Estate Services,Real Estate,1365973504.0,1.422,0.12838,6.0909095,2.68,1.38,3.18,3613790000.0,1908826000.0,451294000.0,451778000.0,2023-12-31,-18.66,48.51
0819.HK,2024-09-01,Auto Parts,Consumer Cyclical,7265382912.0,9.098,0.02172,3.1647727,5.57,5.03,8.47,46750952000.0,23286070000.0,3046265000.0,2577226000.0,2023-12-31,-52.06,9.69
0826.HK,2024-09-01,Steel,Basic Materials,5981335040.0,0.663,0.06473,11.466666,1.72,1.37,2.84,13561075000.0,5400578000.0,664057000.0,568567000.0,2023-12-31,-65.12,20.35
0828.HK,2024-09-01,Beverages—Wineries & Distilleries,Consumer Defensive,343301056.0,0.118,0.081190005,17.25,0.345,0.165,0.435,578888000.0,277783000.0,20704000.0,5350000.0,2023-12-31,-26.09,52.17
0830.HK,2024-09-01,Engineering & Construction,Industrials,5079255040.0,0.379,0.08006,8.333334,2.0,1.8,2.65,10299862000.0,6711790000.0,559431000.0,563584000.0,2022-12-31,-32.5,10.0
0831.HK,2024-09-01,Grocery Stores,Consumer Defensive,501839168.0,0.224,0.036679998,7.714286,0.54,0.53,0.79,1286088000.0,475708000.0,78392000.0,72973000.0,2023-12-31,-46.3,1.85
0833.HK,2024-09-01,Electronic Components,Technology,59291344.0,0.941,0.080469996,2.0434783,0.47,0.405,0.97,1179922000.0,472615000.0,175376000.0,167755000.0,2023-12-31,-106.38,13.83
0836.HK,2024-09-01,Utilities—Independent Power Producers,Utilities,287818022912.0,2.07,0.13233,7.4647894,21.2,14.0,25.45,322395990000.0,84062254000.0,19665240000.0,20563413000.0,2023-12-31,-20.05,33.96
0837.HK,2024-09-01,Household & Personal Products,Consumer Defensive,1007462016.0,1.517,0.34768,7.236842,5.5,4.41,5.9,930777000.0,93194000.0,210272000.0,198853000.0,2023-12-31,-7.27,19.82
0838.HK,2024-09-01,Metal Fabrication,Industrials,2100809216.0,0.925,0.03835,4.785714,0.67,0.63,0.86,7440179000.0,3039752000.0,432695000.0,353724000.0,2023-12-31,-28.36,5.97
0839.HK,2024-09-01,Education & Training Services,Consumer Defensive,17568800768.0,2.156,0.24065,6.984127,4.4,3.51,7.04,35754000000.0,8232000000.0,2030000000.0,2493000000.0,2023-08-31,-60.0,20.23
0842.HK,2024-09-01,Electrical Equipment & Parts,Industrials,6686400512.0,0.735,0.03654,4.025,1.61,1.09,1.79,14095244000.0,8210047000.0,867408000.0,724363000.0,2023-12-31,-11.18,32.3
0855.HK,2024-09-01,Utilities—Regulated Water,Utilities,37180473344.0,3.245,0.11926,4.9680853,4.67,3.76,6.58,63242070000.0,20747409000.0,4094312000.0,3870855000.0,2024-03-31,-40.9,19.49
0856.HK,2024-09-01,Electronics & Computer Distribution,Technology,10996238336.0,3.621,0.01092,6.825397,4.3,3.66,5.24,35020347000.0,26556103000.0,1502257000.0,1426110000.0,2023-12-31,-21.86,14.88
0857.HK,2024-09-01,Oil & Gas Integrated,Energy,1567674335232.0,1.359,0.05331,7.2886596,7.07,4.73,8.55,2752710000000.0,689007000000.0,261521000000.0,288069000000.0,2023-12-31,-20.93,33.1
0865.HK,2024-09-01,Real Estate—Development,Real Estate,34915144.0,0.022,0.01244,Infinity,0.019,0.018,0.034,1201801000.0,378523000.0,16021000.0,13680000.0,2023-12-31,-78.95,5.26
0866.HK,2024-09-01,Thermal Coal,Energy,5554436608.0,0.123,0.038599998,15.2,0.76,0.18,0.91,7857573000.0,5171208000.0,536809000.0,570212000.0,2023-12-31,-19.74,76.32
0867.HK,2024-09-01,Drug Manufacturers—Specialty & Generic,Healthcare,12514970624.0,2.479,0.19820999,11.4838705,7.12,6.23,15.86,17730837000.0,2048786000.0,2920022000.0,2831679000.0,2023-12-31,-122.75,12.5
0868.HK,2024-09-01,Building Materials,Basic Materials,35663798272.0,0.327,0.22886999,4.9718313,7.06,6.01,12.26,50813419000.0,11348489000.0,6847755000.0,5490681000.0,2023-12-31,-73.65,14.87
0874.HK,2024-09-01,Medical Distribution,Healthcare,31110983680.0,9.983,0.04954,7.0434785,19.44,18.48,24.2,78586877764.09,36235290500.95,5556689762.51,4872494932.91,2023-12-31,-24.49,4.94
0875.HK,2024-09-01,Farm Products,Consumer Defensive,1001150528.0,0.02,0.03286,13.666667,1.64,1.45,8.0,1326285000.0,789077000.0,74654000.0,25961000.0,2023-12-31,-387.8,11.59
0881.HK,2024-09-01,Auto & Truck Dealerships,Consumer Cyclical,37436596224.0,8.962,0.019960001,5.457317,8.95,8.17,24.9,103268461000.0,33529583000.0,8338341000.0,3658547000.0,2023-12-31,-178.21,8.72
0882.HK,2024-09-01,Conglomerates,Industrials,1790325888.0,6.439,0.1904,3.490196,1.78,1.38,2.01,22292679000.0,2827869000.0,1189873000.0,85335000.0,2023-12-31,-12.92,22.47
0887.HK,2024-09-01,Luxury Goods,Consumer Cyclical,783808896.0,0.108,0.05854,3.9250002,0.157,0.145,0.204,5708364000.0,531094000.0,377960000.0,379519000.0,2023-12-31,-29.94,7.64
0893.HK,2024-09-01,Steel,Basic Materials,520443872.0,0.004,0.01235,Infinity,0.053,0.045,0.15,1307334000.0,241632000.0,22435000.0,12761000.0,2023-12-31,-183.02,15.09
0894.HK,2024-09-01,Electronic Components,Technology,1037134592.0,0.441,0.01456,7.4,0.37,0.295,0.5,3169118000.0,1479781000.0,69649000.0,58910000.0,2023-12-31,-35.14,20.27
0898.HK,2024-09-01,Real Estate Services,Real Estate,2604615168.0,1.595,0.67108,3.5238097,0.74,0.65,1.08,13208804000.0,1175006000.0,412186000.0,201152000.0,2023-12-31,-45.95,12.16
0902.HK,2024-09-01,Utilities—Independent Power Producers,Utilities,395052744704.0,1.318,0.0388,9.804348,4.51,3.22,5.95,541159281130.0,163999354173.0,21939918179.0,22315855781.0,2023-12-31,-31.93,28.6
0906.HK,2024-09-01,Packaging & Containers,Consumer Cyclical,11233440768.0,2.005,0.04453,15.434782,7.1,5.1,7.16,14242759000.0,7905712000.0,864781000.0,786750000.0,2023-12-31,-0.85,28.17
0912.HK,2024-09-01,Consumer Electronics,Technology,219483296.0,0.569,0.02289,10.636363,1.17,1.1,1.36,1079098000.0,288986000.0,47850000.0,42480000.0,2024-03-31,-16.24,5.98
0914.HK,2024-09-01,Building Materials,Basic Materials,57585205248.0,13.171,0.06236,11.178807,16.88,15.18,23.35,246189199541.0,29659828067.0,14523776474.0,11969244004.0,2023-12-31,-38.33,10.07
0915.HK,2024-09-01,Specialty Retail,Consumer Cyclical,68562600.0,0.013,0.04459,5.5,0.055,0.053,0.13,29416000.0,15155000.0,2273000.0,1733000.0,2023-12-31,-136.36,3.64
0916.HK,2024-09-01,Utilities—Renewable,Utilities,191086460928.0,0.42,0.14317,9.242424,6.1,4.37,8.25,229256090578.37,72165491104.71,11645720341.51,13761940353.5,2023-12-31,-35.25,28.36
0921.HK,2024-09-01,"Furnishings, Fixtures & Appliances",Consumer Cyclical,15835314176.0,14.07,0.03675,7.859923,20.2,16.22,39.5,65946495555.67,44042092245.86,5828945617.29,4537222617.01,2023-12-31,-95.54,19.7
