ticker,market,date_pulling,industry,sector,marketCap,enterpriseValue,currentPrice,totalCashPerShare,profitMargins,trailingPE,Total Non Current Assets,Working Capital,EBIT,Operating Income,ttm_latest,beta_earnings,numofyear,avg_MF_ROC
DITTO.bk,SET,2024-10-09,Information Technology Services,Technology,12976192512.0,12401985536.0,18.7,0.979,0.17902,32.241383,2181637000.0,1205158000.0,482731862.0,435951434.0,2024-06-30,3.6054,5.0,0.2471
DMT.bk,SET,2024-10-09,Infrastructure Operations,Industrials,13820390400.0,13912648704.0,11.7,0.344,0.42417,13.448276,9278131000.0,-341914000.0,1307047189.0,1279353063.0,2024-06-30,2.248,5.0,0.1031
DOHOME.bk,SET,2024-10-09,Home Improvement Retail,Consumer Cyclical,33910067200.0,51552915456.0,10.5,0.065,0.023559999,45.652172,18740099000.0,132354000.0,1491421631.0,1260628271.0,2024-06-30,-0.9897,5.0,0.1045
DREIT.bk,SET,2024-10-09,REIT - Hotel & Motel,Real Estate,3664225280.0,4920801792.0,5.15,0.585,0.78945,5.421053,8058590000.0,283609000.0,791585434.0,525412437.0,2024-06-30,3.374,5.0,0.0572
DRT.bk,SET,2024-10-09,Building Products & Equipment,Industrials,6840264192.0,7172308992.0,8.0,0.03,0.11913,10.526316,2224007000.0,854720000.0,789588611.0,789588611.0,2024-06-30,3.551,5.0,0.2854
DTCENT.bk,SET,2024-10-09,Scientific & Technical Instruments,Technology,1644712448.0,675598208.0,1.25,0.778,0.17052001,17.857143,496844000.0,1086356000.0,150097000.0,129707000.0,2024-06-30,-2.9374,5.0,0.1563
DTCI.bk,SET,2024-10-09,Business Equipment & Supplies,Industrials,365000000.0,200049552.0,36.5,18.918,0.01801,146.0,185154948.07,228461913.82,4691599.82,4691599.82,2024-06-30,-2.6979,5.0,0.0309
EASON.bk,SET,2024-10-09,Specialty Chemicals,Basic Materials,708456256.0,409551968.0,1.25,0.641,0.14741999,6.5789475,490819977.21,717754917.23,130911302.36,42577364.88,2024-06-30,-1.4953,5.0,0.044
EKH.bk,SET,2024-10-09,Medical Care Facilities,Healthcare,5208164352.0,3758483200.0,6.7,2.111,0.24306999,16.341463,1006853000.0,1489006000.0,386783750.0,317504873.0,2024-06-30,2.4146,5.0,0.1633
EPG.bk,SET,2024-10-09,Specialty Chemicals,Basic Materials,13384000512.0,17078723584.0,4.78,0.568,0.08218,11.658537,12069501369.0,4185247126.0,1426666885.0,825730242.0,2024-06-30,-2.6647,5.0,0.0781
ERW.bk,SET,2024-10-09,Lodging,Consumer Cyclical,21404753920.0,35539537920.0,4.38,0.332,0.15038,17.52,23363554000.0,-721199000.0,1817873431.0,1399377913.0,2024-06-30,3.2405,5.0,-0.0197
ETE.bk,mai,2024-10-09,Conglomerates,Industrials,627200000.0,1695522048.0,1.12,0.164,0.03088,14.0,1462515717.0,31469864.0,107497391.0,105032697.0,2024-06-30,2.2075,5.0,0.0536
ETL.bk,SET,2024-10-09,Integrated Freight & Logistics,Industrials,489800000.0,508721984.0,0.79,0.235,0.042379998,9.875001,444776000.0,337864000.0,78781000.0,66530000.0,2024-06-30,-2.4708,4.0,0.1708
FANCY.bk,SET,2024-10-09,"Furnishings, Fixtures & Appliances",Consumer Cyclical,252150000.0,68134288.0,0.41,0.29,0.101,41.0,335840241.89,510960497.46,9206045.170000002,19273561.22,2024-06-30,2.9303,5.0,-0.0644
FE.bk,SET,2024-10-09,Advertising Agencies,Communication Services,1373314944.0,1304130048.0,174.5,12.345,0.17149,10.974843,1457327000.0,106382000.0,156389208.44,92308709.94,2024-06-30,2.465,5.0,0.0294
FLOYD.bk,mai,2024-10-09,Engineering & Construction,Industrials,351109984.0,35727432.0,0.79,0.7,0.03429,26.333334,203023000.0,279414000.0,16891485.0,12939000.0,2024-06-30,1.0244,5.0,0.0412
FORTH.bk,SET,2024-10-09,Electronic Components,Technology,12534024192.0,18101901312.0,13.4,0.881,0.0367,38.285713,5645948000.0,-951989000.0,902447906.0,595084391.0,2024-06-30,0.3168,5.0,0.225
FPI.bk,mai,2024-10-09,Auto Parts,Consumer Cyclical,3116841728.0,3580031744.0,2.06,0.312,0.14499,8.24,1377849000.0,1154492000.0,513835000.0,535320000.0,2024-06-30,3.1,5.0,0.1993
FPT.bk,SET,2024-10-09,Real Estate - Development,Real Estate,32237991936.0,83041656832.0,13.9,0.491,0.110240005,19.577465,59623684000.0,16633970000.0,3185701000.0,2706727000.0,2024-06-30,-2.4023,5.0,0.041
FSMART.bk,mai,2024-10-09,Telecom Services,Communication Services,4518845952.0,4590731776.0,6.0,0.356,0.1514,13.043478,1279035000.0,46446000.0,433221872.0,250523903.0,2024-06-30,-3.2484,5.0,0.3175
FTE.bk,SET,2024-10-09,Security & Protection Services,Industrials,990000000.0,1029817856.0,1.5,0.091,0.07929,10.714286,370377000.0,558705000.0,119300219.53999999,119300219.53999999,2024-06-30,3.1059,5.0,0.1097
FTI.bk,SET,2024-10-09,Pollution & Treatment Controls,Industrials,981000000.0,1088580352.0,2.18,0.198,0.044299997,27.250002,433184679.13,366291891.61,50464401.4,46361972.17,2024-06-30,-2.3875,5.0,0.1144
FTREIT.bk,SET,2024-10-09,REIT - Industrial,Real Estate,34475593728.0,44819873792.0,10.5,0.08,0.6742,12.650602,49893467000.0,-2450934000.0,3104438723.0,2972776152.0,2024-06-30,3.648,5.0,0.0627
FVC.bk,mai,2024-10-09,Pollution & Treatment Controls,Industrials,407357248.0,660290240.0,0.75,0.216,0.10055,4.1666665,556705000.0,324604000.0,108428726.0,49992265.0,2024-06-30,2.494,5.0,0.0452
GABLE.bk,SET,2024-10-09,Information Technology Services,Technology,2632078848.0,2785646592.0,3.76,1.638,0.03946,10.742857,508155000.0,1818884000.0,345942135.0,332746567.0,2024-06-30,3.0176,5.0,0.1592
GAHREIT.bk,SET,2024-10-09,REIT - Hotel & Motel,Real Estate,1219724928.0,1119332992.0,6.95,0.522,1.01409,43.4375,1875881000.0,157199000.0,119156549.07,119156549.07,2024-06-30,-3.2483,5.0,0.0613
GC.bk,SET,2024-10-09,Specialty Chemicals,Basic Materials,2200000000.0,3236786432.0,5.0,0.119,0.0321,12.5,231837000.0,423177000.0,251072023.0,238542604.0,2024-06-30,2.9388,5.0,0.3631
GFC.bk,mai,2024-10-09,Medical Care Facilities,Healthcare,1748999936.0,1514247936.0,7.95,1.133,0.23608999,19.390244,406491024.3,195527577.74,111988079.94,112405829.58,2024-06-30,2.5006,4.0,0.3341
GFPT.bk,SET,2024-10-09,Packaged Foods,Consumer Defensive,14795076608.0,17763454976.0,11.8,1.935,0.09398,8.309859,18640850000.0,4411819000.0,2141426266.69,1267639114.48,2024-06-30,2.1558,5.0,0.0443
GIFT.bk,SET,2024-10-09,Specialty Chemicals,Basic Materials,5323297280.0,4965369344.0,3.38,0.37,0.052789997,42.250004,947117000.0,1169464000.0,443513392.0,388980478.0,2024-06-30,3.1446,5.0,-0.0049
GLAND.bk,SET,2024-10-09,Real Estate Services,Real Estate,10204733440.0,18085797888.0,1.57,0.011,0.2742,22.428572,29275091000.0,-3176215000.0,830622281.0,862508545.0,2024-06-30,-2.3533,5.0,0.0344
GLOBAL.bk,SET,2024-10-09,Home Improvement Retail,Consumer Cyclical,84270137344.0,98944663552.0,16.2,0.225,0.07875,32.4,23607748000.0,3021300000.0,3484860149.0,2923591425.0,2024-06-30,0.4266,5.0,0.1412
GPI.bk,SET,2024-10-09,Advertising Agencies,Communication Services,990000000.0,808229376.0,1.65,0.311,0.15656,8.25,666228764.98,265920469.05,146709213.93,144138471.77,2024-06-30,3.5627,5.0,0.0839
GRAMMY.bk,SET,2024-10-09,Entertainment,Communication Services,6805585408.0,7639655936.0,8.3,2.048,0.01821,59.285717,5713074000.0,-301002000.0,411701333.0,358281962.0,2024-06-30,3.6358,5.0,0.0207
GROREIT.bk,SET,2024-10-09,REIT - Hotel & Motel,Real Estate,2724749824.0,4102201088.0,8.65,0.063,0.74064004,10.54878,4560288000.0,386632000.0,329914208.65,328583538.68,2024-06-30,2.1183,4.0,0.0736
GTB.bk,mai,2024-10-09,Specialty Industrial Machinery,Industrials,739200000.0,545812992.0,0.77,0.248,0.06315,11.0,470454960.31,441190868.98,89009930.39,117240703.71000001,2024-06-30,2.7389,5.0,0.0369
GVREIT.bk,SET,2024-10-09,REIT - Office,Real Estate,5540640256.0,6881703936.0,6.8,1.707,0.45666,10.625001,12054425000.0,13643000.0,626818015.0,804559804.0,2024-06-30,-2.264,5.0,0.0698
GYT.bk,SET,2024-10-09,Auto Parts,Consumer Cyclical,1110000000.0,3104513024.0,150.0,20.691,0.00465,37.406483,6311710000.0,-1629411000.0,141172000.0,148039000.0,2024-06-30,3.6361,5.0,0.001
HANA.bk,SET,2024-10-09,Electronic Components,Technology,36521385984.0,27766173696.0,41.25,11.919,0.05889,22.916668,12618293000.0,18880347000.0,1738488956.0,1212360972.0,2024-06-30,-1.2218,5.0,0.0656
HARN.bk,mai,2024-10-09,Security & Protection Services,Industrials,1250829952.0,1003548032.0,2.14,0.595,0.07735,12.588236,759814000.0,734438000.0,121044165.0,118642165.0,2024-06-30,1.7215,5.0,0.0797
HFT.bk,SET,2024-10-09,Auto Parts,Consumer Cyclical,3028796160.0,1733740928.0,4.6,2.047,0.1457,7.301587,1701371273.0,2035452945.0,457228305.0,384026476.0,2024-06-30,-2.9279,5.0,0.1159
HL.bk,mai,2024-10-09,Medical Distribution,Healthcare,2203200000.0,1966481920.0,8.1,1.882,0.041550003,30.0,599292022.0,608373279.0,107147022.0,94285792.0,2024-06-30,0.9909,5.0,0.1556
HMPRO.bk,SET,2024-10-09,Home Improvement Retail,Consumer Cyclical,139402723328.0,158845698048.0,10.6,0.271,0.08967,21.632654,46350619000.0,-311291000.0,8747845265.0,8703423782.0,2024-06-30,3.4744,5.0,0.1895
HPT.bk,mai,2024-10-09,"Furnishings, Fixtures & Appliances",Consumer Cyclical,331039488.0,313193600.0,0.5,0.032,0.095410004,12.5,198761744.0,135779675.0,30460997.0,29973779.0,2024-06-30,2.9159,5.0,0.058
HTC.bk,SET,2024-10-09,Beverages - Non-Alcoholic,Consumer Defensive,6712080896.0,7402916864.0,16.7,0.109,0.08845,7.3245616,5412010000.0,-134412000.0,742012573.0,744674326.0,2024-06-30,2.5249,5.0,0.1414
HTECH.bk,SET,2024-10-09,Tools & Accessories,Industrials,1271999872.0,1162436352.0,4.24,1.446,0.06491,17.666666,786222884.0,851311468.0,113056472.0,93788017.0,2024-06-30,-0.8964,5.0,0.0691
HUMAN.bk,SET,2024-10-09,Software - Application,Technology,9541883904.0,9509443584.0,11.0,0.614,0.23712999,27.5,3342277000.0,640751000.0,411474000.0,382191000.0,2024-06-30,3.2482,5.0,0.0928
I2.bk,mai,2024-10-09,Information Technology Services,Technology,848400000.0,1556590976.0,2.02,0.355,0.060510002,9.619048,220146000.0,1292671000.0,163750637.0,160570637.0,2024-06-30,2.3233,4.0,0.1972
ICHI.bk,SET,2024-10-09,Beverages - Non-Alcoholic,Consumer Defensive,20540000256.0,19774402560.0,15.8,0.738,0.17714001,15.04762,3676869000.0,2350468000.0,1701669423.0,1680833785.0,2024-06-30,3.1776,5.0,0.1409
ICN.bk,SET,2024-10-09,Telecom Services,Communication Services,1613040000.0,1544140032.0,2.4,0.277,0.10458,9.23077,701147000.0,295016000.0,215069479.0,213413901.0,2024-06-30,3.0,5.0,0.2062
IHL.bk,SET,2024-10-09,Auto Parts,Consumer Cyclical,1233036416.0,2980124928.0,2.08,0.024,0.027139999,20.8,2158211000.0,-163754000.0,144767395.0,122356361.0,2024-06-30,1.2559,5.0,0.051
III.bk,SET,2024-10-09,Integrated Freight & Logistics,Industrials,5087894528.0,5810505728.0,6.5,0.158,0.40737,6.7708335,4203390551.0,-84112748.0,829174309.0,71693127.0,2024-06-30,0.1189,5.0,0.0414
ILINK.bk,SET,2024-10-09,Communication Equipment,Technology,3533607936.0,10002715648.0,6.5,1.683,0.07906,6.132076,5955675587.0,1826666563.0,1146450052.0,1022039172.0,2024-06-30,3.6628,5.0,0.1017
ILM.bk,SET,2024-10-09,"Furnishings, Fixtures & Appliances",Consumer Cyclical,9140500480.0,13035389952.0,18.1,0.289,0.07827,11.907895,9668730000.0,-12649000.0,1141278230.0,1136622796.0,2024-06-30,3.2978,5.0,0.0926
IMPACT.bk,SET,2024-10-09,REIT - Specialty,Real Estate,17493499904.0,20465459200.0,11.8,0.599,0.51749,17.10145,20264052000.0,-3685338000.0,1157640634.0,1110795788.0,2024-06-30,2.9207,5.0,0.0378
IND.bk,mai,2024-10-09,Engineering & Construction,Industrials,301000000.0,92382000.0,0.86,0.607,0.068909995,5.733333,147474000.0,295103000.0,64519457.0,64519457.0,2024-06-30,2.3856,5.0,0.0609
INET.bk,SET,2024-10-09,Information Technology Services,Technology,2336119296.0,7059520000.0,4.64,0.469,0.12376001,8.14035,13800017556.0,-2705133553.0,1037338203.0,954638997.0,2024-06-30,3.7367,5.0,0.0616
INSET.bk,SET,2024-10-09,Information Technology Services,Technology,2340786432.0,2060823040.0,2.88,0.616,0.07434,28.800001,511901412.7,966681020.18,115257123.96,115257123.96,2024-06-30,-2.9889,5.0,0.1543
INTUCH.bk,SET,2024-10-09,Telecom Services,Communication Services,318263984128.0,313927958528.0,99.25,0.612,2.06615,22.303371,39187961000.0,1953089000.0,15635275018.0,2589371126.0,2024-06-30,2.6571,5.0,0.012
IP.bk,mai,2024-10-09,Biotechnology,Healthcare,2639299840.0,2875565056.0,4.36,0.514,0.01127,145.33334,1814358000.0,640377000.0,52087132.0,54391615.0,2024-06-30,-1.0365,5.0,0.0966
IRC.bk,SET,2024-10-09,Auto Parts,Consumer Cyclical,2652470528.0,581548032.0,13.8,10.773,0.071550004,7.4594593,1696818000.0,2715709000.0,404440382.0,204286038.0,2024-06-30,-1.5511,5.0,0.0479
IRCP.bk,mai,2024-10-09,Information Technology Services,Technology,374088640.0,427205024.0,0.6,0.229,0.04224,6.6666665,199957000.0,425994000.0,74714152.0,32383557.0,2024-06-30,3.1242,5.0,-0.0147
IT.bk,SET,2024-10-09,Electronics & Computer Distribution,Technology,2051834368.0,3338968832.0,5.6,0.68,0.010369999,23.333334,1704231000.0,-98139000.0,173739157.0,136260933.0,2024-06-30,1.2298,5.0,0.035
ITC.bk,SET,2024-10-09,Packaged Foods,Consumer Defensive,71699996672.0,60852211712.0,23.9,4.23,0.18693,22.12963,6380115000.0,17756664000.0,3393646000.0,3022169000.0,2024-06-30,2.2673,5.0,0.1492
ITEL.bk,SET,2024-10-09,Telecom Services,Communication Services,3138981888.0,7438972416.0,2.26,0.035,0.10221,11.3,5483722861.0,-13866225.0,597314980.0,503542630.0,2024-06-30,3.5963,5.0,0.0936
ITNS.bk,mai,2024-10-09,Information Technology Services,Technology,388740000.0,207244992.0,1.86,0.859,0.07959,8.086956,154561000.0,294500000.0,60693024.0,55523192.0,2024-06-30,2.398,5.0,0.1759
ITTHI.bk,mai,2024-10-09,"Furnishings, Fixtures & Appliances",Consumer Cyclical,604800000.0,509363136.0,2.24,0.474,0.04492,20.363636,66775572.0,335721628.0,34152199.0,33970944.0,2024-06-30,1.9917,3.0,0.1548
J.bk,SET,2024-10-09,Real Estate Services,Real Estate,2293346048.0,4517861376.0,1.57,0.018,0.58077,6.038462,6391749000.0,-982311000.0,537958113.0,116088795.0,2024-06-30,-3.395,5.0,0.0548
JAK.bk,mai,2024-10-09,Real Estate - Development,Real Estate,364800000.0,716709312.0,1.14,0.036,0.110410005,10.363636,207105555.0,479463068.0,60762974.0,60100623.0,2024-06-30,2.7949,5.0,0.0249
JCK.bk,SET,2024-10-09,Real Estate - Development,Real Estate,1102797440.0,5779347968.0,0.29,0.02,0.23929001,1.2608695,4454860000.0,817019000.0,1431012983.0,1344425831.0,2024-06-30,3.0901,5.0,0.0376
JCT.bk,SET,2024-10-09,Household & Personal Products,Consumer Defensive,1100249984.0,790686016.0,81.5,21.681,0.110810004,10.584415,786102000.0,667714000.0,125312630.0,108638617.0,2024-06-30,2.9524,5.0,0.0608
JDF.bk,SET,2024-10-09,Packaged Foods,Consumer Defensive,1308000000.0,1246185984.0,2.18,0.118,0.091129996,21.800001,586026000.0,142404000.0,59613359.0,52341951.0,2024-06-30,0.2513,4.0,0.0634
JMART.bk,SET,2024-10-09,Specialty Retail,Consumer Cyclical,22105948160.0,57148715008.0,15.1,2.158,0.07848,21.267607,51945977000.0,-4978653000.0,3635866544.0,2106495703.0,2024-06-30,0.1969,5.0,0.0748
JPARK.bk,mai,2024-10-09,Infrastructure Operations,Industrials,2860000000.0,2714205952.0,7.15,0.917,0.1385,44.6875,427491711.0,320021762.0,97112357.0,94189268.0,2024-06-30,1.7864,3.0,0.1649
JSP.bk,mai,2024-10-09,Packaged Foods,Consumer Defensive,977624512.0,1299367296.0,2.06,0.068,0.03125,68.666664,1108189000.0,62579000.0,80240058.0,33169766.0,2024-06-30,-1.8558,5.0,0.0559
JTS.bk,SET,2024-10-09,Telecom Services,Communication Services,50511675392.0,51414093824.0,71.5,1.056,0.12201,155.43478,1515918000.0,-492653000.0,519643094.0,344984992.0,2024-06-30,1.0053,5.0,0.1129
JUBILE.bk,mai,2024-10-09,Luxury Goods,Consumer Cyclical,2370112768.0,1750949760.0,13.6,5.121,0.12566,12.952382,459674000.0,1367074000.0,231945246.06,231945246.06,2024-06-30,-2.3524,5.0,0.1961
K.bk,mai,2024-10-09,Specialty Business Services,Industrials,785581952.0,687960256.0,1.43,0.283,0.06804,11.916666,360083936.0,145792958.0,73426626.0,63577414.0,2024-06-30,3.9985,5.0,-0.0631
KAMART.bk,SET,2024-10-09,Household & Personal Products,Consumer Defensive,15656626176.0,14606055424.0,12.2,1.233,0.256,23.01887,1601541000.0,1932929000.0,910384540.0,780042736.0,2024-06-30,3.7896,5.0,0.2345
KBS.bk,SET,2024-10-09,Confectioners,Consumer Defensive,3897075200.0,9402462208.0,6.5,0.139,0.10625,3.037383,8803539000.0,571614000.0,1701101256.0,1792720843.0,2024-06-30,3.1841,5.0,0.0646
KCAR.bk,SET,2024-10-09,Rental & Leasing Services,Industrials,1250000000.0,4324391936.0,5.0,0.228,0.049879998,12.5,5137370535.98,-657634493.35,223859817.14,162594639.48000002,2024-06-30,-0.8108,5.0,0.0549
KCE.bk,SET,2024-10-09,Electronic Components,Technology,45805985792.0,45333000192.0,38.75,1.475,0.13251,21.40884,8725492000.0,5947447000.0,2436773622.0,2422209960.0,2024-06-30,1.6674,5.0,0.1462
KCG.bk,SET,2024-10-09,Packaged Foods,Consumer Defensive,5667999744.0,6832153088.0,10.4,0.252,0.049099997,15.5223875,2671866000.0,278274000.0,516662142.0,520805686.0,2024-06-30,2.5146,5.0,0.1891
KDH.bk,SET,2024-10-09,Medical Care Facilities,Healthcare,1754270080.0,1168987520.0,90.5,30.919,0.11634,13.795732,224333000.0,541269000.0,159400408.0,152776474.0,2024-06-30,3.7503,5.0,0.0994
KIAT.bk,SET,2024-10-09,Trucking,Industrials,1112547584.0,855558144.0,0.36,0.123,0.11531,12.000001,710247347.23,546697393.12,126543168.85000001,90817974.79,2024-06-30,-2.4566,5.0,0.0842
KISS.bk,SET,2024-10-09,Household & Personal Products,Consumer Defensive,2952049152.0,2554982912.0,4.92,0.875,0.141,19.68,67738062.0,1028634727.0,202663768.0,194066193.0,2024-06-30,-0.6294,5.0,0.2538
KJL.bk,mai,2024-10-09,Metal Fabrication,Industrials,1832784256.0,1977148672.0,7.9,0.212,0.14388,11.126761,718800435.0,-27267891.0,198159011.0,193281728.0,2024-06-30,3.0701,5.0,0.2889
KK.bk,mai,2024-10-09,Grocery Stores,Consumer Defensive,403304992.0,520127968.0,1.67,0.145,0.0049900003,83.5,244909201.87,18363725.41,14213144.36,14213144.370000001,2024-06-30,-2.8585,5.0,0.0862
KLINIQ.bk,mai,2024-10-09,Personal Services,Consumer Cyclical,7590000128.0,7250919936.0,34.5,3.968,0.11359999,25.555555,1743226317.0,424111191.0,376452715.0,356417383.0,2024-06-30,3.1842,5.0,0.348
KSL.bk,SET,2024-10-09,Confectioners,Consumer Defensive,9614301184.0,30232903680.0,2.18,0.022,0.0682,8.384616,37357682000.0,-4710323000.0,1289655944.0,1026618326.0,2024-07-31,2.4234,5.0,0.0282
KTBSTMR.bk,SET,2024-10-09,REIT - Diversified,Real Estate,1974825088.0,3027888896.0,6.55,0.674,0.59266,8.851352,4366580000.0,-15109000.0,289246364.42,270280328.86,2024-06-30,2.0598,4.0,0.0438
KTIS.bk,SET,2024-10-09,Confectioners,Consumer Defensive,11348400128.0,18488158208.0,2.94,0.027,0.0043,147.0,9105657000.0,2640000.0,110358667.0,531336409.0,2024-06-30,1.7759,5.0,0.0499
KTMS.bk,mai,2024-10-09,Medical Care Facilities,Healthcare,732000000.0,716259968.0,2.44,0.273,0.0324,48.8,361979000.0,180721000.0,25068000.0,23975000.0,2024-06-30,2.0686,4.0,-0.0376
KUMWEL.bk,mai,2024-10-09,Security & Protection Services,Industrials,756800000.0,986659008.0,1.76,0.077,0.06984,19.555555,483883000.0,263244000.0,61713932.0,57261848.0,2024-06-30,-0.9875,5.0,0.097
KUN.bk,mai,2024-10-09,Real Estate - Development,Real Estate,1063736192.0,2960164352.0,1.42,0.067,0.04966,35.5,305644315.0,1617410940.0,42341792.0,33785643.0,2024-06-30,-2.7116,5.0,0.1104
KWC.bk,SET,2024-10-09,Real Estate Services,Real Estate,1854000000.0,1882899968.0,309.0,32.308,0.29681,17.840647,620479000.0,210952000.0,130472401.0,117895427.0,2024-06-30,1.7942,5.0,0.1404
KWM.bk,mai,2024-10-09,Farm & Heavy Construction Machinery,Industrials,669308032.0,635482496.0,1.37,0.311,0.08409,17.125,255830000.0,298508000.0,48983809.0,49387478.0,2024-06-30,-2.327,5.0,0.0911
KYE.bk,SET,2024-10-09,"Furnishings, Fixtures & Appliances",Consumer Cyclical,5761800192.0,888750976.0,291.0,248.908,0.102299996,8.622222,4696101000.0,5706335000.0,742442007.0,95389295.0,2024-06-30,-1.3734,5.0,0.0109
LALIN.bk,SET,2024-10-09,Real Estate - Development,Real Estate,6197492736.0,12391660544.0,6.7,0.155,0.16037,9.710145,3643965117.24,9586524866.88,827951162.16,806604585.64,2024-06-30,-3.1546,5.0,0.1365
LDC.bk,mai,2024-10-09,Medical Care Facilities,Healthcare,378000000.0,513426816.0,0.63,0.142,0.020610001,31.5,416522516.92,54922809.57,31226921.500000004,23929152.790000003,2024-06-30,2.3932,5.0,0.0349
LEE.bk,SET,2024-10-09,Packaged Foods,Consumer Defensive,2228208128.0,1292903808.0,2.44,1.091,0.03469,27.11111,1082702667.0,1818060850.0,104033506.0,53531771.0,2023-12-31,-3.0829,5.0,0.0321
LEO.bk,mai,2024-10-09,Integrated Freight & Logistics,Industrials,1260240000.0,1876252928.0,4.0,0.409,0.04764,19.047619,1003298000.0,255385000.0,92986000.0,101843000.0,2024-06-30,-0.0934,5.0,0.1656
LH.bk,SET,2024-10-09,Real Estate - Development,Real Estate,72295686144.0,152424857600.0,6.05,0.347,0.23426001,10.254238,72267676000.0,31515652000.0,9438595866.0,3435994610.0,2024-06-30,-2.4758,5.0,0.0597
LHK.bk,SET,2024-10-09,Steel,Basic Materials,1501360000.0,1301728000.0,3.92,1.095,0.03573,15.076924,534864000.0,1027745000.0,176806182.0,174206259.0,2024-06-30,-1.2473,5.0,0.127
LHSC.bk,SET,2024-10-09,REIT - Diversified,Real Estate,5124682240.0,5319907328.0,10.5,1.407,0.43995,8.536585,7044384000.0,-298618000.0,633868340.0,635698046.0,2024-06-30,3.3128,5.0,0.0411
LPH.bk,SET,2024-10-09,Medical Care Facilities,Healthcare,3355200000.0,3926069248.0,4.66,0.245,0.02655,51.777775,2413545748.58,267882358.1,116797235.13,104589346.17,2024-06-30,-1.6158,5.0,0.1385
LPN.bk,SET,2024-10-09,Real Estate - Development,Real Estate,4857028096.0,16323799040.0,3.34,0.283,0.03934,16.699999,5466782895.45,11074765693.46,506151225.2099999,496619855.6,2024-06-30,-1.9009,5.0,0.0474
LRH.bk,SET,2024-10-09,Lodging,Consumer Cyclical,6333954048.0,10676645888.0,38.0,6.538,0.085710004,10.704226,23407079000.0,768071000.0,1138824998.0,953873350.0,2024-06-30,3.4782,5.0,-0.013
LST.bk,SET,2024-10-09,Farm Products,Consumer Defensive,4001600000.0,4984422912.0,4.88,0.589,0.04117,8.714286,3376016000.0,2361345000.0,657359703.0,631014324.0,2024-06-30,0.5668,5.0,0.1268
LTS.bk,mai,2024-10-09,Home Improvement Retail,Consumer Cyclical,2334579968.0,2143678080.0,11.3,0.737,0.17746,282.5,43035473.0,259193368.0,55652962.0,51758068.0,2024-06-30,1.927,3.0,0.2123
M.bk,SET,2024-10-09,Restaurants,Consumer Cyclical,27290341376.0,23622273024.0,30.0,8.061,0.09957,16.759777,11868814000.0,5227929000.0,2067665281.0,2010054797.0,2024-06-30,2.696,5.0,0.0749
MAGURO.bk,mai,2024-10-09,Restaurants,Consumer Cyclical,2154599936.0,2231377152.0,17.1,3.005,0.05668,32.884617,766122986.0,241832711.0,113985122.0,112050328.0,2024-06-30,3.1094,5.0,0.1289
MAJOR.bk,SET,2024-10-09,Entertainment,Communication Services,11910579200.0,15170323456.0,15.1,3.382,0.09629,15.729167,10734886000.0,-129601000.0,960407979.0,665885440.0,2024-06-30,2.9762,5.0,-0.0335
MALEE.bk,SET,2024-10-09,Packaged Foods,Consumer Defensive,7258222592.0,8602558464.0,13.3,0.498,0.03302,25.576925,3102462000.0,461470000.0,458248501.0,472665827.0,2024-06-30,4.1343,5.0,0.0086
MANRIN.bk,SET,2024-10-09,Lodging,Consumer Cyclical,847526400.0,1063191360.0,31.5,1.096,0.13385999,17.897728,657372379.91,-19812935.4,66823748.230000004,66483223.82,2024-06-30,3.3535,5.0,-0.0484
MASTER.bk,mai,2024-10-09,Medical Care Facilities,Healthcare,13652467712.0,13258662912.0,45.25,2.033,0.22474001,29.966888,2987867000.0,491823000.0,577361919.0,550329872.0,2024-06-30,2.284,4.0,0.4199
MATCH.bk,SET,2024-10-09,Entertainment,Communication Services,1109913088.0,1216267136.0,1.42,0.076,0.10604,20.285713,1360751000.0,93845000.0,77733244.0,66586431.0,2024-06-30,3.5741,5.0,-0.0369
MATI.bk,SET,2024-10-09,Publishing,Communication Services,1251105664.0,585785152.0,6.75,3.598,0.043759998,42.1875,928474000.0,833116000.0,41208846.58,39345455.22,2024-06-30,-1.2628,5.0,0.0542
MBAX.bk,mai,2024-10-09,Packaging & Containers,Consumer Cyclical,588382912.0,1157996800.0,2.96,0.46,0.01869,26.909092,714481000.0,-33558000.0,57110381.0,37532817.0,2024-06-30,-2.5717,5.0,0.1387
MBK.bk,SET,2024-10-09,Conglomerates,Industrials,25446148096.0,58870542336.0,18.3,0.472,0.1627,13.357663,52955582000.0,1341882000.0,3766485222.0,1485271738.0,2024-06-30,1.9002,5.0,0.0177
MC.bk,SET,2024-10-09,Apparel Manufacturing,Consumer Cyclical,9662399488.0,9088413696.0,12.2,2.189,0.17375,13.555555,2368898070.0,2389231929.0,1010860487.0,1014862258.0,2024-06-30,3.6397,5.0,0.1594
MCA.bk,mai,2024-10-09,Advertising Agencies,Communication Services,430100000.0,308177984.0,1.87,0.492,0.04438,17.0,83884000.0,225470000.0,31328000.0,30672000.0,2024-06-30,2.5345,4.0,0.1085
M-CHAI.bk,SET,2024-10-09,Medical Care Facilities,Healthcare,4960000000.0,13381481472.0,31.0,1.413,0.027929999,1.7724414,10479966085.0,-1153271524.0,634112554.0,565619505.0,2024-06-30,3.0645,5.0,0.0468
