ticker,market,date_pulling,industry,sector,marketCap,enterpriseValue,currentPrice,totalCashPerShare,profitMargins,trailingPE,Total Non Current Assets,Working Capital,EBIT,Operating Income,ttm_latest,beta_earnings,numofyear,avg_MF_ROC
MCS.bk,SET,2024-10-09,Steel,Basic Materials,3577499904.0,3703579904.0,7.5,0.364,0.06295,10.0,1620504000.0,2110688000.0,414747477.0,513998034.0,2024-06-30,-2.4767,5.0,0.1914
MEB.bk,mai,2024-10-09,Software - Application,Technology,8999999488.0,7700268544.0,30.0,4.602,0.20549,21.12676,26503660.0,1198715439.0,535436816.0,513289902.0,2024-06-30,3.9068,5.0,0.9897
MEGA.bk,SET,2024-10-09,Drug Manufacturers - Specialty & Generic,Healthcare,34433437696.0,31594397696.0,39.25,4.236,0.12746,17.065218,4271298000.0,5948486000.0,2346631000.0,2977635000.0,2024-06-30,3.5626,5.0,0.2698
MENA.bk,SET,2024-10-09,Trucking,Industrials,895480000.0,1222092288.0,1.22,0.035,0.06513,13.555555,1245315026.0,-7409324.0,84826181.0,49496587.0,2024-06-30,2.3349,5.0,0.0514
METCO.bk,SET,2024-10-09,Electronic Components,Technology,4064660992.0,2291889408.0,194.5,98.09,0.03432,7.3258004,2428420000.0,4633539000.0,887970292.0,731924968.0,2024-06-30,1.6627,5.0,0.0675
MFEC.bk,SET,2024-10-09,Information Technology Services,Technology,2626651392.0,3193713664.0,5.95,0.798,0.02103,17.0,1592766000.0,1351224000.0,218491589.0,207640521.0,2024-06-30,-3.0452,5.0,0.1067
MGC.bk,SET,2024-10-09,Auto & Truck Dealerships,Consumer Cyclical,4816000000.0,11289164800.0,4.3,0.882,0.00493,8.775511,8862510178.0,-970452709.0,735464913.0,621852419.0,2024-06-30,2.1747,4.0,0.1279
MGT.bk,mai,2024-10-09,Specialty Chemicals,Basic Materials,960000064.0,1107404032.0,2.4,0.229,0.09059,10.434783,462149000.0,326677000.0,134112769.0,136565243.0,2024-06-30,-0.3804,5.0,0.1899
MINT.bk,SET,2024-10-09,Lodging,Consumer Cyclical,161594441728.0,359960281088.0,28.5,2.616,0.04405,30.319149,326017058000.0,-23854124000.0,23349971460.0,20147152682.0,2024-06-30,3.1845,5.0,0.0002
MITSIB.bk,mai,2024-10-09,Auto & Truck Dealerships,Consumer Cyclical,1029480000.0,1767803136.0,0.75,0.017,0.02116,75.0,1003676000.0,381029000.0,79986910.0,136823338.0,2024-06-30,0.168,5.0,0.0869
MODERN.bk,SET,2024-10-09,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1797328512.0,1557454976.0,2.58,0.831,0.021979999,36.857143,1086886000.0,1329392000.0,79115900.0,54322221.0,2024-06-30,-3.0896,5.0,0.0433
MOONG.bk,mai,2024-10-09,Household & Personal Products,Consumer Defensive,740121856.0,504904672.0,2.2,0.746,0.049840003,5.789474,840968000.0,278871000.0,32464301.0,9390822.0,2024-06-30,2.8377,5.0,0.004
MOSHI.bk,SET,2024-10-09,Department Stores,Consumer Cyclical,14849999872.0,15246492672.0,45.0,2.999,0.16174,34.351147,2233521362.0,896728746.0,475317157.0,445502654.0,2024-06-30,1.9785,3.0,0.1379
MSC.bk,SET,2024-10-09,Electronics & Computer Distribution,Technology,2916000256.0,2773099008.0,8.1,0.806,0.025710002,13.728815,1057190000.0,1418178000.0,281135926.0,288670341.0,2024-06-30,2.7752,5.0,0.1075
MTW.bk,mai,2024-10-09,Auto Manufacturers,Consumer Cyclical,882939968.0,1246084736.0,1.31,0.023,0.056009997,32.75,457393952.97,194680447.41,48707871.5,47858871.5,2024-06-30,2.4597,5.0,0.0905
NAT.bk,mai,2024-10-09,Information Technology Services,Technology,1820400000.0,1294853632.0,5.55,1.611,0.07678,12.333334,80067264.0,675106466.0,238706280.0,238706280.0,2024-06-30,1.9998,3.0,0.7735
NC.bk,SET,2024-10-09,Apparel Retail,Consumer Cyclical,544216384.0,662778304.0,3.64,0.3,0.02384,2.716418,337330709.0,199949948.0,18894344.0,11225264.0,2024-06-30,2.9234,5.0,-0.0238
NCH.bk,SET,2024-10-09,Real Estate - Development,Real Estate,996224000.0,2674362880.0,0.8,0.092,0.01932,26.666668,1265083000.0,2269643000.0,63845293.5,73832736.36,2024-06-30,-1.2942,5.0,0.0864
NEO.bk,SET,2024-10-09,Household & Personal Products,Consumer Defensive,12600000512.0,12773075968.0,42.0,8.082,0.10395,12.209302,4377701000.0,2680584000.0,1226216559.0,1226216540.0,2024-06-30,2.9709,5.0,0.264
NER.bk,SET,2024-10-09,Specialty Chemicals,Basic Materials,9516118016.0,18045720576.0,5.15,0.04,0.06935,5.597826,2243675000.0,10647547000.0,2234833936.0,2266462147.0,2024-06-30,2.2509,5.0,0.2219
NETBAY.bk,mai,2024-10-09,Software - Application,Technology,3559999744.0,3273204992.0,17.8,1.444,0.36571,18.936169,159653000.0,320808000.0,236441626.0,232638712.0,2024-06-30,3.8347,5.0,0.368
NEW.bk,SET,2024-10-09,Medical Care Facilities,Healthcare,825000000.0,782796288.0,82.5,7.474,0.102460004,16.336634,479674965.42,32807449.65,69962351.15,63445668.09,2024-06-30,2.174,5.0,0.1087
NFC.bk,SET,2024-10-09,Agricultural Inputs,Basic Materials,2436739328.0,7880964096.0,2.24,0.343,0.08686,14.933332,6912363000.0,-98005000.0,489859416.0,458819298.0,2024-06-30,3.275,5.0,0.0164
NL.bk,SET,2024-10-09,Engineering & Construction,Industrials,690000000.0,-111607296.0,1.38,1.617,0.0467,9.857142,300988197.5,654289283.36,109039941.44999999,82047975.48,2024-06-30,1.4113,3.0,0.0814
NOBLE.bk,SET,2024-10-09,Real Estate - Development,Real Estate,4299947520.0,19145719808.0,3.14,1.017,0.10328,4.617647,3096742000.0,13135104000.0,1700010611.0,657469214.0,2024-06-30,-2.4806,5.0,0.0733
NRF.bk,SET,2024-10-09,Packaged Foods,Consumer Defensive,2736083712.0,5222263296.0,1.93,0.152,0.00978,64.333336,4923761000.0,-1274156000.0,264168043.0,239470345.0,2024-06-30,-0.3311,5.0,0.0561
NSL.bk,SET,2024-10-09,Packaged Foods,Consumer Defensive,10650000384.0,10324862976.0,35.5,1.493,0.081879996,24.652777,1157874942.0,642876735.0,548237540.0,559458167.0,2024-06-30,3.8155,5.0,0.2403
NTSC.bk,mai,2024-10-09,Specialty Chemicals,Basic Materials,1110000000.0,895266560.0,11.1,3.452,0.07461,12.613637,429207112.0,656750923.0,91646715.0,87251720.0,2024-06-30,-1.2174,3.0,0.195
NTV.bk,SET,2024-10-09,Medical Care Facilities,Healthcare,5000000000.0,4033487104.0,31.25,6.041,0.14949,13.354701,1625963000.0,1019581000.0,451689369.0,451689369.0,2024-06-30,3.1569,5.0,0.1312
NVD.bk,SET,2024-10-09,Real Estate Services,Real Estate,2516151552.0,10643732480.0,1.62,0.055,0.10309,13.5,2642713990.0,7671518641.0,344007467.0,85147683.0,2024-06-30,0.4387,5.0,0.0093
NYT.bk,SET,2024-10-09,Marine Shipping,Industrials,3992800000.0,5399276032.0,3.22,0.875,0.31143,7.488372,5325631000.0,73541000.0,710215025.0,503718319.0,2024-06-30,2.6802,5.0,0.0743
OHTL.bk,SET,2024-10-09,Lodging,Consumer Cyclical,5631479296.0,7978596864.0,373.0,15.559,0.12179,17.906866,5465302279.0,-804559406.0,494466535.0,490829949.0,2024-06-30,3.0093,5.0,-0.0114
ONEE.bk,SET,2024-10-09,Entertainment,Communication Services,9953625088.0,8514543104.0,4.18,0.611,0.07321,20.9,5095936000.0,2150353000.0,624477847.0,604134884.0,2024-06-30,-2.3494,5.0,0.1217
ORI.bk,SET,2024-10-09,Real Estate - Development,Real Estate,12270600192.0,49809346560.0,5.0,1.043,0.15009,6.25,18987858000.0,24199368000.0,3514387560.0,2243485254.0,2024-06-30,-1.394,5.0,0.1231
ORN.bk,SET,2024-10-09,Real Estate - Development,Real Estate,1275000064.0,2582889728.0,0.85,0.143,0.081,17.0,572348770.0,2285228392.0,176663850.0,175076894.0,2024-06-30,0.3441,4.0,0.0993
OSP.bk,SET,2024-10-09,Beverages - Non-Alcoholic,Consumer Defensive,67884748800.0,68664614912.0,22.6,0.626,0.09144,26.904762,14634371000.0,3210076000.0,3190755500.0,3087633699.0,2024-06-30,-1.325,5.0,0.1336
PACO.bk,mai,2024-10-09,Auto Parts,Consumer Cyclical,1550000000.0,1525070976.0,1.55,0.173,0.12681,11.923077,470238000.0,649955000.0,180549101.0,166933221.0,2024-06-30,2.0139,5.0,0.1155
PANEL.bk,mai,2024-10-09,Engineering & Construction,Industrials,258400000.0,106132992.0,1.36,0.802,0.10724,8.0,92316376.0,175204170.0,12610684.0,12610684.0,2024-06-30,-0.3081,3.0,0.1488
PATO.bk,SET,2024-10-09,Agricultural Inputs,Basic Materials,1324059648.0,1198866048.0,9.3,0.903,0.13274,16.034483,124841923.0,358374116.0,104909021.0,101660382.0,2024-06-30,-1.1028,5.0,0.173
PB.bk,SET,2024-10-09,Packaged Foods,Consumer Defensive,26437500928.0,19827562496.0,58.75,14.477,0.22636,15.2994795,5441652000.0,6659729000.0,1965256124.0,1785897233.0,2024-06-30,-0.2133,5.0,0.1716
PCC.bk,SET,2024-10-09,Conglomerates,Industrials,3606263040.0,4805330432.0,2.94,0.267,0.06618,10.5,3030695000.0,630857000.0,507752763.0,459342527.0,2024-06-30,3.1341,5.0,0.1179
PCSGH.bk,SET,2024-10-09,Auto Parts,Consumer Cyclical,6770999808.0,4920600064.0,4.44,1.335,0.18617001,10.325582,2682295000.0,2707039000.0,691677347.0,706956237.0,2024-06-30,3.506,5.0,0.1039
PDG.bk,mai,2024-10-09,Packaging & Containers,Consumer Cyclical,813780032.0,450925824.0,2.74,1.122,0.09557,13.7,209373000.0,422932000.0,73800611.0,71372746.0,2024-06-30,-2.7276,5.0,0.1098
PDJ.bk,SET,2024-10-09,Luxury Goods,Consumer Cyclical,1280726784.0,1684088576.0,2.16,0.385,0.033570003,9.818182,1375346000.0,1195179000.0,202498478.0,212749361.0,2024-06-30,2.8726,5.0,0.0384
PEACE.bk,SET,2024-10-09,Real Estate - Development,Real Estate,1401114496.0,2464170496.0,2.78,0.147,0.093030006,18.533333,21085000.0,2374573000.0,101021108.0,101021108.0,2024-06-30,-0.9939,5.0,0.1496
PHG.bk,SET,2024-10-09,Medical Care Facilities,Healthcare,4769999872.0,3973402880.0,15.9,2.903,0.12696,16.5625,985705000.0,976044000.0,362481266.0,362555735.0,2024-06-30,-2.3831,4.0,0.2747
PHOL.bk,mai,2024-10-09,Security & Protection Services,Industrials,635850048.0,677528704.0,3.14,0.293,0.06431,9.812501,164870000.0,252829000.0,74468948.49,69999589.92,2024-06-30,-2.8505,5.0,0.2224
PICO.bk,mai,2024-10-09,Advertising Agencies,Communication Services,757838400.0,499591776.0,3.52,1.256,0.02557,23.466665,162814846.0,311782765.0,33835650.0,23397095.0,2024-07-31,3.1009,5.0,-0.0411
PIMO.bk,mai,2024-10-09,Specialty Industrial Machinery,Industrials,1287979520.0,896297152.0,1.7,0.51,0.10887,11.333333,426547867.0,700838632.0,135950873.0,121693380.0,2024-06-30,1.364,5.0,0.118
PIN.bk,SET,2024-10-09,Real Estate - Development,Real Estate,6611999744.0,8461597184.0,5.7,0.488,0.44117,3.4545455,1401684000.0,4216371000.0,2013588809.0,1982654423.0,2024-06-30,3.3021,5.0,0.126
PJW.bk,SET,2024-10-09,Packaging & Containers,Consumer Cyclical,1635047552.0,3076887808.0,2.62,0.143,0.037550002,13.099999,2181713000.0,-206495000.0,224662859.73,224662859.73,2024-06-30,1.3757,5.0,0.1179
PL.bk,SET,2024-10-09,Rental & Leasing Services,Industrials,1079683072.0,9579881472.0,1.81,1.134,0.02939,13.923077,9660761000.0,-1331592000.0,426372982.0,359073777.0,2024-06-30,3.8985,5.0,0.0409
PLANB.bk,SET,2024-10-09,Advertising Agencies,Communication Services,34959994880.0,38594306048.0,8.15,0.194,0.11248,35.43478,12333886000.0,643294000.0,1599718576.0,1614239932.0,2024-06-30,3.238,5.0,0.0664
PLAT.bk,SET,2024-10-09,Real Estate Services,Real Estate,6216000000.0,8486718976.0,2.22,0.194,0.12556,22.2,10590955000.0,120630000.0,637089340.0,624029310.0,2024-06-30,3.0094,5.0,-0.0032
PLUS.bk,SET,2024-10-09,Beverages - Non-Alcoholic,Consumer Defensive,3651499776.0,3340704768.0,5.45,0.311,0.10589,21.8,1152183492.0,203855936.0,208585039.0,225652916.0,2024-06-30,2.8346,5.0,0.2321
PM.bk,SET,2024-10-09,Food Distribution,Consumer Defensive,4911456256.0,4739854848.0,8.8,0.467,0.107659996,10.476191,1291802000.0,779161000.0,569564410.0,547919315.0,2024-06-30,1.3862,5.0,0.2504
PMTA.bk,SET,2024-10-09,Agricultural Inputs,Basic Materials,880440000.0,989737024.0,8.7,4.293,0.03474,5.958904,741056000.0,1109685000.0,234316269.0,241987985.0,2024-06-30,2.4377,5.0,0.0781
POLY.bk,SET,2024-10-09,Metal Fabrication,Industrials,4049999872.0,3829319424.0,9.0,0.688,0.23448999,18.0,941777766.0,398326514.0,257724552.0,192389082.0,2024-06-30,2.93,5.0,0.1202
PORT.bk,SET,2024-10-09,Marine Shipping,Industrials,953308736.0,2535571200.0,1.57,0.034,0.01911,31.400002,2951386856.0,-377997212.0,89035255.0,73077443.0,2024-06-30,-2.7545,5.0,0.023
PPM.bk,mai,2024-10-09,Industrial Distribution,Industrials,911522176.0,1546990208.0,2.16,0.325,0.07618,5.1428576,1006378000.0,372838000.0,256676079.82999998,208501919.26,2024-06-30,2.5515,5.0,0.0743
PQS.bk,SET,2024-10-09,Farm Products,Consumer Defensive,1782200064.0,1969588992.0,2.66,0.546,0.09977999,5.6595745,1850421364.0,415822773.0,76171480.0,86408797.0,2024-06-30,-0.0877,3.0,0.2348
PR9.bk,SET,2024-10-09,Medical Care Facilities,Healthcare,17455861760.0,15615975424.0,22.2,2.449,0.1408,27.75,3724240000.0,1623142000.0,775885819.0,718380190.0,2024-06-30,3.0286,5.0,0.093
PRAPAT.bk,mai,2024-10-09,Specialty Chemicals,Basic Materials,567880192.0,1025773120.0,1.46,0.315,0.048060004,11.23077,745207000.0,21416000.0,89359256.0,90607835.0,2024-06-30,3.1041,5.0,0.0804
PREB.bk,SET,2024-10-09,Engineering & Construction,Industrials,1537206528.0,2653238272.0,4.98,1.816,0.03782,8.440679,2079727955.04,1508633504.59,295205481.34000003,99836224.81,2024-06-30,-1.3517,5.0,0.0738
PRI.bk,mai,2024-10-09,Real Estate Services,Real Estate,3488000000.0,2902181888.0,10.9,2.014,0.17999001,10.380953,576336000.0,1087716000.0,440311227.0,428244064.0,2024-06-30,3.4618,5.0,0.3996
PRIN.bk,SET,2024-10-09,Real Estate - Development,Real Estate,2879223552.0,8785099776.0,2.36,0.069,0.077020004,18.153847,6189934217.0,3493329367.0,334363130.0,289399490.0,2024-06-30,-1.4639,5.0,0.0516
PROS.bk,mai,2024-10-09,Engineering & Construction,Industrials,661856448.0,946871168.0,1.2,0.028,0.020610001,40.000004,294018000.0,-46671000.0,41830708.0,36407847.0,2024-06-30,-1.1717,5.0,-0.2522
PROSPECT.bk,SET,2024-10-09,REIT - Industrial,Real Estate,3187500032.0,4822895104.0,8.5,0.131,0.47529998,11.038961,5290837000.0,-121779000.0,387454166.0,396954306.0,2024-06-30,2.5391,4.0,0.0886
PRTR.bk,SET,2024-10-09,Staffing & Employment Services,Industrials,2952000000.0,2616014848.0,4.92,0.631,0.031489998,13.666666,256681140.0,1440997710.0,267341887.0,267341887.0,2024-06-30,1.3908,4.0,0.37
PSG.bk,mai,2024-10-09,Engineering & Construction,Industrials,37045665792.0,33922150400.0,0.57,0.039,0.49291,19.0,473612000.0,3794960000.0,2558608563.0,2465858276.0,2024-06-30,3.4468,5.0,0.1022
PSH.bk,SET,2024-10-09,Real Estate - Development,Real Estate,19701000192.0,37248827392.0,9.0,1.485,0.04264,21.95122,24543405000.0,27134589000.0,2158113586.0,992727084.0,2024-06-30,-3.2979,5.0,0.0574
PSL.bk,SET,2024-10-09,Marine Shipping,Industrials,13643787264.0,18325125120.0,8.75,1.885,0.14175001,10.542169,22752086000.0,1859242000.0,1900306373.0,1548208085.0,2024-06-30,-0.215,5.0,0.1274
PT.bk,SET,2024-10-09,Information Technology Services,Technology,2711139840.0,2809416448.0,9.55,0.078,0.07761,8.925234,410124000.0,543123000.0,388618481.0,398832816.0,2024-06-30,3.4295,5.0,0.2208
PTG.bk,SET,2024-10-09,Specialty Retail,Consumer Cyclical,17201000448.0,42050408448.0,10.3,1.876,0.0060900003,13.376624,40034575000.0,-10827957000.0,2751908390.0,2244223595.0,2024-06-30,-1.7963,5.0,0.0689
PTL.bk,SET,2024-10-09,Specialty Chemicals,Basic Materials,12149999616.0,13492230144.0,13.5,2.102,0.03402,16.463415,15396272000.0,7436270000.0,977490804.0,1168324544.0,2024-06-30,-3.2139,5.0,0.1297
PTTGC.bk,SET,2024-10-09,Chemicals,Basic Materials,128502226944.0,385649704960.0,28.5,6.641,0.01192,16.666666,527535528305.0,30067992762.0,22737703644.0,18470552488.0,2024-06-30,0.4765,5.0,0.0262
PYLON.bk,SET,2024-10-09,Engineering & Construction,Industrials,1694713088.0,1384468224.0,2.26,0.483,0.03021,56.5,386865753.0,595286691.0,34021767.0,23322863.0,2024-06-30,-2.2973,5.0,0.1151
Q-CON.bk,SET,2024-10-09,Building Products & Equipment,Industrials,4280000000.0,2956408064.0,10.7,3.444,0.25511998,5.631579,1209907000.0,1459183000.0,954431433.0,956501174.0,2024-06-30,2.9032,5.0,0.1665
QH.bk,SET,2024-10-09,Real Estate - Development,Real Estate,20250214400.0,31486830592.0,1.89,0.137,0.26093,9.0,21860215000.0,15474435000.0,2751219189.0,1038102178.0,2024-06-30,-0.2384,5.0,0.0316
QTC.bk,SET,2024-10-09,Electrical Equipment & Parts,Industrials,1337084544.0,882084352.0,3.92,1.508,0.081379995,11.529412,649982000.0,932149000.0,135774761.0,134348234.0,2024-06-30,-1.3477,5.0,0.0632
RAM.bk,SET,2024-10-09,Medical Care Facilities,Healthcare,27240001536.0,46905069568.0,22.7,1.096,0.1488,19.07563,38309481000.0,-7369874000.0,1797112215.0,718927170.0,2024-06-30,-0.446,5.0,0.044
RBF.bk,SET,2024-10-09,Packaged Foods,Consumer Defensive,11899999232.0,11415222272.0,5.95,0.349,0.13847,19.193548,2753379188.0,2255222480.0,787464395.0,755655489.0,2024-06-30,1.8162,5.0,0.1451
RCL.bk,SET,2024-10-09,Marine Shipping,Industrials,20138625024.0,16485269504.0,24.3,14.941,0.06489,4.2932863,45419354000.0,8932114000.0,3431252000.0,2472149000.0,2024-06-30,1.4271,5.0,0.2866
READY.bk,mai,2024-10-09,Software - Infrastructure,Technology,816000000.0,607052288.0,6.8,1.689,0.19494,21.250002,136678470.0,114626519.0,46281612.0,42663000.0,2024-06-30,3.1862,5.0,-0.1447
RJH.bk,SET,2024-10-09,Medical Care Facilities,Healthcare,6915446784.0,8245435904.0,23.1,0.56,0.17485,15.298014,3407454881.39,-77725699.69,605988681.0,574742467.61,2024-06-30,-0.5476,5.0,0.3755
ROCK.bk,SET,2024-10-09,"Furnishings, Fixtures & Appliances",Consumer Cyclical,210000000.0,362440992.0,10.5,4.37,0.03132,10.194175,491779000.0,48648000.0,38236374.0,40711765.0,2024-06-30,3.1245,5.0,-0.0176
ROCTEC.bk,SET,2024-10-09,Advertising Agencies,Communication Services,8036800512.0,7208850432.0,0.99,0.224,0.09612001,33.0,3858703000.0,1191076000.0,444844354.0,196248710.0,2024-06-30,2.9846,5.0,0.0343
RPH.bk,SET,2024-10-09,Medical Care Facilities,Healthcare,3166800128.0,2784961024.0,5.8,0.707,0.1535,18.125002,1395651000.0,377985000.0,223781394.0,207519351.0,2024-06-30,-0.424,5.0,0.1706
RSP.bk,SET,2024-10-09,Footwear & Accessories,Consumer Cyclical,1486000000.0,1226035968.0,2.0,1.026,0.06852,15.384616,854728000.0,1258027000.0,137235259.0,110525185.0,2024-06-30,2.8958,5.0,0.051
RT.bk,SET,2024-10-09,Engineering & Construction,Industrials,730000768.0,3393463040.0,0.53,0.037,0.03147,4.8181815,1837726000.0,322261000.0,304901037.0,300826406.0,2024-06-30,0.0503,5.0,0.0492
S.bk,SET,2024-10-09,Resorts & Casinos,Consumer Cyclical,6648108544.0,50143703040.0,0.97,0.382,0.01906,24.250002,59590420000.0,2442481000.0,3263731104.0,1965646977.0,2024-06-30,3.471,5.0,-0.0076
SA.bk,SET,2024-10-09,Real Estate - Development,Real Estate,8991824896.0,22550747136.0,7.5,0.342,0.10642,34.090908,7860299000.0,6279648000.0,522584000.0,231242000.0,2024-06-30,-2.6547,5.0,0.0251
SABINA.bk,SET,2024-10-09,Apparel Manufacturing,Consumer Cyclical,7818749952.0,7860651008.0,22.5,1.2,0.13416,16.544117,548541824.89,1548693680.12,602534982.35,589653378.94,2024-06-30,3.1844,5.0,0.2153
SAF.bk,mai,2024-10-09,Steel,Basic Materials,189000000.0,265617088.0,0.63,0.063,0.00189,Infinity,192108049.52,95286113.1,5261181.17,4678104.0,2024-06-30,-1.5893,5.0,0.0932
SAFE.bk,SET,2024-10-09,Medical Care Facilities,Healthcare,4559220224.0,3204829440.0,15.0,5.165,0.25002,20.0,303622314.0,1540901197.0,263544103.0,253841432.0,2024-06-30,2.6183,4.0,0.1253
SALEE.bk,mai,2024-10-09,Specialty Chemicals,Basic Materials,745035200.0,900693888.0,0.49,0.182,0.00028,Infinity,925422000.0,646369000.0,11967138.0,1031356.0,2024-06-30,0.6608,5.0,0.0145
SAMTEL.bk,SET,2024-10-09,Telecom Services,Communication Services,3522599936.0,2909433344.0,5.7,0.943,0.01233,71.25,1736781000.0,2126943000.0,108722932.0,8709512.0,2024-06-30,2.2087,5.0,-0.0106
SANKO.bk,mai,2024-10-09,Auto Parts,Consumer Cyclical,383161056.0,451116128.0,1.21,0.074,0.0789,6.05,251441000.0,89291000.0,77627893.0,76939550.0,2024-06-30,3.79,5.0,0.0537
SAPPE.bk,SET,2024-10-09,Beverages - Non-Alcoholic,Consumer Defensive,20424144896.0,18513915904.0,66.25,6.873,0.18225999,16.317734,2451404000.0,1666052000.0,1564627621.0,1353171023.0,2024-06-30,3.0889,5.0,0.1711
SAT.bk,SET,2024-10-09,Auto Parts,Consumer Cyclical,5442483200.0,4099533824.0,12.8,3.287,0.097670004,6.736842,4686192000.0,3764038000.0,931060046.0,848687508.0,2024-06-30,1.9578,5.0,0.1083
SAUCE.bk,SET,2024-10-09,Packaged Foods,Consumer Defensive,14220000256.0,13217735680.0,39.5,2.784,0.21368,18.809525,1015621000.0,1803950000.0,890147263.0,890147263.0,2024-06-30,3.5301,5.0,0.2579
SAV.bk,SET,2024-10-09,Airports & Air Services,Industrials,15104000000.0,13449763840.0,23.6,0.886,0.19452,41.40351,1197266000.0,694235000.0,511261750.0,500907868.0,2024-06-30,2.7729,4.0,0.1471
SC.bk,SET,2024-10-09,Real Estate - Development,Real Estate,13002718208.0,48486801408.0,3.04,0.476,0.08993,6.3333335,13860656000.0,28394027000.0,3013831383.0,2742252227.0,2024-06-30,1.8057,5.0,0.0859
SCC.bk,SET,2024-10-09,Conglomerates,Industrials,292800004096.0,659896139776.0,244.0,62.953,0.01492,39.35484,697281874000.0,17539707000.0,22077828000.0,2660750000.0,2024-06-30,-2.8742,5.0,0.0334
SCCC.bk,SET,2024-10-09,Building Materials,Basic Materials,48574001152.0,64648421376.0,163.0,10.143,0.08248,14.697926,55609941000.0,-455775000.0,5143027000.0,4492392000.0,2024-06-30,-2.5557,5.0,0.0691
SCGD.bk,SET,2024-10-09,Building Materials,Basic Materials,12045000704.0,18649102336.0,7.3,5.918,0.03348,13.272727,19318728000.0,4712652000.0,1849761000.0,1220223000.0,2024-06-30,-1.4593,4.0,0.0454
SCGP.bk,SET,2024-10-09,Packaging & Containers,Consumer Cyclical,123421450240.0,185602998272.0,28.75,5.615,0.04346,21.61654,140050923000.0,-4615893000.0,9303328000.0,9369219000.0,2024-06-30,-2.2887,5.0,0.0706
SCL.bk,mai,2024-10-09,Auto Parts,Consumer Cyclical,385000000.0,748227968.0,1.54,0.4,0.020569999,11.0,203282000.0,137768000.0,60141000.0,58562000.0,2024-06-30,2.3436,5.0,0.1811
SCM.bk,SET,2024-10-09,Household & Personal Products,Consumer Defensive,2254025216.0,2143984128.0,3.78,0.369,0.08449,37.8,284128576.0,439931916.0,90859149.0,72261360.0,2024-06-30,-1.2213,5.0,0.2139
SCP.bk,SET,2024-10-09,Building Materials,Basic Materials,1834950016.0,621838976.0,6.5,4.426,0.11419,7.9268293,646718000.0,1616388000.0,296204359.0,278727709.0,2024-06-30,0.5723,5.0,0.0729
SE.bk,SET,2024-10-09,Industrial Distribution,Industrials,495998496.0,425290976.0,0.73,0.134,0.080469996,10.428572,289497276.65,178107302.01,59427412.309999995,39181744.82,2024-06-30,-1.2204,5.0,0.1145
SEAFCO.bk,SET,2024-10-09,Engineering & Construction,Industrials,1947134464.0,1916209792.0,2.4,0.289,0.08914,14.117647,1486492000.0,255133000.0,188119442.0,173615270.0,2024-06-30,0.7716,5.0,0.0174
SECURE.bk,mai,2024-10-09,Software - Infrastructure,Technology,1356181120.0,879802496.0,13.2,4.727,0.08858,13.75,118514351.0,609012923.0,126438690.0,108274072.0,2024-06-30,3.2306,5.0,0.1558
SELIC.bk,mai,2024-10-09,Specialty Chemicals,Basic Materials,2003994752.0,3008414720.0,3.28,0.286,0.06503,13.666667,2006654000.0,266819000.0,300351000.0,296661000.0,2024-06-30,3.0077,5.0,0.0845
SENA.bk,SET,2024-10-09,Real Estate - Development,Real Estate,3432602624.0,18254036992.0,2.38,0.483,0.11797,9.153847,13347454558.0,4495081529.0,937632730.0,99460180.0,2024-06-30,-3.9375,5.0,0.0416
SFLEX.bk,SET,2024-10-09,Packaging & Containers,Consumer Cyclical,2422171392.0,3054764288.0,3.12,0.127,0.12189,11.142857,1327220000.0,115180000.0,264207078.0,252476172.0,2024-06-30,2.018,5.0,0.1444
SFT.bk,mai,2024-10-09,Specialty Industrial Machinery,Industrials,1610400000.0,1767027968.0,3.66,0.082,0.03334,52.285717,619904000.0,272391000.0,48981317.08,46705660.88,2024-06-30,-3.1449,5.0,0.1157
SHANG.bk,SET,2024-10-09,Lodging,Consumer Cyclical,6467500032.0,2740384000.0,49.75,28.693,0.10130999,27.793297,4224632000.0,3539252000.0,705796981.0,705796981.0,2024-06-30,3.0898,5.0,-0.0035
SHR.bk,SET,2024-10-09,Resorts & Casinos,Consumer Cyclical,8193499136.0,24311187456.0,2.28,0.614,0.011770001,76.0,35461707000.0,-2934940000.0,1411767093.0,1168448883.0,2024-06-30,3.4281,5.0,-0.0203
SICT.bk,mai,2024-10-09,Semiconductors,Technology,2616000000.0,2761110784.0,5.45,0.101,0.19431,19.464285,261118795.0,493927755.0,138558374.0,138307976.0,2024-06-30,3.0744,5.0,0.1775
SIMAT.bk,mai,2024-10-09,Electronics & Computer Distribution,Technology,1290644352.0,1796989952.0,1.99,0.227,0.06156,22.11111,1161598000.0,424427000.0,81587508.0,100849674.0,2024-06-30,-2.5866,5.0,0.0949
SINGER.bk,SET,2024-10-09,Specialty Retail,Consumer Cyclical,9047632896.0,8911374336.0,11.1,4.44,0.030150002,111.0,10229729000.0,3927107000.0,396929977.0,393450909.0,2024-06-30,-1.5336,5.0,-0.0129
SINO.bk,SET,2024-10-09,Integrated Freight & Logistics,Industrials,1279200000.0,1255588992.0,1.23,0.215,0.00997,61.500004,276993000.0,740553000.0,46844743.0,44543389.0,2024-06-30,-1.8317,4.0,0.7714
