ticker,market,date_pulling,industry,sector,marketCap,currentPrice,enterpriseValue,Total Assets,Current Liabilities,EBIT,ttm_lastest,MF_ROC,MF_EY
TKC.bk,SET,2024-08-13,Engineering & Construction,Industrials,3320000000.0,8.3,3906322176.0,5797063723.0,1673045179.0,368112414.0,2024-03-31,0.08926061075442147,0.09423503679794792
TKN.bk,SET,2024-08-13,Packaged Foods,Consumer Defensive,13040999424.0,9.45,12705166336.0,3450113000.0,752074000.0,934095040.0,2024-03-31,0.3462125788396684,0.07352088239515985
TKS.bk,SET,2024-08-13,Specialty Business Services,Industrials,3477242880.0,7.0,4216461568.0,5246491000.0,972673000.0,360872136.0,2024-03-31,0.08443788107027488,0.08558648766984327
TMC.bk,mai,2024-08-13,Farm & Heavy Construction Machinery,Industrials,693810880.0,1.14,163030512.0,742533000.0,79316000.0,6516424.99,2024-03-31,0.009825479428301748,0.03997058532208989
TMD.bk,SET,2024-08-13,Packaging & Containers,Consumer Cyclical,3630000128.0,24.2,2745366016.0,3749428708.97,157908889.18,320789647.39,2024-03-31,0.08931863486382122,0.11684767915113581
TMI.bk,mai,2024-08-13,Electrical Equipment & Parts,Industrials,846015680.0,1.26,1187427712.0,734118842.0,299927534.0,38605801.0,2024-03-31,0.08891426495345688,0.032512127357189384
TMILL.bk,mai,2024-08-13,Farm Products,Consumer Defensive,1467083520.0,3.68,1999127296.0,1689594000.0,401867000.0,47114812.0,2024-03-31,0.036587577957129115,0.023567689808583356
TMT.bk,SET,2024-08-13,Steel,Basic Materials,3883580672.0,4.46,8859943936.0,9651497866.0,5395015910.0,452318778.0,2024-06-30,0.10626587465322265,0.051052103858369155
TMW.bk,mai,2024-08-13,Specialty Chemicals,Basic Materials,2004974976.0,50.25,954770368.0,3783278000.0,606079000.0,493868599.0,2023-12-31,0.1554415064967602,0.5172642716536423
TNH.bk,mai,2024-08-13,Medical Care Facilities,Healthcare,6300000256.0,35.0,4689513984.0,3396551000.0,327654000.0,526968566.0,2024-04-30,0.17171269221482507,0.1123716802632313
TNL.bk,SET,2024-08-13,Apparel Manufacturing,Consumer Cyclical,8072509952.0,26.5,9525656576.0,13391877000.0,1179943000.0,776594625.0,2024-06-30,0.06359309057844564,0.08152662431234808
TNP.bk,mai,2024-08-13,Grocery Stores,Consumer Defensive,2768000000.0,3.46,2798701824.0,1446136048.81,221883422.63,211487814.14999998,2024-06-30,0.17274850764249475,0.07556639736909679
TNPC.bk,SET,2024-08-13,Auto Parts,Consumer Cyclical,323773312.0,0.95,717873088.0,1460531665.33,533270102.89,71465132.86,2024-03-31,0.07707116929547511,0.09955120766416027
TNR.bk,SET,2024-08-13,Household & Personal Products,Consumer Defensive,3030000128.0,10.1,3364016128.0,2178707000.0,734725000.0,726132000.0,2024-06-30,0.5028677642796101,0.21585271067998876
TOA.bk,SET,2024-08-13,Specialty Chemicals,Basic Materials,34975150080.0,17.5,29394595840.0,22874131000.0,5631750000.0,3593061695.0,2024-03-31,0.208385471530875,0.1222354515284943
TOG.bk,SET,2024-08-13,Medical Instruments & Supplies,Healthcare,4553453056.0,9.6,5600910848.0,4180179000.0,1397688000.0,499577845.0,2024-03-31,0.17954338217086777,0.08919582163647394
TOP.bk,SET,2024-08-13,Oil & Gas Refining & Marketing,Energy,116718149632.0,52.25,257878507520.0,436246030000.0,79854088000.0,35459261428.0,2024-06-30,0.09949512671080538,0.13750374844731844
TOPP.bk,SET,2024-08-13,Packaging & Containers,Consumer Cyclical,1008000000.0,168.0,708520064.0,2000286946.0,192359222.0,147833600.0,2024-03-31,0.08176964047706589,0.20865125422898398
TPA.bk,SET,2024-08-13,Specialty Chemicals,Basic Materials,483570016.0,3.98,333363360.0,671659903.0,232897755.0,8658081.0,2024-06-30,0.01973297158714794,0.02597190345093714
TPAC.bk,SET,2024-08-13,Packaging & Containers,Consumer Cyclical,3820635136.0,11.7,7359632896.0,8192223000.0,2540671000.0,826027916.0,2024-06-30,0.14615948256337374,0.11223765202323482
TPBI.bk,SET,2024-08-13,Packaging & Containers,Consumer Cyclical,1709207936.0,4.1,2366919168.0,4515341000.0,1231060000.0,365831805.0,2024-03-31,0.11138870425520837,0.15456032886375273
TPCH.bk,mai,2024-08-13,Utilities - Renewable,Utilities,2407200000.0,6.0,6104212480.0,7843015025.94,1005033252.49,708537224.97,2024-06-30,0.10361788733059438,0.1160734865130383
TPCS.bk,SET,2024-08-13,Textile Manufacturing,Consumer Cyclical,1393200000.0,12.9,595276032.0,2942149000.0,130125000.0,74587601.0,2024-03-31,0.026524525039615592,0.12529918389188563
TPIPL.bk,SET,2024-08-13,Building Materials,Basic Materials,20639369216.0,1.09,98674671616.0,161448325000.0,35254134000.0,6812241000.0,2024-03-31,0.05398220746943891,0.06903738201947461
TPIPP.bk,SET,2024-08-13,Utilities - Renewable,Utilities,23352000512.0,2.78,45462257664.0,64781661000.0,7310993000.0,3482760000.0,2024-06-30,0.0606006528408544,0.07660772207443357
TPLAS.bk,mai,2024-08-13,Packaging & Containers,Consumer Cyclical,315900000.0,1.17,253787008.0,359948000.0,37443000.0,15663527.0,2024-06-30,0.048568322971736876,0.06171918382835421
TPOLY.bk,SET,2024-08-13,Engineering & Construction,Industrials,601396928.0,1.05,8201481728.0,10181420400.04,5077254916.06,386787086.24999994,2024-03-31,0.07577871200766803,0.04716063500202679
TPP.bk,SET,2024-08-13,Packaging & Containers,Consumer Cyclical,483749984.0,12.9,158803008.0,1067913000.0,36302000.0,17678553.0,2024-03-31,0.017136840340011884,0.11132379180122332
TPRIME.bk,SET,2024-08-13,REIT - Office,Real Estate,3175500288.0,5.8,4898433024.0,9264338000.0,384679000.0,194896365.0,2024-03-31,0.02194863169858212,0.0397874920500291
TPS.bk,mai,2024-08-13,Communication Equipment,Technology,1223886720.0,2.94,1227846784.0,1143379021.04,339563478.92,161031486.04,2024-03-31,0.20033387960537835,0.1311494953103204
TQM.bk,SET,2024-08-13,Insurance Brokers,Financial Services,15900000256.0,26.5,16336424960.0,5859319000.0,1525471000.0,1153892572.0,2024-03-31,0.26625127877119825,0.07063311433348021
TRP.bk,mai,2024-08-13,Medical Care Facilities,Healthcare,2957499904.0,8.45,2853559552.0,1746853656.62,84341848.2,221604423.26,2024-06-30,0.1332949469216739,0.07765894463449417
TRT.bk,mai,2024-08-13,Electrical Equipment & Parts,Industrials,1188910848.0,3.86,2738624256.0,3581085987.59,2002222141.6,433177743.77,2024-03-31,0.27436041737872785,0.15817348539908643
TRU.bk,SET,2024-08-13,Auto Parts,Consumer Cyclical,1830285312.0,2.72,916611392.0,4411278000.0,522161000.0,259197365.0,2024-03-31,0.0666468416866862,0.2827778132174905
True.bk,SET,2024-08-13,Telecom Services,Communication Services,355886628864.0,10.3,787819266048.0,700920553000.0,229893546000.0,15875807000.0,2024-06-30,0.033704663987557726,0.020151585121342696
TRV.bk,mai,2024-08-13,Auto Parts,Consumer Cyclical,480000000.0,2.0,512188544.0,664731844.0,189651097.0,30763509.0,2024-03-31,0.06475427428760863,0.060062860367294746
TSC.bk,SET,2024-08-13,Auto Parts,Consumer Cyclical,3637199872.0,14.0,3233597952.0,2101963000.0,457111000.0,326228000.0,2024-06-30,0.19833273753504874,0.10088700105658652
TSTE.bk,SET,2024-08-13,Farm Products,Consumer Defensive,5289912832.0,13.8,6917975040.0,5796399000.0,1276546000.0,165530937.0,2024-03-31,0.03662307977715205,0.023927657449310486
TSTH.bk,SET,2024-08-13,Steel,Basic Materials,4463415808.0,0.53,3851803904.0,15216151000.0,1484474000.0,167311105.0,2024-06-30,0.012184316962888072,0.04343707757974171
TTA.bk,SET,2024-08-13,Conglomerates,Industrials,10296899584.0,5.65,15827296256.0,48983111000.0,7479174000.0,3217559000.0,2024-03-31,0.07752418764513834,0.2032917655648386
TTCL.bk,SET,2024-08-13,Engineering & Construction,Industrials,2131360000.0,3.46,4313090048.0,20418843000.0,14682929000.0,497365926.0,2024-03-31,0.08671084085291376,0.11531545144313203
TTT.bk,SET,2024-08-13,Textile Manufacturing,Consumer Cyclical,2906459904.0,50.25,2025342336.0,8845931144.0,1150166781.0,327587737.0,2024-03-31,0.04256727747213639,0.1617443783093862
TTW.bk,SET,2024-08-13,Utilities—Regulated Water,Utilities,34912501760.0,8.75,35014942720.0,20699861000.0,1324058000.0,3578465534.0,2024-03-31,0.18468734090659364,0.1021982404088308
TU.bk,SET,2024-08-13,Packaged Foods,Consumer Defensive,65529004032.0,15.4,122733019136.0,161496023000.0,35971726000.0,9247218000.0,2024-06-30,0.07366874956487508,0.0753441744128627
TVO.bk,SET,2024-08-13,Packaged Foods,Consumer Defensive,19479414784.0,21.9,19901652992.0,14682900000.0,3716179000.0,1828332523.0,2024-06-30,0.16671642535631206,0.09186837514124817
TVT.bk,mai,2024-08-13,Entertainment,Communication Services,328012288.0,0.41,130308328.0,677792000.0,41432000.0,13322948.67,2024-03-31,0.020936181831039034,0.10224172832606677
TWPC.bk,SET,2024-08-13,Packaged Foods,Consumer Defensive,3028648192.0,3.44,5610719232.0,9504695000.0,2622859000.0,105204210.0,2024-06-30,0.015287230035705588,0.01875057468568051
TWZ.bk,SET,2024-08-13,Specialty Retail,Consumer Cyclical,794444032.0,0.04,2503394304.0,6284597000.0,1928550000.0,134616563.0,2024-03-31,0.0309033770755917,0.053773615600588985
TYCN.bk,SET,2024-08-13,Steel,Basic Materials,1372522624.0,2.3,2055727488.0,6321270000.0,1521372000.0,161770344.0,2024-03-31,0.0337028711860127,0.07869250420802856
UAC.bk,SET,2024-08-13,Chemicals,Basic Materials,2163043584.0,3.24,3183710976.0,3789783000.0,889322000.0,323650994.0,2024-03-31,0.1115860526998984,0.10165840945984161
UBA.bk,mai,2024-08-13,Waste Management,Industrials,570000000.0,0.95,197036752.0,723096621.88,80726658.81,87081238.62,2024-03-31,0.13556243851101527,0.4419542939887682
UBE.bk,SET,2024-08-13,Farm Products,Consumer Defensive,3131431936.0,0.8,4723005952.0,8193821000.0,2269207000.0,220703002.0,2024-06-30,0.03725187868779299,0.046729350808152444
UEC.bk,mai,2024-08-13,Metal Fabrication,Industrials,781600064.0,1.37,425485824.0,1420559000.0,113229000.0,64868305.0,2024-06-30,0.04961892177185562,0.1524570299197559
UKEM.bk,mai,2024-08-13,Chemicals,Basic Materials,693696000.0,0.64,1150416768.0,1842438000.0,950127000.0,37416952.0,2024-03-31,0.04193263559454047,0.032524692825061464
UMI.bk,SET,2024-08-13,Building Products & Equipment,Industrials,560458368.0,0.67,1004252224.0,3045066000.0,1193579000.0,95229532.0,2024-03-31,0.05143408082260367,0.094826309291798
UMS.bk,mai,2024-08-13,Thermal Coal,Energy,463806016.0,0.36,1087799040.0,1162658083.0,891907553.0,2374789.0,2024-03-31,0.008771133338132339,0.0021831137118856073
UNIQ.bk,SET,2024-08-13,Engineering & Construction,Industrials,2507966464.0,2.32,22925504512.0,46381798000.0,30331727000.0,1499990822.0,2024-03-31,0.09345695866392117,0.06542891220626587
UOBKH.bk,SET,2024-08-13,Capital Markets,Financial Services,2502195968.0,4.98,591705024.0,5291602090.0,804743785.0,111500825.0,2024-03-31,0.024850534030849008,0.18843988216669258
UP.bk,SET,2024-08-13,Auto Parts,Consumer Cyclical,444999968.0,17.8,171508000.0,778444000.0,92944000.0,45210504.0,2024-03-31,0.06595259518599562,0.26360580264477457
UPF.bk,SET,2024-08-13,Textile Manufacturing,Consumer Cyclical,245624992.0,32.75,177348992.0,486699000.0,58479000.0,18435669.0,2024-03-31,0.04305186352809304,0.103951360490394
UPOIC.bk,SET,2024-08-13,Farm Products,Consumer Defensive,2138729856.0,6.6,2070120448.0,1688230000.0,86780000.0,211706487.0,2024-06-30,0.13219675106934342,0.1022677145209282
UREKA.bk,mai,2024-08-13,Specialty Industrial Machinery,Industrials,836675648.0,0.46,1091933184.0,1795017000.0,139755000.0,85190467.0,2024-03-31,0.05146645485729751,0.07801802184262586
UTP.bk,SET,2024-08-13,Paper & Paper Products,Basic Materials,7020000256.0,10.8,4829137920.0,5175988940.31,446288951.01,961371554.91,2024-06-30,0.20326269257773447,0.19907726199503534
UV.bk,SET,2024-08-13,Utilities—Independent Power Producers,Utilities,2561986304.0,1.34,25747941376.0,40073468000.0,11790622000.0,861273325.0,2024-03-31,0.030452144914977792,0.03345018199407601
UVAN.bk,SET,2024-08-13,Farm Products,Consumer Defensive,8130999808.0,8.65,7270002176.0,5792787000.0,516741000.0,1443106365.0,2024-06-30,0.27352042893485007,0.19850150385979748
VCOM.bk,mai,2024-08-13,Electronics & Computer Distribution,Technology,798212928.0,2.6,473788480.0,1375941000.0,612100000.0,144698953.0,2024-03-31,0.1894359598398096,0.30540833960336056
VIBHA.bk,SET,2024-08-13,Medical Care Facilities,Healthcare,27563868160.0,2.04,37933031424.0,27209158647.0,6380121594.0,1741548108.0,2024-03-31,0.08361155167992586,0.04591112396300953
VIH.bk,SET,2024-08-13,Medical Care Facilities,Healthcare,6147971584.0,10.1,4958145024.0,3629447000.0,406268000.0,404097503.0,2024-03-31,0.12537234295706196,0.08150175136950573
VL.bk,mai,2024-08-13,Marine Shipping,Industrials,1065266944.0,0.9,1628546176.0,1860976528.42,266164426.01,77091728.65,2024-03-31,0.048339066736139545,0.0473377603816866
VNG.bk,SET,2024-08-13,Lumber & Wood Production,Basic Materials,5865111040.0,3.38,14136238080.0,19566667000.0,6815344000.0,1041915382.81,2024-06-30,0.08171037490070637,0.07370527978614802
VRANDA.bk,SET,2024-08-13,Real Estate—Development,Real Estate,1646362240.0,5.15,4027695616.0,4873268000.0,1177273000.0,472474.0,2024-03-31,0.00012783404739454462,0.0001173062825609511
WACOAL.bk,SET,2024-08-13,Apparel Manufacturing,Consumer Cyclical,3480000000.0,29.0,3253991936.0,6492748000.0,514433000.0,59279550.0,2024-03-31,0.009915762217280287,0.018217485219975665
WARRIX.bk,mai,2024-08-13,Leisure,Consumer Cyclical,2132469504.0,3.62,1665749760.0,1735672368.19,214626496.36,173303844.13,2023-09-30,0.11393728968968882,0.10403954320845887
WHA.bk,SET,2024-08-13,Real Estate Services,Real Estate,76976021504.0,5.15,119319633920.0,96756546766.0,14793791697.0,8342581426.0,2024-06-30,0.10178502929747582,0.06991792676462144
WHABT.bk,SET,2024-08-13,REIT—Office,Real Estate,1555399936.0,7.7,1850679296.0,2863463211.0,52199451.0,185247270.0,2024-06-30,0.06589466012964931,0.10009690517443386
WHAIR.bk,SET,2024-08-13,REIT—Industrial,Real Estate,5792657408.0,6.1,9659255808.0,13114918946.0,29540447.0,662121462.0,2024-03-31,0.05060010010796402,0.0685478752360629
WHART.bk,SET,2024-08-13,REIT—Diversified,Real Estate,35035185152.0,10.1,49567309824.0,55132195459.0,4836981399.0,2710734734.0,2024-06-30,0.053896474737461335,0.05468795348436459
WHAUP.bk,SET,2024-08-13,Utilities—Regulated Water,Utilities,14917499904.0,3.9,29267918848.0,30362172175.0,6413461790.0,2168956554.0,2024-06-30,0.09056673696127292,0.07410696214050129
WICE.bk,SET,2024-08-13,Integrated Freight & Logistics,Industrials,3461394432.0,5.4,3256907264.0,2938131000.0,736434000.0,250429177.0,2024-03-31,0.11374370633197937,0.07689171250532727
WIIK.bk,SET,2024-08-13,Building Products & Equipment,Industrials,829306176.0,0.99,910830208.0,2698943000.0,276909000.0,65469771.0,2024-03-31,0.02703090501619713,0.07187922669336852
WIN.bk,SET,2024-08-13,Real Estate Services,Real Estate,269349120.0,0.48,447463904.0,779557877.0,132682416.0,29027921.0,2024-03-31,0.04487404879314165,0.06487209524726267
WINDOW.bk,SET,2024-08-13,Building Materials,Basic Materials,923519936.0,1.04,918745856.0,1184587537.0,224161286.0,124659488.0,2024-06-30,0.12979600242101255,0.13568440846387883
WINMED.bk,mai,2024-08-13,Medical Distribution,Healthcare,632000000.0,1.58,903362112.0,964621990.56,263338130.08,42289544.62,2024-03-31,0.060303034196529985,0.046813502645548184
WINNER.bk,mai,2024-08-13,Packaged Foods,Consumer Defensive,1181950720.0,1.97,1420173056.0,1183880000.0,514029000.0,133099300.0,2024-03-31,0.19869986011814567,0.09372047965399508
WP.bk,SET,2024-08-13,Utilities—Regulated Gas,Utilities,1766347264.0,3.46,1532635904.0,7069194720.0,1531359748.0,178574779.0,2024-03-31,0.03224631645812793,0.11651480859474893
WPH.bk,SET,2024-08-13,Medical Care Facilities,Healthcare,7270560256.0,10.8,8268661760.0,2770932000.0,335351000.0,264512569.0,2024-03-31,0.1086034785950457,0.031989767713028326
XO.bk,mai,2024-08-13,Packaged Foods,Consumer Defensive,10706599936.0,25.0,9208572928.0,2449645000.0,341556000.0,988762891.0,2024-03-31,0.4690328022203996,0.1073741717344197
XPG.bk,SET,2024-08-13,Capital Markets,Financial Services,9523177472.0,0.89,6593153024.0,11493257456.0,386614286.0,202855044.0,2024-03-31,0.018264298302832754,0.030767531598550685
YGG.bk,mai,2024-08-13,Entertainment,Communication Services,752496256.0,1.25,719148224.0,737504998.0,73213464.0,66990389.0,2024-03-31,0.10084486339396882,0.09315240831353287
YONG.bk,mai,2024-08-13,Building Materials,Basic Materials,788800000.0,1.16,1302733056.0,1307177000.0,266198000.0,170391234.0,2024-03-31,0.16368364203312458,0.13079520260519129
YUASA.bk,mai,2024-08-13,Auto Parts,Consumer Cyclical,1183874944.0,11.0,753507520.0,1646424646.0,380012978.0,181854120.0,2024-03-31,0.14359795048887689,0.24134347060000144
ZEN.bk,SET,2024-08-13,Restaurants,Consumer Cyclical,1625108096.0,5.45,2708834048.0,3230292000.0,903599000.0,221103000.0,2024-03-31,0.09502886715179011,0.08162294038028867
ZIGA.bk,mai,2024-08-13,Steel,Basic Materials,1017512640.0,1.38,1128164352.0,1092705919.0,243193468.0,74975129.0,2024-03-31,0.08825665699395382,0.0664576299251831
