ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PriceIndex_6m,percenFCFpersharetoprice,MF_Rank_EY,MF_Rank_ROC,MF_Rank,clusterno_kmeans
EGAN,us,2025-03-06,Software - Application,Technology,71752128.0,2.507,0.04856,2.5360825,7.02,0.07082,1.839,0.15,20607000.0,41367000.0,3289000.0,2024-12-31,3695000.0,0.0557,1.1295819013084871,4.920000076293945,5.579999923706055,0.0458383617556262,0.0530706425275115,0.051496730522055,16.08666717529297,32.800000508626304,0.8817204558358204,0.5095528376268706,611.0,472.0,1083.0,0
EGHT,us,2025-03-06,Software - Application,Technology,526562144.0,1.313,-0.06328,1.7464995,267.267,-0.40777,1.245,-0.36,479121000.0,43113000.0,555000.0,2024-12-31,56142000.0,-0.1508,1.9047073310460316,2.369999885559082,1.7599999904632568,0.0010540066473141,0.0010627419892232,0.1066198940423639,-2.9361107932196724,-6.583333015441895,1.346590851364303,0.5540084655701423,7.0,10.0,17.0,3
EHTH,us,2025-03-06,Insurance Brokers,Financial Services,609396992.0,2.747,0.01889,0.44230282,10.467,0.010989999,3.692,-1.19,800950000.0,258464000.0,33046000.0,2024-12-31,-31222000.0,-0.0363,0.6526482453697152,8.720000267028809,3.7899999618530273,0.0542273762979125,0.03119271597317,-0.0512342535487933,-5.019327955486394,-7.327731316830932,2.3007916503422283,0.315022926133005,754.0,64.0,818.0,2
ELTK,us,2025-03-06,Electronic Components,Technology,63436548.0,2.693,0.115059994,1.8924767,14.975,0.17002001,2.971,0.85,20818000.0,25184000.0,6036000.0,2024-09-30,-3741000.0,0.1236,0.4023607811038714,11.369999885559082,10.960000038146973,0.0951501963820603,0.1312116864484153,-0.0589723135628376,10.208235159481276,13.37647045359892,1.0374087450716314,0.2368513656205354,1233.0,1125.0,2358.0,1
ELVA,us,2025-03-06,Electrical Equipment & Parts,Industrials,91386272.0,0.204,-0.03884,4.1,86.614,-0.12307999,1.553,-0.04,9567000.0,12643000.0,639000.0,2024-12-31,196000.0,3.1329,0.7600831834876894,2.049999952316284,1.9299999475479128,0.006992297486432,0.0287708239531742,0.0021447422650089,-46.1499988079071,-51.249998807907104,1.0621761699635448,0.0995121974366396,55.0,1577.0,1632.0,1
EML,us,2025-03-06,Tools & Accessories,Industrials,215736656.0,1.57,-0.02224,1.451387,52.946,0.10075,2.636,2.0,118153377.0,78242584.0,20851318.0,2024-09-30,6642179.0,0.0717,0.8243357393736191,27.989999771118164,29.530065536499023,0.0966517159698628,0.1061697903247613,0.0307883654227031,13.209999885559082,13.994999885559082,0.947847533102243,0.0560914616948308,1247.0,839.0,2086.0,1
ENLT,us,2025-03-06,Utilities - Renewable,Utilities,5097926144.0,3.269,0.11698,1.667336,224.45,0.046230003,1.217,0.36,4660990000.0,-423609000.0,112429000.0,2024-09-30,268147000.0,0.0212,0.6349011019757794,16.610000610351562,15.84000015258789,0.0220538699118509,0.0265326625101684,0.0525992320064494,37.05833502875434,46.1388905843099,1.048611139542058,0.1968091438818321,252.0,184.0,436.0,3
ENSG,us,2025-03-06,Medical Care Facilities,Healthcare,8836213760.0,9.24,0.06994,4.0803027,107.283,0.17884001,1.557,5.12,3511724000.0,414204000.0,358304000.0,2024-12-31,188946000.0,0.0952,0.1310635703631056,131.5,148.91725158691406,0.0405494943571849,0.0912660649915128,0.0213831404639989,23.87890625,25.68359375,0.8830407397308924,0.0702661596958175,534.0,872.0,1406.0,0
ENTG,us,2025-03-06,Semiconductor Equipment & Materials,Technology,18595921920.0,2.226,0.09033,4.1912637,110.225,0.08247,3.078,1.93,6778316000.0,1091126000.0,402464000.0,2024-12-31,316115000.0,0.0886,1.8705168527228917,102.37999725341795,106.90155792236328,0.0216425946361469,0.0511426350178322,0.016999157200161,51.89326282560517,53.04663070125284,0.9577035100626964,0.0217425284207622,246.0,642.0,888.0,0
EPSN,us,2025-03-06,Oil & Gas E&P,Energy,137762976.0,0.38,0.16966999,1.4904487,0.506,0.05343,2.022,0.24,106986028.0,7486336.0,4513775.0,2024-09-30,-18933756.0,0.1717,0.5399211871457025,6.710000038146973,5.061755657196045,0.0327647901566818,0.0394311329151899,-0.1374371877680691,26.37500015894572,27.958333492279053,1.325627014138405,0.0566318923755089,403.0,979.0,1382.0,3
ERIC,us,2025-03-06,Communication Equipment,Technology,16569960448.0,16.933,8.0000005e-05,0.305044,48.978,0.00393,1.17,0.0,130537000000.0,23022000000.0,18973000000.0,2024-09-30,31159000000.0,0.139,0.5225806378013068,8.630000114440918,7.091794490814209,1.1450238556417345,0.1235551156233109,1.880451078793064,-inf,inf,1.2168993511612751,1.962108896344665,1571.0,1148.0,2719.0,1
ERII,us,2025-03-06,Pollution & Treatment Controls,Industrials,791150336.0,1.42,0.15902,4.072528,5.389,0.107250005,7.412,0.4,69136000.0,150228000.0,22200000.0,2024-12-31,19224000.0,0.0949,1.0123035699051115,15.609999656677246,14.479999542236328,0.0280604064611052,0.1012016556955562,0.0242987952165895,35.47499914169311,39.02499914169312,1.0780386844036045,0.0909673306362046,337.0,916.0,1253.0,3
ESCA,us,2025-03-06,Leisure,Consumer Cyclical,227798816.0,0.305,0.05163,1.1953518,15.874,0.07786,3.88,0.93,100266000.0,102704000.0,16545000.0,2024-09-30,42382000.0,0.132,1.162359153149227,14.710000038146973,12.829534530639648,0.0726298770578333,0.0815145095334285,0.1860501329383555,15.489247352846206,15.817204342093518,1.146573167016806,0.0207341943717915,1019.0,993.0,2012.0,1
ESEA,us,2025-03-06,Marine Shipping,Industrials,364726464.0,10.463,0.52972,0.6421359,56.593,0.35829,1.482,16.2,493417897.0,34480260.0,115381218.0,2024-09-30,-44444913.0,0.2629,0.1377931000659023,33.06999969482422,42.19999694824219,0.316350003053247,0.2185671923078905,-0.121858207141229,1.3954938083224826,2.041358005853347,0.7836493385386779,0.3163894797869491,1532.0,1477.0,3009.0,1
ESLT,us,2025-03-06,Aerospace & Defense,Industrials,16601418752.0,2.774,0.04003,5.1006246,52.024,0.088549994,1.147,5.85,4482367000.0,816814000.0,408638000.0,2024-09-30,200027000.0,0.0736,0.0286270746708946,352.0400085449219,198.65696716308597,0.0246146432485338,0.0771134256406791,0.0120487895033611,59.70359120426015,60.17777923844819,1.7720999850758683,0.0078797861966476,286.0,712.0,998.0,2
ESOA,us,2025-03-06,Engineering & Construction,Industrials,215652992.0,1.214,0.066,2.8297756,101.946,0.49473998,1.496,1.44,67249615.0,41405924.0,17840399.0,2024-12-31,14431622.0,0.1376,2.3682337305341483,10.34000015258789,9.342068672180176,0.0827273428230478,0.1641922645103256,0.0669205739561452,6.337500105963813,7.180555661519369,1.106821252917939,0.117408122058505,1132.0,1256.0,2388.0,1
EVCM,us,2025-03-06,Software - Infrastructure,Technology,2220888576.0,0.554,-0.075289994,2.3205342,71.837,-0.06392,1.812,-0.28,1253950000.0,88361000.0,29900000.0,2024-09-30,80276000.0,-0.0124,1.3946348359894114,9.729999542236328,10.130000114440918,0.0134630797434476,0.0222750167435117,0.0361458926249166,-32.77142693655831,-34.74999836512974,0.9605132707121724,0.0569373099757278,138.0,86.0,224.0,0
EVER,us,2025-03-06,Internet Content & Information,Communication Services,843195712.0,2.858,0.06431,6.808847,2.68,0.29748,2.365,0.88,38750000.0,99131000.0,31751000.0,2024-12-31,62452000.0,-0.1499,1.0107259815874898,25.86000061035156,21.43000030517578,0.0376555520244391,0.2302782834473205,0.0740658415492511,26.13863705721768,29.38636432994496,1.206719563326644,0.11051817217885,489.0,343.0,832.0,3
EWCZ,us,2025-03-06,Household & Personal Products,Consumer Defensive,629705984.0,1.073,0.049889997,3.8082902,388.97,0.13237001,3.17,0.23,620513000.0,59865000.0,47793000.0,2024-09-30,56409000.0,0.0406,1.2975000186573815,5.880000114440918,6.889999866485596,0.0758973254413285,0.0702447756982148,0.0895799014671583,20.90000049756921,25.565217888873555,0.8534107733502974,0.1824829896456597,1058.0,488.0,1546.0,0
EXEL,us,2025-03-06,Biotechnology,Healthcare,9921976320.0,3.971,0.24035999,4.8518705,9.617,0.23126,3.635,1.76,1480111000.0,1063810000.0,689949000.0,2024-12-31,633786000.0,0.1344,0.2143451738928659,38.650001525878906,25.149999618530277,0.0695374568279558,0.2712147900819247,0.063876991796731,19.70397813970392,21.96022813970393,1.536779408036331,0.1027425573926856,982.0,1405.0,2387.0,1
EXLS,us,2025-03-06,Information Technology Services,Technology,7646236160.0,2.098,0.10787,8.258222,39.426,0.21799,2.741,1.21,823214000.0,505073000.0,263620000.0,2024-12-31,222263000.0,0.1976,0.91266499223478,47.459999084472656,35.4900016784668,0.0344770936292922,0.1984661447413096,0.0290682886781252,37.48925544171294,39.2231397392336,1.3372780174667769,0.0442056477132633,438.0,1399.0,1837.0,1
EXPO,us,2025-03-06,Engineering & Construction,Industrials,4053193984.0,5.095,0.21023001,10.104997,19.35,0.28052,2.739,2.11,330389000.0,283698000.0,119557000.0,2024-12-31,137598000.0,0.2397,0.7539948772181126,83.7300033569336,102.28118896484376,0.0294969844700134,0.1946906545815169,0.0339480420979525,37.26777410281213,39.682466045940096,0.8186256358998075,0.0608503498833084,359.0,1442.0,1801.0,1
EYE,us,2025-03-06,Specialty Retail,Consumer Cyclical,1694575360.0,0.939,-0.01563,1.1714755,99.963,-0.033010002,0.534,-0.35,1757943000.0,-218446000.0,30460000.0,2024-12-31,38144000.0,0.0391,0.7712626403116138,12.140000343322754,9.68000030517578,0.0179750046642953,0.0197856832458913,0.0225094739958924,-32.0028581237793,-34.68571526663644,1.2541322273338813,0.0773476090152228,193.0,244.0,437.0,3
EZPW,us,2025-03-06,Credit Services,Financial Services,1124379392.0,3.176,0.07247,0.8875384,69.099,0.107130006,2.913,1.14,759176000.0,485954000.0,117631000.0,2024-12-31,83921000.0,0.0636,0.3992432371993818,13.289999961853027,11.529999732971191,0.1046186019033689,0.0944728662870543,0.0746376184027392,8.871929791099147,11.65789470337985,1.152645296586516,0.2389766748770682,1284.0,750.0,2034.0,1
FARO,us,2025-03-06,Scientific & Technical Instruments,Technology,582671104.0,5.2,-0.02648,2.3562913,35.638,-0.03499,2.199,-0.47,234834000.0,135311000.0,6513000.0,2024-12-31,17429000.0,-0.0319,1.5105740595354118,31.030000686645508,16.729999542236328,0.0111778324946761,0.017595807048589,0.0299122435973759,-54.95744826945853,-66.02127805669258,1.8547520344102573,0.1675797578128299,108.0,53.0,161.0,2
FCFS,us,2025-03-06,Credit Services,Financial Services,6868419072.0,3.912,0.07638,2.4783773,99.798,0.12779,4.136,5.73,3073238000.0,1064344000.0,450414000.0,2024-12-31,471713000.0,0.0858,0.5270214699582598,113.76000213623048,117.93682098388672,0.0655775361518301,0.1088592322762425,0.0686785408774777,19.17068100108734,19.853403514176343,0.9645842679766066,0.0343881850082534,922.0,909.0,1831.0,1
FELE,us,2025-03-06,Specialty Industrial Machinery,Industrials,4486234112.0,4.824,0.0892,3.6450622,15.09,0.14645,2.223,3.86,856442000.0,530464000.0,247144000.0,2024-12-31,219671000.0,0.1808,1.012546063294935,100.9499969482422,95.06239318847656,0.055089412150589,0.1781980898489155,0.048965567671204,24.90310801767933,26.15284895032181,1.0619340999346871,0.0477860341340406,772.0,1351.0,2123.0,1
FGI,us,2025-03-06,"Furnishings, Fixtures & Appliances",Consumer Cyclical,30320912.0,0.318,-0.00204,0.3253355,114.957,-0.03509,1.32,-0.03,22265347.0,12695962.0,408283.0,2024-09-30,-6769906.0,0.3521,0.5244184772461045,0.800000011920929,0.7699999809265137,0.0134653931253782,0.0116781382527753,-0.2232751442304901,-16.066667064030966,-26.666667064030968,1.038961080178622,0.3974999940767885,139.0,1361.0,1500.0,3
FIVE,us,2025-03-06,Specialty Retail,Consumer Cyclical,6454706176.0,3.938,0.07019,2.9107373,121.795,0.17927,1.385,4.83,2973100000.0,336831000.0,345495000.0,2024-10-31,99860000.0,0.1242,0.3257246209912892,85.5,79.16999816894531,0.0535260615401248,0.1043813300035559,0.0154708823728183,16.886542443064183,17.70186335403727,1.0799545532077284,0.0460584795321637,743.0,1057.0,1800.0,1
FIZZ,us,2025-03-06,Beverages - Non-Alcoholic,Consumer Defensive,3730642176.0,1.205,0.15633,10.402564,14.017,0.449,2.536,1.98,232549000.0,196780000.0,228488000.0,2024-10-31,167787000.0,0.495,-0.0095884345998091,40.56999969482422,45.04999923706055,0.0612462919842355,0.5321979181466894,0.0449753667289264,19.88131297718395,20.489898835769807,0.9005549474338095,0.0297017502850444,859.0,1570.0,2429.0,1
FLEX,us,2025-03-06,Electronic Components,Technology,15253438464.0,6.038,0.03952,2.770806,83.213,0.17679001,1.412,2.45,5516000000.0,3719000000.0,716000000.0,2024-12-31,1344000000.0,0.0977,1.750569311437171,35.9900016784668,29.049999237060547,0.0469402359140103,0.0775311315646995,0.0881112808218295,12.225306807537468,14.689796603455834,1.2388985412623537,0.1677688168492807,629.0,828.0,1457.0,3
FLL,us,2025-03-06,Resorts & Casinos,Consumer Cyclical,656189760.0,0.729,-0.14636,2.8522573,1018.192,-0.5779,0.87,-1.18,620519000.0,-7202000.0,2562000.0,2024-09-30,-55446000.0,0.0532,0.9508203834363314,4.170000076293945,4.920000076293945,0.0039043583977902,0.0041772851559633,-0.084496899189649,-2.91610175957114,-3.533898369740632,0.8475609779736127,0.1748201406863985,33.0,237.0,270.0,0
FLNC,us,2025-03-06,Utilities - Renewable,Utilities,587029312.0,4.67,-0.0008,1.7296096,74.997,-0.00204,1.573,-0.05,230349000.0,722261000.0,2874000.0,2024-12-31,-172475000.0,0.5886,0.7712933029614861,5.449999809265137,18.350000381469727,0.0048958372967924,0.0030169744176525,-0.2938098600432409,-15.599996185302736,-108.99999618530272,0.2970027082271169,0.856880763933401,39.0,1524.0,1563.0,0
FLXS,us,2025-03-06,"Furnishings, Fixtures & Appliances",Consumer Cyclical,275438816.0,2.237,0.046269998,1.3640357,40.643,0.13042,2.93,3.58,122496000.0,98183000.0,23008000.0,2024-12-31,20760000.0,0.0716,1.486326004493416,41.90999984741211,38.75428771972656,0.0835321627290178,0.1042600338047571,0.0753706405708627,11.081843532796675,11.706703867992209,1.0814287221715402,0.0533762827044756,1141.0,829.0,1970.0,1
FNKO,us,2025-03-06,Leisure,Consumer Cyclical,874708800.0,0.541,-0.02289,2.5066845,126.477,-0.10288999,0.965,-0.44,428341000.0,-12963000.0,4166000.0,2024-09-30,72478000.0,-0.0179,1.011470002064746,11.25,9.609999656677246,0.0047627278929856,0.0100294189870431,0.0828595756667819,-24.33863636363636,-25.568181818181817,1.170655608939928,0.0480888888888888,38.0,62.0,100.0,3
FOLD,us,2025-03-06,Biotechnology,Healthcare,2939760128.0,0.833,-0.1062,14.098613,228.629,-0.31679,3.394,-0.18,280297000.0,356034000.0,34064000.0,2024-12-31,-37444000.0,-0.1699,0.6566566203237667,9.149999618530272,11.649999618530272,0.011587339958643,0.0535318882782702,-0.0127370936299738,-46.205553436279295,-50.83333121405708,0.7854077182952396,0.091038255161567,115.0,12.0,127.0,0
FONR,us,2025-03-06,Diagnostics & Research,Healthcare,65985168.0,8.483,0.07681,0.53824365,24.395,0.06549,11.243,1.15,70325000.0,125390000.0,12120364.0,2024-12-31,8120448.0,0.0964,0.6071032311659913,14.4399995803833,16.489999771118164,0.1836831574028878,0.0619286411363462,0.1230647469140337,5.179999635115913,12.55652137424635,0.8756822183633144,0.5874653910325685,1479.0,754.0,2233.0,1
FORM,us,2025-03-06,Semiconductor Equipment & Materials,Technology,2127181440.0,4.642,0.09117,2.6346624,4.139,0.074990004,4.607,0.89,541087000.0,473783000.0,44199000.0,2024-12-31,79098000.0,0.0575,1.9272532146511732,32.380001068115234,41.880001068115234,0.0207781993434467,0.0435513908185284,0.0371844162009988,31.166293334960937,36.38202367203959,0.7731614193478926,0.1433600940974335,226.0,440.0,666.0,0
FOXF,us,2025-03-06,Auto Parts,Consumer Cyclical,1827817216.0,1.719,0.0047,0.9255275,67.428,0.00538,2.801,0.16,1504630000.0,467900000.0,57670000.0,2024-12-31,87792000.0,0.1108,1.3651402433467712,26.670000076293945,38.41999816894531,0.0315512948970932,0.0292365642094163,0.0480310608913752,155.94375047683715,166.68750047683716,0.6941697383486908,0.064454443010218,381.0,645.0,1026.0,0
FPAY,us,2025-03-06,Rental & Leasing Services,Industrials,196004272.0,0.342,0.00671,4.417178,501.958,0.03093,7.976,-0.26,37963204.0,130579965.0,25645751.0,2024-09-30,-39677306.0,0.0921,0.6720267554716077,1.440000057220459,1.0800000429153442,0.1308428165279989,0.1521613195726728,-0.2024308225281947,-4.223077143155611,-5.538461758540227,1.3333333333333333,0.2374999905625983,1392.0,1103.0,2495.0,1
FRHC,us,2025-03-06,Financial Conglomerates,Financial Services,7219714048.0,65.877,0.20438999,6.924076,214.528,0.28007,1.295,5.36,462371000.0,2240329000.0,881529000.0,2024-12-31,591242000.0,0.4625,1.1116806710170328,143.91000366210938,93.25,0.1221002652098389,0.3261660561660561,0.0818927170895065,14.55839620561742,26.848881280244285,1.5432708167518432,0.4577652583115388,1362.0,1559.0,2921.0,1
FRPH,us,2025-03-06,Real Estate Services,Real Estate,670108416.0,7.603,0.24148001,1.4017001,38.282,0.01679,22.649,0.4,578035000.0,139178000.0,11968000.0,2024-09-30,33654000.0,0.0103,0.6146461646075838,31.0,28.450000762939453,0.0178597965855125,0.0166868140984616,0.0502217241217277,58.49249999999999,77.5,1.0896309022382282,0.245258064516129,190.0,114.0,304.0,3
FRPT,us,2025-03-06,Packaged Foods,Consumer Defensive,4766675456.0,5.514,0.04812,4.4328566,40.184,0.046719998,4.42,0.93,1137880000.0,338129000.0,37998000.0,2024-12-31,-32804000.0,-0.0201,0.9469941246038552,96.05999755859376,135.25,0.0079715936926585,0.0257437454649666,-0.0068819453522283,97.36128769741264,103.29031995547714,0.7102402776975508,0.0574016254438963,68.0,77.0,145.0,0
FSTR,us,2025-03-06,Railroads,Industrials,299539680.0,0.231,0.08091,1.3236519,34.382,0.26623,1.833,3.89,171090000.0,97065000.0,14585000.0,2024-09-30,10430000.0,0.0298,1.825298622066599,22.239999771118164,18.5,0.0486913787181718,0.0543901847811899,0.0348200946198513,5.657840558128062,5.717223591547086,1.202162149790171,0.0103866907543761,653.0,359.0,1012.0,3
FSV,us,2025-03-06,Real Estate Services,Real Estate,9825579008.0,5.008,0.02576,6.740986,95.673,0.12543,1.833,2.97,2635499000.0,708587000.0,323110000.0,2024-12-31,172876000.0,0.1019,0.447738058712099,176.8699951171875,176.78167724609375,0.0328845760373941,0.0966213189493332,0.0175944847483536,57.865991621948645,59.55218690814394,1.0004995872449542,0.0283145821125956,405.0,924.0,1329.0,0
FTAI,us,2025-03-06,Rental & Leasing Services,Industrials,15135249408.0,1.123,0.005,142.84091,4228.294,0.0675,3.531,-0.32,2811934000.0,878772000.0,252381000.0,2024-12-31,-1344517000.0,0.0717,1.0134088471467415,113.12999725341795,112.34212493896484,0.0166750473148199,0.068382851411085,-0.0888334882205067,-350.0218664169311,-353.53124141693115,1.0070131512545375,0.0099266333179909,175.0,648.0,823.0,3
FTAIN,us,2025-03-06,Rental & Leasing Services,Industrials,5965140992.0,1.123,0.005,32.46212,4228.294,0.0675,3.531,-3.468,2811934000.0,878772000.0,252381000.0,2024-12-31,-1344517000.0,0.0717,-0.0188835294225139,25.709999084472656,24.98008728027344,0.0423093100965215,0.068382851411085,-0.2253956782921251,-7.089676783296613,-7.413494545695691,1.029219745952434,0.0436795036946627,570.0,648.0,1218.0,3
FTDR,us,2025-03-06,Personal Services,Consumer Cyclical,3928053760.0,5.833,0.12751001,13.252441,510.879,1.25333,1.322,3.01,1622000000.0,119000000.0,341000000.0,2024-12-31,231000000.0,0.2767,1.277800629688547,42.04999923706055,47.59000015258789,0.0868114391591219,0.1958644457208501,0.0588077491077922,12.032225660153006,13.97009941430583,0.8835889704189025,0.1387158170233476,1162.0,1471.0,2633.0,1
FTLF,us,2025-03-06,Packaged Foods,Consumer Defensive,147336448.0,0.507,0.13376,4.0576196,42.757,0.28259,1.501,0.85,40488000.0,6044000.0,12385000.0,2024-09-30,10045000.0,0.2967,0.3161159072521669,15.06999969482422,16.725000381469727,0.0840593089362382,0.2661609215163758,0.068177291745217,17.132940817440257,17.729411405675553,0.9010462990195716,0.0336430000177192,1142.0,1514.0,2656.0,1
FWONA,us,2025-03-06,Entertainment,Communication Services,21764651008.0,10.579,-0.00829,2.8964727,40.498,-0.00435,2.674,-0.13,8737000000.0,1892000000.0,392000000.0,2024-12-31,492000000.0,0.0223,1.0136120585379276,86.05999755859375,69.62000274658203,0.018010856220755,0.0368802333239251,0.0226054623995191,-580.6230581430287,-661.9999812199519,1.236138956671024,0.1229258691623516,195.0,248.0,443.0,3
FWONK,us,2025-03-06,Entertainment,Communication Services,23570257920.0,10.579,-0.00829,3.1408186,40.498,-0.00435,2.674,-0.13,8737000000.0,1892000000.0,392000000.0,2024-12-31,492000000.0,0.0223,0.9621331427907106,93.31999969482422,75.94999694824219,0.0166311289986936,0.0368802333239251,0.0208737639473399,-636.4692284217247,-717.8461514986478,1.2287031394934644,0.1133626236026096,174.0,248.0,422.0,3
FWRG,us,2025-03-06,Restaurants,Consumer Cyclical,1911301248.0,0.844,0.02093,1.9745091,132.211,0.03642,0.545,0.33,1411948000.0,-61006000.0,45401000.0,2024-09-30,-4166000.0,0.008,1.2099270158029791,19.209999084472656,16.06999969482422,0.0237539739209127,0.0336069202082694,-0.0021796668653668,55.65454268022017,58.21211843779592,1.1953951119650463,0.0439354523802242,270.0,161.0,431.0,3
FYBR,us,2025-03-06,Telecom Services,Communication Services,20264265728.0,3.004,-0.05424,1.8208004,243.878,-0.06301,0.55,-1.3,19354000000.0,-1029000000.0,477000000.0,2024-12-31,-1162000000.0,0.033,0.1029781733998737,36.02999877929688,35.529998779296875,0.0235389728106905,0.0260300136425648,-0.0573423195094809,-25.40461444561298,-27.71538367638221,1.014072615175302,0.0833749681314483,266.0,245.0,511.0,3
GAMB,us,2025-03-06,Gambling,Consumer Cyclical,479099008.0,0.454,0.23408002,3.8147216,23.825,0.24877001,1.033,0.78,152136000.0,1149000.0,34849000.0,2024-09-30,66000.0,0.1948,1.1258940057431392,13.630000114440918,10.0,0.0727386185696297,0.2273477509214861,0.0001377585820423,16.892307839026817,17.4743591210781,1.363000011444092,0.0333088771964858,1023.0,1426.0,2449.0,1
GASS,us,2025-03-06,Marine Shipping,Industrials,193333360.0,2.282,0.41768003,0.30689383,13.549,0.11879,2.095,1.9,640715782.0,49687904.0,55366637.0,2024-09-30,11947552.0,0.0401,0.0801213077447977,5.440000057220459,6.119999885559082,0.2863791173959838,0.0801945848823292,0.0617976742348035,1.6621052932739258,2.863157924852873,0.8888889148604121,0.419485289705305,1526.0,556.0,2082.0,1
GCT,us,2025-03-06,Software - Infrastructure,Technology,804075648.0,7.548,0.10836001,1.6397849,119.511,0.36171,2.071,3.05,522883000.0,283213000.0,130852000.0,2024-12-31,142542000.0,0.1895,2.237109273413622,16.469999313354492,17.110000610351562,0.1627359320301166,0.1623280601814176,0.1772743651104827,2.92524567650967,5.3999997748703255,0.9625948992304612,0.4582878150990449,1458.0,1345.0,2803.0,1
GDEN,us,2025-03-06,Resorts & Casinos,Consumer Cyclical,1241912320.0,2.177,0.076079994,1.6798971,106.287,0.10026,1.028,1.71,976114000.0,2805000.0,45580000.0,2024-12-31,42444000.0,0.0881,1.1885270735481537,30.049999237060547,31.535898208618164,0.0367014637555089,0.0465615643378052,0.0341763257489868,16.299999553836578,17.573098969041254,0.9528823006172836,0.0724459253002281,470.0,623.0,1093.0,0
GDRX,us,2025-03-06,Health Information Services,Healthcare,1877145728.0,1.175,0.02069,2.6013691,74.985,0.022049999,5.321,0.04,728812000.0,535352000.0,65846000.0,2024-12-31,113545000.0,0.0109,0.9187018546717862,4.940000057220459,7.710000038146973,0.03507772413075,0.0520865963593331,0.060488111448319,94.12500143051147,123.50000143051147,0.640726333693734,0.2378542482570588,448.0,258.0,706.0,0
GDS,us,2025-03-06,Information Technology Services,Technology,99858317312.0,6.374,-0.35804,0.3870434,204.805,-0.16596001,1.194,-2.99,68046661000.0,2317950000.0,1014858000.0,2024-09-30,-5852686000.0,0.0113,1.0121386919368835,39.05500030517578,17.219999313354492,0.010162979182086,0.014422846734703,-0.0586099000818701,-10.930100436513635,-13.061873011764474,2.268002431038877,0.1632057342259265,98.0,111.0,209.0,2
GENK,us,2025-03-06,Restaurants,Consumer Cyclical,189814064.0,4.489,0.0038800002,2.0082893,326.489,0.14074999,0.915,2.08,196225000.0,-2744000.0,889000.0,2024-09-30,-5180000.0,0.1948,0.8902807310743481,5.329999923706055,8.010000228881836,0.0046835307208848,0.0045947664111721,-0.027289864042951,0.4043268863971417,2.5624999633202186,0.665418198677143,0.8422138957327994,37.0,933.0,970.0,0
GEOS,us,2025-03-06,Oil & Gas Equipment & Services,Energy,73816336.0,1.727,-0.08862001,0.6627803,0.308,-0.0753,5.63,-0.8,64854000.0,78197000.0,4817000.0,2024-12-31,-35657000.0,-0.0459,1.7583841413301111,7.389999866485596,9.68000030517578,0.0652565578437813,0.0336733053246744,-0.4830502559758587,-7.078749833106994,-9.237499833106996,0.7634297142050968,0.2336941855482462,919.0,56.0,975.0,0
GFS,us,2025-03-06,Semiconductors,Technology,19668209664.0,6.123,-0.03926,1.9624346,20.602,-0.02385,2.108,-0.48,11647000000.0,3446000000.0,826000000.0,2024-09-30,1231000000.0,0.0014,1.846716407432468,38.2400016784668,40.119998931884766,0.0419967050438699,0.0547273570529384,0.0625883098171959,-66.9104201634725,-79.6666701634725,0.9531406454768404,0.1601202858588759,565.0,228.0,793.0,0
GIFI,us,2025-03-06,Metal Fabrication,Industrials,61735812.0,3.996,0.10543,1.1657121,23.414,0.21881,4.605,1.08,28285000.0,80230000.0,13042000.0,2024-09-30,17257000.0,-0.15,1.0610456693345651,6.309999942779541,5.46999979019165,0.2112550167802117,0.12018614938027,0.2795298132630052,2.142592539610686,5.842592539610686,1.153564933237129,0.6332805128742633,1500.0,41.0,1541.0,3
GIII,us,2025-03-06,Apparel Manufacturing,Consumer Cyclical,1538279808.0,2.385,0.0559,0.6830099,31.933,0.1095,2.634,3.79,1202391000.0,980899000.0,274144000.0,2024-10-31,301755000.0,0.1087,1.057393877578298,25.65999984741211,32.18000030517578,0.1782146515700738,0.1255646295269982,0.1961639218240326,6.141160909607417,6.770448508552008,0.7973896707292758,0.0929462203500571,1474.0,1071.0,2545.0,1
GLBS,us,2025-03-06,Marine Shipping,Industrials,61615464.0,2.901,0.084350005,0.14075911,53.928,0.015859999,4.853,0.14,214249000.0,52268000.0,3118000.0,2024-09-30,-70541000.0,0.0287,0.774732300791072,1.2200000286102295,1.4199999570846558,0.0506041794962381,0.0116990661008491,-1.1448586997575805,-12.007142652784072,8.714285918644496,0.8591549756909584,2.3778687966955965,684.0,154.0,838.0,0
GLDD,us,2025-03-06,Engineering & Construction,Industrials,1078710016.0,0.155,0.07508,1.2005396,122.566,0.13725,1.219,0.84,991685000.0,47405000.0,87791000.0,2024-12-31,-55083000.0,0.0457,1.5386938523131155,8.010000228881836,9.0,0.0813851718236015,0.0844883503835086,-0.0510637698574961,9.351190748668852,9.535714558192662,0.8900000254313151,0.0193508109327029,1119.0,608.0,1727.0,1
