ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PriceIndex_6m,percenFCFpersharetoprice,MF_Rank_EY,MF_Rank_ROC,MF_Rank,clusterno_kmeans
AAON,us,2025-03-06,Building Products & Equipment,Industrials,6723223040.0,0.035,0.14039,8.09284,8.581,0.21613,2.791,2.02,687022000.0,313307000.0,209095000.0,2024-12-31,-83354000.0,0.2002,2.244428201739493,81.94000244140625,87.34860229492188,0.0311004110314329,0.2090262303702082,-0.0123979227677087,40.54703091158726,40.56435764426052,0.9380802930852384,0.0004271417983545,373.0,1409.0,1782.0,1
ABL,us,2025-03-06,Insurance - Life,Financial Services,732782784.0,0.3,-0.116459996,2.2206137,70.76,-0.05789,1.291,-0.22,446512491.0,6934329.0,20995498.0,2024-09-30,-130963101.0,0.3336,0.5142189571775125,7.670000076293945,10.039999961853027,0.0286517348093156,0.046302007366597,-0.1787202208615206,-33.500000346790664,-34.86363671042702,0.7639442336091739,0.0391134285548738,346.0,1384.0,1730.0,1
ACAD,us,2025-03-06,Biotechnology,Healthcare,2311538432.0,4.533,0.23642999,4.1128297,7.095,0.38891,2.376,1.36,249438000.0,543448000.0,84279000.0,2024-12-31,157196000.0,-0.202,1.1167055452956056,18.07999992370605,16.06999969482422,0.036460133577394,0.1062939691204031,0.0680049259938067,9.961029355666216,13.294117590960331,1.125077801310053,0.2507190276066562,467.0,18.0,485.0,3
ACB,us,2025-03-06,Drug Manufacturers - Specialty & Generic,Healthcare,307811776.0,1.981,0.01566,0.4818008,16.49,0.02651,3.299,0.19,372310000.0,344404000.0,45573000.0,2024-12-31,-29043000.0,-0.1378,1.4809045323006498,5.03000020980835,5.409999847412109,0.1480547644804856,0.0635860329224767,-0.0943531153272056,16.047369525307104,26.473685314780788,0.9297597692566416,0.3938369617037211,1431.0,25.0,1456.0,0
ACDC,us,2025-03-06,Oil & Gas Equipment & Services,Energy,2455858688.0,0.159,-0.09347,0.9511344,106.23,-0.15637,0.952,-1.46,2455800000.0,-34500000.0,82700000.0,2024-09-30,108600000.0,0.0176,1.149965768814473,6.539999961853027,6.440000057220459,0.0336745759860267,0.0341552058811382,0.0442207853939843,-4.370547919077416,-4.479452028666457,1.0155279353639834,0.0243119267473129,423.0,206.0,629.0,3
ACHC,us,2025-03-06,Medical Care Facilities,Healthcare,4967035392.0,0.821,0.08104,0.8861818,65.691,0.087019995,0.999,2.78,5379423000.0,-427000.0,522276000.0,2024-12-31,-560692000.0,0.1021,0.2731517183170174,29.68000030517578,76.45999908447266,0.1051484353908948,0.0970954430901231,-0.1128826263052324,10.38093536157402,10.676259102581216,0.3881768331227084,0.0276617247829619,1287.0,930.0,2217.0,1
ACIW,us,2025-03-06,Software - Infrastructure,Technology,6463714816.0,2.054,0.1274,4.005321,68.165,0.1478,1.644,1.91,2034471000.0,388194000.0,308135000.0,2024-12-31,313697000.0,0.0982,1.1641946956571458,54.20000076293945,47.81999969482422,0.0476715029625465,0.1271884474328889,0.0485319988473946,27.30157108007301,28.37696375023008,1.1334170035305493,0.0378966784333418,639.0,1048.0,1687.0,1
ACLS,us,2025-03-06,Semiconductor Equipment & Materials,Technology,1384425344.0,17.769,0.19746,1.870706,7.254,0.21409,5.414,6.15,225173000.0,916086000.0,210793000.0,2024-12-31,128637000.0,0.235,1.7181330090226543,58.540000915527344,96.9800033569336,0.1522602868501084,0.1847021578800254,0.0929172530375173,6.6294310431751775,9.518699335858104,0.60362960289939,0.303536038983677,1441.0,1421.0,2862.0,1
ACMR,us,2025-03-06,Semiconductor Equipment & Materials,Technology,1548301696.0,7.035,0.1325,1.8555123,17.226,0.12984,2.313,1.53,372342000.0,842146000.0,150998000.0,2024-12-31,66502000.0,0.0843,1.6142808574011704,26.65999984741211,15.649999618530272,0.0975249206211552,0.124330582105381,0.0429515773132628,12.826797285890269,17.424836501576543,1.7035144087700502,0.2638784711277067,1254.0,968.0,2222.0,2
ACTG,us,2025-03-06,Business Equipment & Supplies,Industrials,87379296.0,4.22,0.31444,0.72827077,12.508,0.10132,16.392,0.58,249926000.0,429727000.0,41092000.0,2024-09-30,-99574000.0,-0.0232,1.18827119161624,3.9800000190734863,4.690000057220459,0.4702715847012546,0.0604602642819203,-1.1395605659262809,-0.4137930705629542,6.862068998402563,0.8486140662079744,1.0603015024563702,1558.0,149.0,1707.0,1
ADEA,us,2025-03-06,Software - Application,Technology,2009161600.0,1.027,0.17186001,4.1416893,122.404,0.1716,3.534,0.57,838455000.0,173212000.0,106410000.0,2024-09-30,130379000.0,0.1174,1.3599895557501522,15.199999809265137,11.46286678314209,0.0529623898844174,0.1051828319002201,0.0648922416195889,24.86491194607919,26.6666663320441,1.3260208023719753,0.0675657903215231,726.0,1035.0,1761.0,1
ADMA,us,2025-03-06,Biotechnology,Healthcare,4162420224.0,0.436,0.46353,11.986441,23.528,0.81644994,5.967,0.81,72425000.0,273302000.0,114893236.0,2024-09-30,78819738.0,-0.1583,1.4681835531570762,17.68000030517578,16.260000228881836,0.0276025076318675,0.3323235847937824,0.0189360357095939,21.28888926564911,21.827160870587385,1.0873308767715557,0.0246606330584938,332.0,817.0,1149.0,3
ADUS,us,2025-03-06,Medical Care Facilities,Healthcare,1933914880.0,5.407,0.06374,1.8131952,28.143,0.08776,1.67,4.23,1152252000.0,104511000.0,102691000.0,2024-12-31,110384000.0,0.0874,0.740847280249841,96.19000244140624,126.37000274658205,0.0531000619841138,0.0817107123618375,0.0570780033503853,21.46170270482417,22.73995329584072,0.7611774974342788,0.0562116629874674,734.0,795.0,1529.0,0
ADV,us,2025-03-06,Advertising Agencies,Communication Services,2238998528.0,0.624,-0.03295,0.8213059,182.456,-0.17252001,1.901,-0.58,2416161000.0,462264000.0,20376000.0,2024-09-30,75758000.0,0.0289,1.2335800321034351,2.390000104904175,3.740000009536743,0.0091004972737525,0.007078871257719,0.0338356631559161,-3.044827767076164,-4.120689836041681,0.6390374595748232,0.2610878546488678,86.0,144.0,230.0,0
AEIS,us,2025-03-06,Electrical Equipment & Parts,Industrials,4121418752.0,19.148,0.03658,3.4665413,55.827,0.04797,4.421,1.49,872571000.0,1075101000.0,66925000.0,2024-12-31,73959000.0,0.089,1.8264456561891629,110.5999984741211,93.6245346069336,0.0162383402481301,0.0343615352071601,0.0179450340890767,61.37718018397389,74.22818689538329,1.18131426701832,0.1731283929852889,168.0,578.0,746.0,3
AENT,us,2025-03-06,Entertainment,Communication Services,331993152.0,0.049,0.00616,2.4,110.072,0.07169,1.241,0.13,148199000.0,49260000.0,18979000.0,2024-12-31,43223000.0,0.0236,1.071389106000058,4.5,1.7200000286102295,0.0571668418028092,0.096116155758917,0.1301924444513843,34.238461538461536,34.61538461538461,2.616279026248637,0.0108888888888888,799.0,553.0,1352.0,2
AFRM,us,2025-03-06,Software - Infrastructure,Technology,24910274560.0,3.898,-0.071040004,6.648153,269.105,-0.0734,12.293,-0.62,1371509000.0,8959384000.0,31270000.0,2024-12-31,613010000.0,-0.0839,2.730273827340459,58.650001525878906,38.43999862670898,0.0012553053128612,0.0030268438556086,0.0246087211332607,-88.30967988044985,-94.5967766546434,1.5257545166801216,0.0664620613569811,9.0,22.0,31.0,3
AFYA,us,2025-03-06,Education & Training Services,Consumer Defensive,3850153472.0,9.275,0.18198,0.37119964,75.152,0.15493,1.596,1.08,7237407000.0,551035000.0,923809000.0,2024-09-30,888529000.0,0.0964,0.5278435676182645,16.90999984741211,16.149999618530273,0.2399408248835645,0.1186128111373237,0.2307775537940945,7.06944430315936,15.657407266122322,1.047058838813211,0.5484920215075837,1511.0,1002.0,2513.0,1
AGYS,us,2025-03-06,Software - Application,Technology,2261983232.0,2.192,0.08446,8.807468,23.716,0.091409996,1.141,0.75,312651000.0,16260000.0,21490000.0,2024-12-31,55232000.0,0.0077,1.4711138926606169,81.61000061035156,103.08999633789062,0.009500512513083,0.0653368236392215,0.024417510801424,105.89066748046874,108.81333414713542,0.7916384082783781,0.0268594532974671,91.0,300.0,391.0,0
AHCO,us,2025-03-06,Medical Devices,Healthcare,3432676608.0,0.835,0.02773,0.8748848,134.992,0.06226,1.333,0.61,3731159000.0,188801000.0,263710000.0,2024-12-31,235784000.0,0.0541,0.8036233944896792,10.4399995803833,11.100000381469728,0.0768234325905949,0.0672736456494454,0.0686880900608275,15.745900951448032,17.114753410464427,0.9405404704140168,0.0799808461265611,1068.0,565.0,1633.0,1
AIRS,us,2025-03-06,Medical Care Facilities,Healthcare,328906784.0,0.103,-0.04127,2.8151262,123.814,-0.09345999,0.509,-0.14,195353000.0,-12455000.0,3709000.0,2024-09-30,1197000.0,0.0448,2.933718829270763,4.019999980926514,3.5999999046325684,0.0112767512876839,0.0202790626469398,0.0036393290081848,-27.97857129233224,-28.714285578046525,1.1166666909500411,0.0256218906688305,110.0,268.0,378.0,3
AIRT,us,2025-03-06,Conglomerates,Industrials,181223904.0,6.771,-0.0027200002,9.597855,1014.3,0.046290003,1.904,-0.28,97506000.0,42786000.0,7478000.0,2024-12-31,-2518000.0,0.0194,0.4947014672216571,17.899999618530273,22.299999237060547,0.0412638721214172,0.0533031106549197,-0.0138944142821247,-39.74642720903668,-63.92857006617954,0.8026905933154527,0.3782681644859136,552.0,298.0,850.0,0
AIRTP,us,2025-03-06,Conglomerates,Industrials,179315760.0,6.771,-0.0027200002,9.222521,1014.3,0.046290003,1.904,0.336,97506000.0,42786000.0,7478000.0,2024-12-31,-2518000.0,0.0194,0.1177930888355801,17.200000762939453,16.326065063476562,0.0417029713394963,0.0533031106549197,-0.0140422682311917,31.038692746843605,51.19047846112933,1.0535300879951772,0.3936627732359964,561.0,298.0,859.0,3
ALGM,us,2025-03-06,Semiconductors,Technology,4871522816.0,0.752,-0.08453,5.282051,42.604,-0.0629,4.911,-0.35,946113000.0,394715000.0,22511000.0,2024-12-31,5488000.0,0.1371,1.7743460829458355,26.780000686645508,21.270000457763672,0.0046209369944989,0.016788879707166,0.0011265471203327,-74.3657162475586,-76.51428767613002,1.2590503107803486,0.0280806564868761,36.0,725.0,761.0,3
ALGT,us,2025-03-06,Airlines,Industrials,2537480960.0,44.055,-0.09561,1.0772876,197.322,-0.19871001,0.776,-13.49,3438248000.0,-285799000.0,128157000.0,2024-12-31,38302000.0,0.0567,0.9690435391600656,65.93000030517578,40.63999938964844,0.0505056006410389,0.0406531556894338,0.0150944974972344,-1.6215715570923486,-4.887323966284343,1.6222933389602625,0.6682087031105549,682.0,420.0,1102.0,3
ALKS,us,2025-03-06,Drug Manufacturers - Specialty & Generic,Healthcare,5080408064.0,4.622,0.23566,3.905679,5.156,0.27899998,3.042,2.2,640212000.0,950156000.0,420636000.0,2024-12-31,405640000.0,0.1449,0.8584952162555597,35.279998779296875,26.86000061035156,0.0827957114273252,0.2644897281635445,0.0798439800287664,13.935453990589489,16.03636308149858,1.313477214356441,0.1310090748277547,1133.0,1410.0,2543.0,1
ALNT,us,2025-03-06,Electronic Components,Technology,618390272.0,2.237,0.02641,1.4650702,93.879,0.05631,4.1,0.87,345581000.0,189668000.0,30636000.0,2024-09-30,36708000.0,0.0728,1.5611351695426106,23.739999771118164,19.2167911529541,0.0495415296571806,0.0572369121661133,0.0593605715712164,24.716091690940416,27.28735605875651,1.2353779349612557,0.0942291500238981,667.0,606.0,1273.0,3
ALOT,us,2025-03-06,Computer Hardware,Technology,125597800.0,0.589,0.02489,0.85763294,55.306,0.042680003,1.833,0.51,83075000.0,37905000.0,7585000.0,2024-10-31,8094000.0,0.0523,1.4374891392662033,10.5,14.789999961853027,0.060391185195919,0.062696313440238,0.06444380395198,19.433333333333334,20.588235294117645,0.7099391499041264,0.056095238095238,848.0,513.0,1361.0,0
ALRM,us,2025-03-06,Software - Application,Technology,2846665216.0,24.588,0.13206,4.0797653,137.005,0.16377,7.847,2.29,556616000.0,1292786000.0,108548000.0,2024-12-31,193206000.0,0.0528,0.9232457644009467,59.7400016784668,54.75,0.0381316353570113,0.0586935668935147,0.0678709947745397,15.350219073566286,26.087336977496417,1.0911415831683433,0.411583517060106,499.0,492.0,991.0,3
ALTR,us,2025-03-06,Software - Application,Technology,9249617920.0,6.549,0.021289999,11.113108,30.229,0.018070001,1.609,0.16,660669000.0,297209000.0,17685000.0,2024-12-31,139998000.0,0.0074,0.3452770195080034,111.31999969482422,84.83999633789062,0.0019119708676572,0.0184626852271374,0.0151355441068856,654.8187480926513,695.7499980926514,1.312116979018625,0.058830399011441,16.0,112.0,128.0,3
AMCX,us,2025-03-06,Entertainment,Communication Services,2044291968.0,17.778,-0.09356,0.36355197,258.816,-0.19823,2.378,-5.1,2691417000.0,968136000.0,409377000.0,2024-12-31,330840000.0,0.1273,0.6481680600905636,7.050000190734863,8.989999771118164,0.2002536850939679,0.1118653015819145,0.1618359829118107,2.103529374365713,-1.3823529785754636,0.784204713039497,2.521702059435958,1491.0,1092.0,2583.0,1
AMED,us,2025-03-06,Medical Care Facilities,Healthcare,3732496640.0,7.903,0.01841,2.6586738,38.925,0.03319,1.229,1.31,1506643000.0,117691000.0,209567000.0,2024-12-31,214292000.0,0.1332,0.1213780469851975,92.02999877929688,97.16999816894533,0.0561466011125464,0.1290171848893146,0.0574125098207724,64.2190830376312,70.25190746511211,0.947103020618445,0.0858741726048774,788.0,1147.0,1935.0,1
AMKR,us,2025-03-06,Semiconductor Equipment & Materials,Technology,4921954816.0,6.673,0.05604,1.2317936,34.008,0.08695,2.112,1.43,3870856000.0,1618197000.0,438455000.0,2024-12-31,345072000.0,0.1291,1.778208009475139,20.71999931335449,27.994327545166016,0.0890814760376703,0.0798780773295502,0.0701087297425527,9.82307644290524,14.489510009338806,0.7401499207267925,0.3220559952286825,1185.0,969.0,2154.0,1
AMPH,us,2025-03-06,Drug Manufacturers - Specialty & Generic,Healthcare,1765966336.0,4.652,0.21792999,1.824566,88.837,0.23257999,3.074,3.06,1043399000.0,360312000.0,205419000.0,2024-12-31,172345000.0,0.1471,0.1899735778722547,28.059999465942383,45.380001068115234,0.1163210168916832,0.1463399517422033,0.0975924605620568,7.649673028085745,9.169934465994242,0.6183340415489285,0.1657876011596625,1344.0,1234.0,2578.0,1
AMRK,us,2025-03-06,Capital Markets,Financial Services,1466400512.0,1.641,0.00486,1.0173566,124.324,0.080690004,1.577,2.15,379605000.0,545088000.0,52947000.0,2024-12-31,128788000.0,0.2419,0.2476461454427033,27.07999992370605,43.33768844604492,0.0361067795371855,0.0572590037990987,0.0878259376930714,11.83209298777026,12.595348801723746,0.6248602750795175,0.0605982276448773,461.0,1249.0,1710.0,0
ANIP,us,2025-03-06,Drug Manufacturers - Specialty & Generic,Healthcare,1716322304.0,7.444,-0.030150002,2.90555,147.173,-0.0418,2.725,-1.04,756013000.0,334004000.0,2218000.0,2024-12-31,47064000.0,-0.0032,1.0512951130056207,59.68000030517578,60.5099983215332,0.0012922980694423,0.0020348306494302,0.0274214230569132,-50.22692337036133,-57.38461567805364,0.9862832913670392,0.1247319028474337,10.0,69.0,79.0,3
APEI,us,2025-03-06,Education & Training Services,Consumer Defensive,466769408.0,7.646,0.02636,1.4325069,70.003,0.05653,2.645,0.53,333087000.0,147093000.0,34375000.0,2024-09-30,22012000.0,0.0472,1.6492292696401327,20.280000686645508,14.829999923706056,0.0736445007124374,0.0715877379316089,0.0471581890816632,23.837737144614163,38.26415223895378,1.367498367564218,0.3770216834871674,1035.0,547.0,1582.0,3
APOG,us,2025-03-06,Building Products & Equipment,Industrials,1340899584.0,2.03,0.07138,1.9990755,65.345,0.20107001,1.634,4.47,749199000.0,167412000.0,133841000.0,2024-11-30,129112000.0,0.1553,1.8607954970593392,47.56999969482422,61.806522369384766,0.0998143347921271,0.1460172308645652,0.0962875979235146,10.187919394815262,10.642058097276111,0.7696598655158688,0.0426739544465641,1267.0,1254.0,2521.0,1
APP,us,2025-03-06,Software - Application,Technology,114059526144.0,2.181,0.33546,99.21997,326.33,1.3467,2.187,4.51,3557069000.0,1254718000.0,1873459000.0,2024-12-31,2094235000.0,0.1386,2.8923492444559056,318.0,84.56999969482422,0.016425274269812,0.3893478659799363,0.0183608951465924,70.02638580931264,70.509977827051,3.7601986655731534,0.0068584905660377,170.0,1500.0,1670.0,2
APPF,us,2025-03-06,Software - Application,Technology,7917073408.0,7.643,0.25695,15.700665,8.04,0.4998,5.3,5.55,291276000.0,272122000.0,135644000.0,2024-12-31,180973000.0,-0.004,1.2012981039628383,223.97000122070312,222.9199981689453,0.017133098685549,0.2407605280813918,0.0228585729440289,38.977838057784346,40.35495517490146,1.0047102236693992,0.0341251058549956,179.0,1084.0,1263.0,3
ARAY,us,2025-03-06,Medical Devices,Healthcare,273274464.0,1.132,-0.009649999,4.0987124,289.667,-0.091520004,1.618,-0.04,152491000.0,124438000.0,4813000.0,2024-12-31,-7663000.0,0.0296,2.351014912830455,1.909999966621399,1.919999957084656,0.0176123298516468,0.0173799060408985,-0.0280414052884209,-19.449999165534976,-47.74999916553497,0.9947916715173052,0.5926701674253931,186.0,182.0,368.0,3
ARCB,us,2025-03-06,Trucking,Industrials,1990228736.0,6.791,0.04163,1.327026,31.458,0.13561,1.015,7.28,1754089000.0,9657000.0,155884000.0,2024-12-31,45846000.0,0.1568,1.5534115320908346,74.9000015258789,98.87010955810548,0.0783246654921175,0.0883823407678883,0.0230355431869314,9.355632077730618,10.28846174806029,0.757559608871077,0.0906675548952241,1090.0,1104.0,2194.0,1
ARHS,us,2025-03-06,Specialty Retail,Consumer Cyclical,1579148032.0,1.44,0.05393,3.7315874,145.311,0.20044,1.32,0.49,675273000.0,128592000.0,85803000.0,2024-12-31,39739000.0,0.208,1.464056544270986,9.119999885559082,11.010000228881836,0.0543349947321468,0.1067380716911421,0.0251648352115984,15.673469154202207,18.61224466440629,0.8283378470451948,0.1578947388234231,757.0,1276.0,2033.0,1
ARKO,us,2025-03-06,Specialty Retail,Consumer Cyclical,2908378112.0,2.307,0.00239,1.777499,685.506,0.055370003,1.621,0.13,2898450000.0,276718000.0,94026000.0,2024-12-31,107944000.0,0.0456,2.0802115793357427,4.25,6.022162914276123,0.0323293589688519,0.0296129212690478,0.037114844027543,14.946153846153846,32.69230769230769,0.7057265073193157,0.5428235294117647,394.0,313.0,707.0,0
ARKR,us,2025-03-06,Restaurants,Consumer Cyclical,118147144.0,3.635,-0.01161,0.8084653,189.065,-0.00528,0.832,-0.58,133458000.0,-4264000.0,2079000.0,2024-12-31,-70000.0,0.0392,0.7608022571099678,10.619999885559082,11.59000015258789,0.0175967012795501,0.0160920785795005,-0.0005924815245639,-12.043103250963936,-18.31034463027428,0.9163071394082578,0.3422787230857524,185.0,226.0,411.0,0
ARLP,us,2025-03-06,Thermal Coal,Energy,3608292608.0,1.066,0.14737001,1.7615819,26.263,0.19695,2.201,2.77,2402500000.0,280088000.0,425259000.0,2024-12-31,349657000.0,0.2003,0.3331374817136519,25.209999084472656,21.827136993408203,0.1178560183997139,0.1585256476208795,0.0969037264951213,8.716245156849334,9.101082701975688,1.1549842332545068,0.0422848091516421,1348.0,1350.0,2698.0,1
ARM,us,2025-03-06,Semiconductors,Technology,126704459776.0,2.534,0.21819,20.489326,4.222,0.14112,4.959,0.76,4162000000.0,3460000000.0,443000000.0,2024-12-31,626000000.0,0.0915,2.818723935651189,124.77999877929688,117.29000091552734,0.0034963252341959,0.0581212280241406,0.0049406311435816,160.84999839381166,164.18420892012747,1.063858792781184,0.0203077418239279,26.0,705.0,731.0,3
ARQ,us,2025-03-06,Pollution & Treatment Controls,Industrials,188914832.0,1.158,-0.0043599997,0.953941,13.533,-0.00245,2.891,0.03,192696000.0,57083000.0,578000.0,2024-09-30,-42958000.0,-0.069,1.4570676709918398,4.949999809265137,5.860000133514404,0.0030595797793155,0.0023140456163248,-0.2273934743249804,126.39999364217122,164.99999364217123,0.8447098458164172,0.2339394029536161,21.0,29.0,50.0,0
ARRY,us,2025-03-06,Solar,Technology,1565865600.0,2.388,-0.26249,-6.975547,241.665,-0.5346,2.281,-1.95,427275000.0,560910000.0,101024000.0,2024-12-31,135399000.0,0.0544,-1.082716938393966,5.420000076293945,6.380000114440918,0.0645163927223383,0.1022318695385985,0.0864691069271845,-1.5548718339968952,-2.77948721861228,0.8495297772841658,0.4405903997021439,910.0,743.0,1653.0,1
ARTNA,us,2025-03-06,Utilities - Regulated Water,Utilities,501856352.0,1.039,0.18958999,1.3801746,77.059,0.08561,1.225,1.95,761677000.0,6302000.0,33194000.0,2024-09-30,-5660000.0,0.0456,0.3759484761899717,31.940000534057617,35.74002456665039,0.0661424327254504,0.0432225360328863,-0.0112781276503599,15.846666940542368,16.37948745336288,0.8936759535375742,0.0325297427247101,931.0,383.0,1314.0,0
ARTW,us,2025-03-06,Farm & Heavy Construction Machinery,Industrials,13065995.0,0.0,0.01255,0.6788838,39.553,-0.00796,1.979,-0.02,8116375.0,6491816.0,460695.0,2024-11-30,1902021.0,0.0536,-0.2878044026979188,1.6299999952316284,1.950000047683716,0.0352590828329568,0.031536759068936,0.1455703143924362,-81.49999976158142,-81.49999976158142,0.8358974130117609,0.0,451.0,363.0,814.0,0
ASLE,us,2025-03-06,Airports & Air Services,Industrials,466533568.0,0.184,0.00121,0.8213528,23.352,0.00092,7.211,-0.02,261720000.0,292622000.0,3756000.0,2024-09-30,-51302000.0,0.0641,0.8183938935355128,6.96999979019165,4.909999847412109,0.0080508676280288,0.0067756006219986,-0.1099642201951907,-339.29998950958253,-348.4999895095825,1.4195519362114228,0.0263988530184648,70.0,294.0,364.0,3
ASO,us,2025-03-06,Specialty Retail,Consumer Cyclical,4824606720.0,4.265,0.07486,1.711291,91.232,0.24129,1.574,6.05,3183796000.0,695968000.0,622256000.0,2024-10-31,278040000.0,0.2024,0.7222295196110694,48.0,53.38103485107422,0.1289754867314863,0.1603850131090447,0.0576295677837135,7.228925619834711,7.933884297520661,0.8991957562065522,0.0888541666666666,1386.0,1360.0,2746.0,1
ASTE,us,2025-03-06,Farm & Heavy Construction Machinery,Industrials,843765440.0,4.113,0.00329,1.2721227,19.824,0.00635,2.66,0.19,320800000.0,451100000.0,51800000.0,2024-12-31,2500000.0,0.0484,1.5244525342879809,35.58000183105469,30.296192169189453,0.0613914691741818,0.0671071382303407,0.0029629087439276,165.61579911081415,187.2631675318668,1.1744050748146082,0.1155986449784305,861.0,517.0,1378.0,3
ASTH,us,2025-03-06,Medical Care Facilities,Healthcare,1285667200.0,6.068,0.02121,1.8285139,91.767,0.10797,1.671,0.9,688386000.0,284062000.0,84760000.0,2024-09-30,69889000.0,0.0963,0.5779598239504726,27.190000534057617,47.63999938964844,0.065926858832519,0.0871614729013788,0.0543601018988428,23.468889482286244,30.21111170450846,0.5707388934174852,0.2231702788089081,929.0,861.0,1790.0,1
ASYS,us,2025-03-06,Semiconductor Equipment & Materials,Technology,74543880.0,0.925,0.01176,0.8578856,20.653,0.01461,3.39,0.08,53509000.0,45307000.0,596000.0,2024-12-31,3473000.0,-0.0163,0.3095865611460064,4.949999809265137,6.150000095367432,0.0079952908273623,0.0060314119170984,0.0465900084621299,50.31249761581421,61.87499761581421,0.8048780052855266,0.1868686940691666,69.0,58.0,127.0,0
ATAT,us,2025-03-06,Lodging,Consumer Cyclical,10240250880.0,10.414,0.17472,1.6436831,66.948,0.52988,1.974,1.15,2138956000.0,2501534000.0,1422575000.0,2024-09-30,1649703000.0,0.1226,0.9997736966058798,30.989999771118164,19.01649475097656,0.1389199363053105,0.3065570661718913,0.1610998616471396,17.892173714015794,26.94782588792884,1.6296378579194633,0.336043887606142,1411.0,1433.0,2844.0,1
ATNI,us,2025-03-06,Telecom Services,Communication Services,1036682240.0,6.81,-0.04794,0.5478169,105.716,-0.06152,1.213,-2.69,1425775000.0,57176000.0,29423000.0,2024-09-30,-3328000.0,0.0194,1.6058334276826378,18.1299991607666,26.96280860900879,0.0283818887453883,0.0198408443704478,-0.0032102411631938,-4.208178126679035,-6.739776639690186,0.672407664337647,0.3756205358650468,342.0,153.0,495.0,0
ATRO,us,2025-03-06,Aerospace & Defense,Industrials,904122368.0,0.147,-0.00819,3.5030234,82.447,-0.02661,2.827,-0.16,227416000.0,274145000.0,34588000.0,2024-09-30,-4375000.0,-0.0433,0.9355613891201768,24.90999984741211,19.100000381469727,0.0382558835221738,0.068960704679989,-0.0048389467563753,-154.7687490463257,-155.68749904632568,1.3041884476389372,0.0059012445162769,503.0,110.0,613.0,3
ATSG,us,2025-03-06,Airlines,Industrials,3007072000.0,0.831,0.01398,0.983021,107.992,0.01923,0.979,0.4,3542129000.0,-7638000.0,136087000.0,2024-12-31,201809000.0,0.0729,0.1705359846149042,22.290000915527344,14.75,0.0452556506794649,0.0385025736379014,0.0671114625788807,53.64750228881836,55.72500228881836,1.5111865027476166,0.0372812905279479,603.0,491.0,1094.0,3
AUDC,us,2025-03-06,Communication Equipment,Technology,296145312.0,2.084,0.06322,1.679151,19.009,0.0806,2.095,0.5,174621000.0,77018000.0,20323000.0,2024-09-30,7789000.0,0.1238,0.6419121632629184,10.760000228881836,9.649999618530272,0.0686250944266171,0.080762520912895,0.0263012773945244,17.352000457763673,21.520000457763672,1.1150259745316569,0.1936802932778902,972.0,952.0,1924.0,1
AUPH,us,2025-03-06,Biotechnology,Healthcare,911659264.0,2.61,0.02446,3.2362823,21.026,0.01523,4.568,0.04,104049000.0,348833000.0,18419000.0,2024-12-31,44107000.0,-0.194,0.8348717973038193,8.670000076293945,7.260000228881836,0.0202038203606737,0.0406706382678048,0.0483810144225112,151.50000190734863,216.75000190734863,1.1942148488925424,0.3010380596346734,212.0,9.0,221.0,3
AVAV,us,2025-03-06,Aerospace & Defense,Industrials,3954926336.0,2.463,0.06387,4.6068444,5.858,0.05888,4.613,1.7,504240000.0,403234000.0,50344000.0,2024-10-31,42265000.0,0.0225,1.1823957028053107,135.69000244140625,179.47000122070312,0.0127294406324942,0.0554770715194044,0.0106866718642215,78.3688249655331,79.81764849494485,0.7560595170138855,0.0181516689194811,129.0,329.0,458.0,0
AVNW,us,2025-03-06,Communication Equipment,Technology,291151232.0,4.146,-0.00453,1.0621538,31.508,-0.0078100003,1.676,-0.16,171204000.0,170617000.0,3900000.0,2024-12-31,8003000.0,0.1115,-0.2041735494920784,20.899999618530277,25.25,0.0133951004541859,0.0114094804005605,0.0274874330602179,-104.7124976158142,-130.6249976158142,0.8277227571695158,0.1983732093623623,137.0,574.0,711.0,0
AVO,us,2025-03-06,Food Distribution,Consumer Defensive,1018802752.0,0.818,0.029719999,1.5159367,37.654,0.07563,1.871,0.52,692500000.0,129900000.0,65700000.0,2024-10-31,61200000.0,0.0455,0.9303510808577354,11.699999809265137,10.729999542236328,0.0644874583142076,0.0798881322957198,0.0600705091146043,20.926922710125265,22.499999633202187,1.0904007743160298,0.0699145310542853,908.0,588.0,1496.0,3
AVPT,us,2025-03-06,Software - Infrastructure,Technology,2815442944.0,1.441,-0.08802,11.031003,6.102,-0.11756,1.771,-0.16,124260000.0,171840000.0,7166000.0,2024-12-31,84639000.0,-0.0942,1.2716776837764954,15.300000190734863,11.470000267028809,0.0025452478144767,0.0242012833502195,0.030062409959461,-86.61875119209289,-95.6250011920929,1.333914545295663,0.0941830053618312,19.0,27.0,46.0,3
