ticker,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,trailingPE,currentPrice,fiftyTwoWeekLow,fiftyTwoWeekHigh,Total Assets,Current Liabilities,EBIT,Operating Income,ttm_latest,percento52weekhigh,percento52weeklow
TRA.VN,2024-09-09,Drug Manufacturers—Specialty & Generic,Healthcare,2842722041856.0,13961.774,0.10272,15.496343,77500.0,75000.0,90000.0,1993972927807.0,472181809547.0,334472361757.0,305797645773.0,2024-06-30,-16.13,3.23
TVS.VN,2024-09-09,Capital Markets,Financial Services,6518620553216.0,8516.754,0.18646,17.592981,23500.0,16954.545,28100.0,6448667634903.0,4253745783057.0,447488878425.0,1058769362239.0,2024-06-30,-19.57,27.85
VCF.VN,2024-09-09,Packaged Foods,Consumer Defensive,5494959243264.0,46951.13,0.18243,13.761561,228500.0,176000.0,285500.0,2828087924326.0,524261483611.0,560423421178.0,455627897743.0,2024-06-30,-24.95,22.98
VCG.VN,2024-09-09,Conglomerates,Industrials,20522643488768.0,4602.35,0.07361,13.425694,18800.0,16400.0,26473.215,28644173301000.0,12980936219886.0,1658783947833.0,1469458169546.0,2024-06-30,-40.81,12.77
VCI.VN,2024-09-09,Capital Markets,Financial Services,27707989557248.0,11112.387,0.31638,25.145773,44850.0,32500.0,55200.0,23105371788635.0,13597525115321.0,1554918503048.0,885207412878.0,2024-06-30,-23.08,27.54
VDS.VN,2024-09-09,Capital Markets,Financial Services,6091890491392.0,8283.36,0.47998002,11.569914,20600.0,11255.605,24663.678,6048629391321.0,3360690383204.0,764003867161.0,386516275429.0,2024-06-30,-19.73,45.36
VGC.VN,2024-09-09,Building Products & Equipment,Industrials,24009041248256.0,4156.418,0.06724,23.643927,41950.0,39150.0,60900.0,23641449531009.0,7510259255477.0,1507490426811.0,1489479100544.0,2024-06-30,-45.17,6.67
VHC.VN,2024-09-09,Packaged Foods,Consumer Defensive,15866522501120.0,11715.34,0.06684,20.701427,70100.0,52166.668,82200.0,12219147818046.0,3468437767636.0,1062258273574.0,794724244544.0,2024-06-30,-17.26,25.58
VHM.VN,2024-09-09,Real Estate Services,Real Estate,248760378589184.0,6558.312,0.30016002,7.989387,43000.0,34000.0,54900.0,494460750000000.0,224582896000000.0,33322167000000.0,21905153000000.0,2024-06-30,-27.67,20.93
VIC.VN,2024-09-09,Real Estate Services,Real Estate,388762420903936.0,8807.285,0.02708,45.311268,43700.0,38700.0,61400.0,722259294000000.0,418112834000000.0,26011867000000.0,5302017000000.0,2024-06-30,-40.5,11.44
VIP.VN,2024-09-09,Marine Shipping,Industrials,1143827857408.0,2521.33,0.37820998,15.77287,12650.0,10200.0,17250.0,1357288812869.0,100503197126.0,105929133317.0,42225136571.0,2024-06-30,-36.36,19.37
VJC.VN,2024-09-09,Airlines,Industrials,86499265609728.0,9250.086,0.01925,46.153156,103000.0,94000.0,119600.0,91755221952015.0,37845075960398.0,3666096152409.0,2391974140577.0,2024-06-30,-16.12,8.74
VND.VN,2024-09-09,Capital Markets,Financial Services,24950914154496.0,13162.078,0.43385,8.55432,15200.0,14200.0,24380.953,45153471961114.0,27778841369492.0,3242881596168.0,2078222747272.0,2024-06-30,-60.4,6.58
VNM.VN,2024-09-09,Packaged Foods,Consumer Defensive,145277772103680.0,11614.55,0.15612,18.037136,74800.0,63000.0,81200.0,54193954187994.0,15403310205136.0,12299391241028.0,10523003090096.0,2024-06-30,-8.56,15.78
VNS.VN,2024-09-09,Railroads,Industrials,629861449728.0,5809.262,0.086389996,7.2939205,10350.0,10100.0,17450.0,1599091172835.0,177028363035.0,121361290176.0,50409905554.0,2024-06-30,-68.6,2.42
