Code,Name,IndustryName,Exchange,TotalShares
HKB,CTCP Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Bán buôn hàng tiêu dùng,HNX,51599999
HKC,CTCP Dệt kim Hà Nội,Sản xuất các sản phẩm may mặc,UPCoM,2400000
HKP,CTCP Bao bì Hà Tiên,Sản xuất giấy,UPCoM,4000000
HKT,CTCP Đầu tư Ego Việt Nam,Trồng trọt,HNX,6135029
HLA,CTCP Hữu Liên Á Châu,Sản xuất các sản phẩm kim loại cơ bản,UPCoM,34459293
HLB,CTCP Bia và Nước giải khát Hạ Long,Sản xuất đồ uống và thuốc lá,UPCoM,3000000
HLC,CTCP Than Hà Lầm - Vinacomin,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,25415199
HLD,CTCP Đầu tư và Phát triển Bất động sản HUDLAND,Phát triển bất động sản,HNX,20000000
HLE,CTCP Điện Chiếu sáng Hải Phòng,Xây dựng công nghiệp nặng và dân dụng,UPCoM,2200000
HLG,CTCP Tập đoàn Hoàng Long,Sản xuất thực phẩm,UPCoM,44375385
HLR,CTCP Đường sắt Hà Lạng,Hỗ trợ vận tải,UPCoM,1650000
HLS,CTCP Sứ Kỹ thuật Hoàng Liên Sơn,"Sản xuất trang thiết bị, dụng cụ điện",UPCoM,8159921
HLT,CTCP Dệt may Hoàng Thị Loan,"Sản xuất sợi, vải",UPCoM,3695784
HLY,CTCP Viglacera Hạ Long I,Sản xuất sản phẩm khoáng chất phi kim,HNX,1000000
HMC,CTCP Kim khí Thành phố Hồ Chí Minh - Vnsteel ,Bán buôn hàng lâu bền,HOSE,21000000
HMG,CTCP Kim khí Hà Nội - VNSTEEL,"Kinh doanh vật liệu xây dựng, trang thiết bị làm vườn",UPCoM,9000000
HMH,CTCP Hải Minh,Hỗ trợ vận tải,HNX,13199847
HMS,CTCP Xây dựng Bảo tàng Hồ Chí Minh,"Xây dựng nhà cửa, cao ốc",UPCoM,8000000
HN184,CTCP 18-4 Hà Nội,"Sản xuất sợi, vải",OTC,0
HNA,CTCP Thủy điện Hủa Na,"Phát, truyền tải và phân phối điện năng",UPCoM,225659210
HNB,CTCP Bến xe Hà Nội,Hỗ trợ vận tải,UPCoM,9500000
HNC,CTCP Xi măng Hữu Nghị,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
HND,CTCP Nhiệt điện Hải Phòng,"Phát, truyền tải và phân phối điện năng",UPCoM,500000000
HNE,CTCP Hanel,Bán buôn hàng lâu bền,UPCoM,192600000
HNF,CTCP Thực phẩm Hữu Nghị,Sản xuất thực phẩm,UPCoM,30000000
HNG,CTCP Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Trồng trọt,HOSE,1108553895
HNI,CTCP May Hữu Nghị,Sản xuất các sản phẩm may mặc,UPCoM,11890000
HNInvest,CTCP Đầu tư Bất động sản Hà Nội,Chăn nuôi,OTC,0
HNM,CTCP Sữa Hà Nội,Sản xuất thực phẩm,UPCoM,20000000
HNP,CTCP Hanel Xốp nhựa,Sản xuất các sản phẩm nhựa và cao su,UPCoM,5000000
HNR,CTCP Rượu và Nước giải khát Hà Nội,Sản xuất đồ uống và thuốc lá,UPCoM,20000000
HNT,CTCP Xe điện Hà Nội,Vận tải trung chuyển và vận tải hành khách bằng đường bộ,UPCoM,5500000
HNX,Sở Giao dịch Chứng khoán Hà Nội,"Hành pháp, lập pháp và các cơ quan quản lý khác",Khác,0
HOM,CTCP Xi măng VICEM Hoàng Mai,Sản xuất sản phẩm khoáng chất phi kim,HNX,74769131
HOMECREDIT,Công ty Tài chính TNHH MTV Home Credit Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0
HOPACO,CTCP Giấy Hoàng Văn Thụ,Sản xuất giấy,OTC,0
HOSE,Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh,"Hành pháp, lập pháp và các cơ quan quản lý khác",Khác,0
HOT,CTCP Du lịch Dịch vụ Hội An,Khách sạn và phòng ở,HOSE,8000000
HPA,CTCP Thủy tinh Hưng Phú,Sản xuất khác,OTC,0
HPAuditing,Công ty TNHH Kiểm toán và Tư vấn Tài chính Kế toán HP,Dịch vụ pháp lý,Khác,0
HPB,CTCP Bao bì PP,Sản xuất giấy,UPCoM,3880000
HPD,CTCP Thủy điện ĐăK Đoa,"Phát, truyền tải và phân phối điện năng",UPCoM,8306590
HPE,CTCP Điện tử Chuyên dụng Hanel,"Sản xuất các sản phẩm điện tử, vi tính",OTC,0
HPG,CTCP Tập đoàn Hòa Phát,Sản xuất các sản phẩm kim loại cơ bản,HOSE,3313282659
HPH,CTCP Hóa Chất Hưng Phát Hà Bắc,"Sản xuất hóa chất, dược phẩm",UPCoM,8400000
HPHoatHinhVN,Công ty TNHH MTV Hãng phim Hoạt hình Việt Nam,Công nghiệp xuất bản - Ngoại trừ internet,Khác,0
HPI,CTCP Khu công nghiệp Hiệp Phước,Bất động sản ,UPCoM,60000000
HPL,CTCP Bến xe Tàu Phà Cần Thơ,Hỗ trợ vận tải,OTC,2000000
HPM,CTCP Xây dựng Thương mại và Khoáng Sản Hoàng Phúc,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),HNX,3800000
HPP,CTCP Sơn Hải Phòng,"Sản xuất hóa chất, dược phẩm",UPCoM,8007177
HPR,CTCP Đầu tư Xây dựng Hồng Phát,Bất động sản ,OTC,0
HPRAILCO,CTCP Toa xe Hải Phòng,"Sản xuất thiết bị, máy móc",OTC,0
HPS,CTCP Đá Xây dựng Hòa Phát,Sản xuất sản phẩm khoáng chất phi kim,OTC,1565250
HPT,CTCP Dịch vụ Công nghệ Tin học HPT,Thiết kế hệ thống máy tính và dịch vụ liên quan,UPCoM,8272605
HPTourism,CTCP Du lịch Hải Phòng,Dịch vụ hành chính và hỗ trợ,OTC,0
HPU,CTCP 28 Hưng Phú,Sản xuất các sản phẩm may mặc,UPCoM,2000000
HPW,CTCP Cấp nước Hải Phòng,"Nước, chất thải và các hệ thống khác",UPCoM,74206940
HPX,CTCP Đầu tư Hải Phát,Phát triển bất động sản,HOSE,264494582
HQC,CTCP Tư vấn Thương mại Dịch vụ Địa Ốc Hoàng Quân,Phát triển bất động sản,HOSE,476600000
HQM,CTCP Tư vấn Thương mại Dịch vụ Địa Ốc Hoàng Quân Mê Kông,"Xây dựng nhà cửa, cao ốc",OTC,32000000
HRB,CTCP Harec Đầu tư và Thương mại,Bất động sản ,UPCoM,6338400
HRC,CTCP Cao su Hòa Bình,"Sản xuất hóa chất, dược phẩm",HOSE,30206622
HRG,CTCP Cao su Hà Nội,"Sản xuất sợi, vải",OTC,2650000
HRS,CTCP Chứng khoán KS,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,7553846
HRT,CTCP Vận tải Đường sắt Hà Nội,Vận tải đường sắt,UPCoM,80058970
HSA,CTCP Hestia,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",UPCoM,7872727
HSAC,Công ty TNHH Kiểm toán và Tư vấn Hoàng Sao,Dịch vụ pháp lý,Khác,0
HSBC,Ngân hàng TNHH MTV HSBC (Việt Nam),Trung gian tín dụng và các hoạt động liên quan,Khác,0
HSC,CTCP Hacinco,Khách sạn và phòng ở,OTC,0
HSG,CTCP Tập đoàn Hoa Sen,Sản xuất các sản phẩm kim loại cơ bản,HOSE,444625213
HSI,CTCP Vật tư Tổng hợp và Phân bón Hóa Sinh,"Sản xuất hóa chất, dược phẩm",UPCoM,10000000
HSKAudit,Công ty TNHH Kiểm toán HSK Việt Nam,Dịch vụ pháp lý,Khác,0
HSL,CTCP Đầu tư Phát triển Thực phẩm Hồng Hà,Trồng trọt,HOSE,17167144
HSM,Tổng Công ty cổ phần Dệt may Hà Nội,Sản xuất các sản phẩm may mặc,UPCoM,20500000
HSP,CTCP Sơn Tổng hợp Hà Nội,"Sản xuất hóa chất, dược phẩm",UPCoM,12027086
HSSC,CTCP Chứng khoán Hà Nội,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,5000000
HST,CTCP Phát hành sách và Thiết bị Trường học Hưng Yên,Công nghiệp xuất bản - Ngoại trừ internet,OTC,1500000
HT1,CTCP Xi măng Hà Tiên 1,Sản xuất sản phẩm khoáng chất phi kim,HOSE,381589911
HT2,CTCP Xi măng Hà Tiên 2,Sản xuất sản phẩm khoáng chất phi kim,OTC,88000000
HTB,CTCP Xây dựng Huy Thắng,"Xây dựng nhà cửa, cao ốc",OTC,1800000
HTC,CTCP Thương mại Hóc Môn,Trạm xăng,HNX,11000000
HTCJC2,CTCP Công trình Giao thông 2 Hà Nội,"Xây dựng nhà cửa, cao ốc",OTC,0
HTE,CTCP Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Xây dựng công nghiệp nặng và dân dụng,UPCoM,23608165
HTG,Tổng Công ty cổ phần Dệt may Hòa Thọ,"Sản xuất sợi, vải",UPCoM,22500000
HTI,CTCP Đầu tư Phát triển Hạ tầng IDICO,Xây dựng công nghiệp nặng và dân dụng,HOSE,24949200
HTK,CTCP Đăng kiểm xe cơ giới Hải Dương,Hỗ trợ vận tải,UPCoM,1458710
HTL,CTCP Kỹ thuật và Ôtô Trường Long,Bán buôn hàng lâu bền,HOSE,12000000
HTM,Tổng Công ty Thương mại Hà Nội - CTCP,Bán buôn hàng tiêu dùng,UPCoM,220000000
HTN,CTCP Hưng Thịnh Incons,Nhà thầu chuyên môn,HOSE,33062221
HTP,CTCP In Sách Giáo khoa Hòa Phát,In ấn và các hoạt động hỗ trợ,HNX,1804980
HTR,CTCP Đường sắt Hà Thái,Hỗ trợ vận tải,UPCoM,1500700
HTS,CTCP Thép Hương Thịnh,Sản xuất sản phẩm khoáng chất phi kim,OTC,14000000
HTT,CTCP Thương mại Hà Tây,Bất động sản ,UPCoM,20000000
HTU,CTCP Môi trường và Công trình đô thị Hà Tĩnh ,Dịch vụ quản lý và tái chế chất thải,UPCoM,16438382
HTV,CTCP Vận tải Hà Tiên,Vận tải đường thủy,HOSE,13104000
HTW,CTCP Cấp nước Hà Tĩnh,"Nước, chất thải và các hệ thống khác",UPCoM,20400893
HU1,CTCP Đầu tư và Xây dựng HUD1,Phát triển bất động sản,HOSE,10000000
HU3,CTCP Đầu tư và Xây dựng HUD3,"Xây dựng nhà cửa, cao ốc",HOSE,9999944
HU4,CTCP Đầu tư và Xây dựng HUD4,Bất động sản ,UPCoM,15000000
HU6,CTCP Đầu tư Phát triển Nhà và Đô thị HUD6,Phát triển bất động sản,UPCoM,7500000
HUB,CTCP Xây lắp Thừa Thiên Huế,"Xây dựng nhà cửa, cao ốc",HOSE,19057316
HUD,Tổng Công ty Đầu tư Phát triển Nhà và Đô Thị,"Xây dựng nhà cửa, cao ốc",Khác,0
HUDKienGiang,Công ty TNHH Đầu tư và Phát triển Nhà Kiên Giang,"Xây dựng nhà cửa, cao ốc",Khác,0
HUG,Tổng Công ty May Hưng Yên - CTCP,Sản xuất các sản phẩm may mặc,UPCoM,16259725
HUT,CTCP Tasco,Phát triển bất động sản,HNX,268631965
HUTIC,CTCP Xây lắp Bưu điện Huế,Chăn nuôi,OTC,0
HUX,CTCP Khoáng sản Thừa Thiên Huế,Khai khoáng (ngoại trừ dầu mỏ và khí đốt),UPCoM,11338648
HVA,CTCP Đầu tư HVA,Chăn nuôi,UPCoM,5650000
HVAC,Công ty TNHH Kiểm toán Hùng Vương,Dịch vụ pháp lý,Khác,0
HVB,CTCP Bảo hiểm Hùng Vương,Bảo hiểm và các hoạt động liên quan,OTC,0
HVC,CTCP Hưng Vượng,Sản xuất các sản phẩm gỗ,OTC,6920750
HVCapital,CTCP Quản lý Quỹ KIM Việt Nam,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
HVG,CTCP Hùng Vương,Sản xuất thực phẩm,UPCoM,227038291
HVH,CTCP Đầu tư và Công nghệ HVC,Nhà thầu chuyên môn,HOSE,21949995
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,Vận tải hàng không,HOSE,1418290847
HVS,CTCP Chứng khoán HVS Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0
HVT,CTCP Hóa chất Việt Trì,"Sản xuất hóa chất, dược phẩm",HNX,10988059
HVX,CTCP Xi măng VICEM Hải Vân,Sản xuất sản phẩm khoáng chất phi kim,HOSE,38525250
HWS,CTCP Cấp nước Thừa Thiên Huế,"Nước, chất thải và các hệ thống khác",UPCoM,87600000
HaChau,CTCP Hà Châu ,"Xây dựng nhà cửa, cao ốc",OTC,0
HaNamNinh,CTCP Lương thực Hà Nam Ninh,Bán buôn hàng tiêu dùng,OTC,0
HaNoiFood,CTCP Chế biến Kinh doanh Lương thực Thực phẩm Hà Nội,Sản xuất thực phẩm,OTC,0
HaNoiFund,Quỹ đầu tư Chứng khoán Hà Nội,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0
HaNoiNonNuoc,CTCP Đầu tư Du lịch Hà Nội Non Nước,Bất động sản ,OTC,2600000
HaNoiOptic,CTCP Kính mắt Hà Nội,Bán buôn hàng tiêu dùng,OTC,0
HaNoiTD,CTCP Phát triển Thương mại Hà Nội,Khách sạn và phòng ở,OTC,0
HaThanhAudit,Công ty TNHH Kiểm toán và Tư vấn Hà Thành,Dịch vụ pháp lý,Khác,0
HaTienKienGiang,CTCP Xi măng Hà Tiên Kiên Giang,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
Habac,CTCP Cơ khí Xây dựng Số 2 Hà Bắc,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,1488970
HaiAn,CTCP Đóng Tàu Hải An,Hỗ trợ vận tải,OTC,0
HaiChau,CTCP Bánh kẹo Hải Châu,Sản xuất thực phẩm,OTC,0
HaiDuongSeed,Công ty TNHH MTV Giống cây trồng Hải Dương,Hoạt động hỗ trợ cho nông lâm nghiệp,Khác,0
HaiPhongMarine,CTCP Đầu tư và Thương mại Hàng Hải Hải Phòng,"Xây dựng nhà cửa, cao ốc",OTC,12000000
HaiVanNam,CTCP Hải Vân Nam,Khách sạn và phòng ở,OTC,9970493
Haicatex,CTCP Dệt Công nghiệp Hà Nội,"Sản xuất sợi, vải",OTC,0
Hanaka,CTCP Tập đoàn Hanaka,"Sản xuất thiết bị, máy móc",OTC,0
Haneco,Công ty TNHH MTV Xuất nhập khẩu và Thương mại Haneco,Cửa hàng đồ nội thất và đồ dùng gia đình,Khác,0
Hanexim,CTCP Xuất nhập khẩu Hà Anh,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,0
Hanosimex,CTCP Thương mại Hải Phòng - Hanosimex,Khách sạn và phòng ở,OTC,150000
Hapoco,CTCP Sứ Hải Dương,Sản xuất sản phẩm khoáng chất phi kim,OTC,0
Haprosimex,Công ty TNHH MTV Haprosimex,Sản xuất các sản phẩm may mặc,Khác,0
HapuIndus,CTCP Công nghiệp Hapulico,Chăn nuôi,OTC,0
Heco,CTCP Tư vấn Thiết kế Đường bộ,"Kiến trúc, tư vấn xây dựng và dịch vụ liên quan",OTC,0
Hemco,CTCP Học liệu Giáo dục Hà Nội,Công nghiệp xuất bản - Ngoại trừ internet,OTC,0
Hidico,CTCP Đầu tư Phát triển Nhà và Khu công nghiệp Đồng Tháp,Bất động sản ,OTC,0
HienLongAudit,Công ty TNHH Kiểm toán Tư vấn Hiển Long,Dịch vụ pháp lý,Khác,0
HiepPhuoc,Công Ty TNHH Thương mại Dịch vụ In Ấn Hiệp Phước,Sản xuất giấy,Khác,0
HiepThanh,CTCP Hiệp Thành,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,1260000
HimLam,CTCP Him Lam,"Xây dựng nhà cửa, cao ốc",OTC,0
HoBon,CTCP Thủy điện Hồ Bốn,Chăn nuôi,OTC,0
HoaBinh,CTCP Hòa Bình,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,10000000
HoaChat,CTCP Hóa Chất,"Sản xuất hóa chất, dược phẩm",OTC,1900000
HoaChatCanTho,CTCP Phân bón và Hóa chất Cần Thơ,"Sản xuất hóa chất, dược phẩm",OTC,0
HoaChatViSinh,CTCP Công nghiệp Hóa chất và Vi sinh,"Sản xuất hóa chất, dược phẩm",OTC,0
HoaDuocVN,CTCP Hóa dược Việt Nam,"Sản xuất hóa chất, dược phẩm",OTC,0
HoaMinhDuc,CTCP Hóa chất Minh Đức,"Sản xuất hóa chất, dược phẩm",OTC,0
Hoachatmiennam,CTCP Hóa chất Miền Nam,"Sản xuất hóa chất, dược phẩm",OTC,0
HoangGiaSCCT,Công ty TNHH Tư vấn Luật và Kiểm toán Hoàng Gia - SCCT,Dịch vụ pháp lý,Khác,0
HoangHac,CTCP Hoàng Hạc,"Sản xuất thiết bị, máy móc",OTC,0
HoangLongAn,CTCP Hoàng Long Long An,Bán buôn hàng tiêu dùng,OTC,0
HoangThang,Công ty TNHH Hoàng & Thắng,Dịch vụ pháp lý,Khác,0
Honeyboy,CTCP Honeyboy,Bán buôn hàng tiêu dùng,OTC,0
HongDuc,Công ty TNHH Kiểm toán và Tư vấn Tài chính Kinh tế Hồng Đức,Dịch vụ pháp lý,Khác,0
HongHaAudit,Công ty TNHH Kiểm toán Hồng Hà,Dịch vụ pháp lý,Khác,0
HongHaInvest,CTCP Đầu tư và Phát triển Hồng Hà,"Xây dựng nhà cửa, cao ốc",OTC,0
HongLeong,Ngân hàng TNHH MTV Hong Leong Việt Nam,Trung gian tín dụng và các hoạt động liên quan,Khác,0
HongNam,CTCP Cơ khí Hồng Nam,Sản xuất sản phẩm khoáng chất phi kim,OTC,1500000
HopNhat,CTCP Hợp Nhất Việt Nam,Dịch vụ bưu điện,OTC,0
HopThinh,CTCP Viglacera Hợp Thịnh,Dịch vụ quản lý và tái chế chất thải,OTC,0
Hudeco,CTCP Đầu tư và Phát triển Giáo dục HUDECO,Chăn nuôi,OTC,1900000
Humic,CTCP Phân hữu cơ HUMIC Quảng Ngãi,Dịch vụ quản lý và tái chế chất thải,OTC,0
HungPhu,CTCP Hưng Phú,"Sản xuất sợi, vải",OTC,1800000
HuongGiangCIC,CTCP Tư vấn Đầu tư và Xây dựng Hương Giang,"Xây dựng nhà cửa, cao ốc",OTC,0
HuuNghiDaNang,CTCP Sản xuất Thương mại Hữu Nghị Đà Nẵng,"Sản xuất sợi, vải",OTC,0
HuuNghiNgheAn,CTCP Hữu Nghị Nghệ An,Khách sạn và phòng ở,OTC,0
HuuToan,CTCP Hữu Toàn,"Sản xuất thiết bị, máy móc",OTC,0
I10,CTCP Đầu tư Xây dựng Số 10 IDICO,Xây dựng công nghiệp nặng và dân dụng,UPCoM,3500000
IACAudit,Công ty TNHH Kiểm toán Tư vấn Độc Lập,Dịch vụ pháp lý,Khác,0
IBC,CTCP Đầu tư Apax Holdings,"Dịch vụ tư vấn quản lý, khoa học và kỹ thuật",HOSE,81589735
IBD,CTCP In Tổng hợp Bình Dương,In ấn và các hoạt động hỗ trợ,UPCoM,9000000
IBFM,CTCP Quản lý Quỹ Đầu Tư Đỏ,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
ICC,CTCP Xây dựng Công nghiệp (ICC),Phát triển bất động sản,UPCoM,3800000
ICF,CTCP Đầu tư Thương mại Thủy sản,Sản xuất thực phẩm,UPCoM,12807000
ICG,CTCP Xây dựng Sông Hồng,Phát triển bất động sản,HNX,20000000
ICI,CTCP Đầu tư và Xây dựng Công nghiệp,"Xây dựng nhà cửa, cao ốc",UPCoM,4000000
ICJC,CTCP Đầu tư Xây lắp Thương mại 1,"Xây dựng nhà cửa, cao ốc",OTC,0
ICL,CTCP Xuất nhập khẩu Vĩnh Long,Bán buôn hàng tiêu dùng,OTC,0
ICN,CTCP Đầu tư Xây dựng Dầu khí IDICO,Xây dựng công nghiệp nặng và dân dụng,UPCoM,8000000
ICPC,CTCP Hàng Gia dụng Quốc tế,"Sản xuất hóa chất, dược phẩm",OTC,0
ICT,CTCP Viễn thông - Tin học Bưu điện,Viễn thông,HOSE,32185000
IDC,Tổng Công ty IDICO – CTCP,"Phát, truyền tải và phân phối điện năng",HNX,300000000
IDI,CTCP Đầu tư và Phát triển Đa Quốc Gia - IDI,Sản xuất thực phẩm,HOSE,227644608
IDICOICT,CTCP Đầu Tư Xây dựng và Du lịch IDICO,Dịch vụ hành chính và hỗ trợ,OTC,0
IDJ,CTCP Đầu tư IDJ Việt Nam,"Xây dựng nhà cửa, cao ốc",HNX,32600000
IDN,CTCP In và Dịch vụ Đà Nẵng,In ấn và các hoạt động hỗ trợ,OTC,1100000
IDP,CTCP Sữa Quốc tế,Sản xuất thực phẩm,UPCoM,58945472
IDPCo,CTCP I.D.P,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,0
IDV,CTCP Phát triển Hạ tầng Vĩnh Phúc,Bất động sản ,HNX,18351351
IETC,CTCP Kinh doanh Thiết bị Công Nghiệp,"Sản xuất thiết bị, máy móc",OTC,1614640
IFC,CTCP Thực phẩm Công nghệ Sài Gòn,Bán buôn hàng tiêu dùng,UPCoM,9000000
IFCVietNam,Công ty TNHH Kiểm toán và Tư vấn Tài chính Quốc tế,Dịch vụ pháp lý,Khác,0
IFMC,CTCP Quản lý Quỹ Quốc tế,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0
IFS,CTCP Thực phẩm Quốc tế,Bán buôn hàng tiêu dùng,UPCoM,87140984
IGL,Công ty TNHH Kiểm toán IGL,Dịch vụ pháp lý,Khác,0
IHK,CTCP In Hàng Không,In ấn và các hoạt động hỗ trợ,UPCoM,2141928
IJC,CTCP Phát triển Hạ tầng Kỹ thuật,Phát triển bất động sản,HOSE,217097323
IKH,CTCP In Khoa học Kỹ thuật,In ấn và các hoạt động hỗ trợ,UPCoM,1571000
ILA,CTCP ILA,Kho bãi,UPCoM,16999993
ILB,CTCP ICD Tân Cảng - Long Bình,Kho bãi,HOSE,24502245
ILC,CTCP Hợp tác Lao động với nước ngoài,Vận tải đường thủy,UPCoM,6100391
ILS,CTCP Đầu tư Thương mại và Dịch vụ Quốc tế,Hỗ trợ vận tải,UPCoM,36000000
IME,CTCP Cơ khí và Xây lắp Công nghiệp,"Sản xuất thiết bị, máy móc",UPCoM,3599948
IMEXBINHDINH,CTCP Xuất nhập khẩu Bình Định,Bán buôn hàng tiêu dùng,OTC,0
IMMA,Công ty TNHH Kiểm toán IMMANUEL,Dịch vụ pháp lý,Khác,0
IMP,CTCP Dược phẩm Imexpharm,"Sản xuất hóa chất, dược phẩm",HOSE,66705370
